Filename;Sensibility;Specificity;F1_score;TP;FP;TN;FN
A7SR08_NEMVE.gar;1.0;0.068;0.127;555;7647;1;0
M3YBL1_MUSPF.gar;0.708;0.045;0.085;833;17813;0;343
F1Q6W8_DANRE.gar;1.0;0.16;0.276;2997;15775;0;0
W5P6M8_SHEEP.gar;0.778;0.038;0.072;811;20807;0;232
W5JIE3_ANODA.gar;0.963;0.564;0.711;1419;1096;0;54
Q9I7P3_DROME.gar;1.0;0.842;0.914;1228;231;0;0
BBS4_CAEEL.gar;1.0;0.529;0.692;1389;1235;0;0
A6QNT9_BOVIN.gar;1.0;0.5;0.667;2127;2127;0;0
A0A0D9RAF2_CHLSB.gar;0.997;0.01;0.02;2392;243094;0;6
G0NR21_CAEBE.gar;1.0;0.673;0.805;1881;914;0;0
A0A0D9RBM3_CHLSB.gar;0.971;0.042;0.081;5083;115240;0;153
E3LSA6_CAERE.gar;1.0;0.774;0.873;1389;405;0;0
B4MRQ8_DROWI.gar;1.0;0.767;0.868;600;182;0;0
F6QP01_XENTR.gar;0.139;0.003;0.006;297;101742;150;1842
H2PQU8_PONAB.gar;0.605;0.02;0.039;690;32984;150;450
Q5PR92_DANRE.gar;0.794;0.287;0.422;670;1661;0;174
T1FZD8_HELRO.gar;0.947;0.338;0.498;901;1768;807;50
J9I6R2_9SPIT.gar;0.0;0.0;0.0;0;1752;0;1752
T1JMT6_STRMM.gar;1.0;0.856;0.922;1767;297;0;0
F7FNJ0_MACMU.gar;0.908;0.013;0.026;3319;246519;150;335
G3SQS4_LOXAF.gar;1.0;0.143;0.25;1671;10012;0;0
E2RIJ8_CANLF.gar;0.959;0.121;0.215;2060;14936;128;87
E1BN34_BOVIN.gar;1.0;0.138;0.243;1989;12416;0;0
A0A0G4ITJ7_PLABS.gar;0.998;0.772;0.871;554;164;0;1
Q3SCX0_PARTE.gar;0.0;0.0;0.0;0;981;0;981
H2QX35_PANTR.gar;0.869;0.019;0.037;1879;97044;8697;283
H0XPD1_OTOGA.gar;1.0;0.093;0.17;1782;17318;0;0
K7FLU5_PELSI.gar;0.378;0.037;0.067;1245;32727;0;2051
A0A067C4C7_SAPPC.gar;0.0;0.0;0.0;0;884;0;1780
W4Z3R7_STRPU.gar;1.0;0.168;0.288;1109;5500;0;0
A0A0S4JJZ6_BODSA.gar;1.0;0.5;0.667;2157;2157;0;0
B4QJX6_DROSI.gar;1.0;0.881;0.937;2174;293;0;1
G5C8Q6_HETGA.gar;0.869;0.074;0.136;1235;15435;0;186
F1SP83_PIG.gar;0.998;0.046;0.088;3820;78407;2767;8
E2RG29_CANLF.gar;0.957;0.032;0.062;2623;78585;151;119
G1LIU7_AILME.gar;1.0;0.836;0.911;2178;426;0;0
B3RJT2_TRIAD.gar;1.0;0.357;0.526;1500;2705;0;0
M3YMG3_MUSPF.gar;0.957;0.069;0.129;1262;17095;0;57
G3RBR0_GORGO.gar;0.785;0.117;0.204;2629;19910;0;721
Q0VCP5_BOVIN.gar;1.0;0.268;0.423;3120;8535;0;0
H3CQC7_TETNG.gar;1.0;0.503;0.669;1886;1867;0;0
A0A0L0D1H0_THETB.gar;1.0;0.5;0.667;1848;1848;0;0
K2NW30_TRYCR.gar;1.0;0.5;0.667;2283;2283;0;0
A0A0G4IMV6_PLABS.gar;0.0;0.0;0.0;0;431;0;1296
W5P8L3_SHEEP.gar;1.0;0.009;0.018;2148;238947;2;0
ARL6_DANRE.gar;0.541;0.082;0.142;1283;14367;13342;1089
A0A0L0S8P6_ALLMA.gar;0.0;0.0;0.0;0;401;0;718
W5Q7L6_SHEEP.gar;1.0;0.021;0.041;609;28858;0;0
M3YV76_MUSPF.gar;1.0;0.151;0.262;1680;9425;0;0
H2MJA1_ORYLA.gar;1.0;0.377;0.548;2157;3569;0;0
H2PS04_PONAB.gar;0.53;0.028;0.053;3220;111844;9343;2850
A0A096MWX4_PAPAN.gar;1.0;0.85;0.919;2157;382;0;0
A0A0N1PED7_LEPSE.gar;1.0;0.5;0.667;1473;1473;0;0
A0A0H5S235_BRUMA.gar;1.0;0.369;0.539;1743;2983;0;0
B0X8D9_CULQU.gar;1.0;0.949;0.974;1071;57;0;0
F6ZUB8_MACMU.gar;0.863;0.244;0.38;3213;9962;0;508
H2QXS4_PANTR.gar;0.684;0.418;0.519;2112;2936;150;974
G1LHM7_AILME.gar;1.0;0.055;0.104;2148;36959;0;0
K1PBA9_CRAGI.gar;1.0;0.5;0.667;567;567;0;0
A3QK09_DANRE.gar;0.866;0.064;0.119;1790;25962;150;276
E3LTH5_CAERE.gar;1.0;0.732;0.845;1521;556;0;0
A0A067R100_ZOONE.gar;0.0;0.0;0.0;0;2582;0;579
A0A087Y1G8_POEFO.gar;0.462;0.194;0.273;2418;10043;0;2815
A0A067RJQ2_ZOONE.gar;1.0;0.14;0.246;948;5837;0;0
A0A067RE41_ZOONE.gar;1.0;0.188;0.316;1422;6141;0;0
Q4DFM2_TRYCC.gar;1.0;0.5;0.667;1788;1788;0;0
F6QFV2_MONDO.gar;0.0;0.0;0.0;0;2118;0;2118
IFT74_MOUSE.gar;0.999;0.027;0.053;2137;76600;0;2
B4H6C3_DROPE.gar;1.0;0.509;0.675;1452;1399;0;0
F1SMI2_PIG.gar;1.0;0.5;0.667;1959;1959;0;0
T1J8I6_STRMM.gar;0.933;0.675;0.783;2074;997;0;148
G3QXK4_GORGO.gar;0.873;0.009;0.018;2268;255072;150;331
W5K4L0_ASTMX.gar;0.293;0.091;0.139;800;8030;150;1928
D6WSV9_TRICA.gar;1.0;0.875;0.933;2194;314;0;0
A0A067C533_SAPPC.gar;0.0;0.0;0.0;0;246;0;1336
A0A158NPL4_ATTCE.gar;1.0;0.966;0.983;1968;70;0;0
T1HX26_RHOPR.gar;1.0;0.349;0.517;2714;5071;0;0
Q4CTS4_TRYCC.gar;1.0;0.5;0.667;552;552;0;0
A2D7W2_TRIVA.gar;0.807;0.471;0.595;1263;1416;150;303
BBS12_HUMAN.gar;0.941;0.253;0.399;3053;8998;0;191
M3XU97_MUSPF.gar;0.532;0.013;0.025;562;44197;150;494
H0UVR3_CAVPO.gar;1.0;0.052;0.099;2148;39477;0;0
G3TCL0_LOXAF.gar;1.0;0.5;0.667;1965;1965;0;0
B4GFI4_DROPE.gar;1.0;0.81;0.895;1149;270;0;0
BBS2_HUMAN.gar;0.938;0.078;0.144;2780;32936;0;183
H0WGM3_OTOGA.gar;0.959;0.026;0.051;535;20335;0;23
F6W3B7_ORNAN.gar;1.0;0.061;0.115;692;10742;0;0
M3YWA6_MUSPF.gar;1.0;0.009;0.018;2162;227061;0;0
A0A0M9G178_9TRYP.gar;1.0;0.5;0.667;669;669;0;0
K3WTZ6_PYTUL.gar;1.0;0.933;0.965;1281;92;1;0
F1SBK4_PIG.gar;0.93;0.161;0.274;2861;14871;0;214
A0A087YHA2_POEFO.gar;0.876;0.181;0.3;1801;8176;9631;255
F7AYF5_MONDO.gar;1.0;0.106;0.192;201;1693;0;0
A0A139WED1_TRICA.gar;0.932;0.734;0.821;2528;915;0;183
B4LHK4_DROVI.gar;1.0;0.91;0.953;1848;183;0;0
I3KYV4_ORENI.gar;1.0;0.5;0.667;2043;2043;0;0
F1N4X0_BOVIN.gar;1.0;0.027;0.053;1589;57099;0;0
H2PE85_PONAB.gar;1.0;0.049;0.093;2172;42479;0;0
J9K271_ACYPI.gar;0.986;0.6;0.746;3144;2092;0;46
F6R3H8_XENTR.gar;0.684;0.171;0.274;373;1813;0;172
H3CW16_TETNG.gar;1.0;0.251;0.401;1581;4709;0;0
PTHB1_HUMAN.gar;0.705;0.006;0.012;2841;456135;16375;1186
M3ZW06_XIPMA.gar;1.0;0.584;0.737;1777;1268;0;0
H2RJL3_TAKRU.gar;0.992;0.8;0.886;1690;423;0;14
S9UYL4_9TRYP.gar;1.0;0.5;0.667;1737;1737;0;0
G3QKV3_GORGO.gar;0.936;0.166;0.282;2250;11303;17;155
A0A0D9R698_CHLSB.gar;1.0;0.053;0.101;952;16978;0;0
E1C569_CHICK.gar;0.864;0.194;0.317;2051;8531;0;324
F7HY94_CALJA.gar;0.592;0.046;0.085;2188;45022;150;1506
F6YCR4_HORSE.gar;0.035;0.008;0.013;80;9338;150;2208
G5BWY4_HETGA.gar;0.73;0.14;0.235;2511;15408;0;929
A0A0W8CGX9_PHYNI.gar;1.0;0.659;0.794;600;311;0;0
G3Q0Q9_GASAC.gar;1.0;0.305;0.467;637;1450;0;0
A0A158NSS3_ATTCE.gar;0.0;0.0;0.0;0;24220;0;1014
W5PZP5_SHEEP.gar;1.0;0.79;0.883;2172;579;0;0
H3DN21_TETNG.gar;1.0;0.5;0.667;2022;2022;0;0
L1JV64_GUITH.gar;0.715;0.802;0.756;1601;396;54;637
A0A024G196_9STRA.gar;1.0;0.957;0.978;1236;56;0;0
V9G0L5_PHYPR.gar;1.0;0.5;0.667;1180;1180;0;0
B4J623_DROGR.gar;0.66;0.796;0.722;676;173;0;349
T1ELR8_HELRO.gar;0.702;0.315;0.435;1051;2284;62;446
F6SNQ4_MONDO.gar;0.368;0.071;0.119;1600;20945;150;2752
A0A067CLP2_SAPPC.gar;1.0;0.5;0.667;1131;1131;0;0
A0A0D9RQB1_CHLSB.gar;0.458;0.006;0.012;2115;367005;150;2506
W4FS53_9STRA.gar;0.974;0.542;0.696;1932;1631;32;52
D4A4U2_RAT.gar;0.68;0.167;0.268;2834;14186;0;1332
F7B395_MACMU.gar;0.931;0.034;0.066;1523;43341;151;112
A0A0D9QYK6_CHLSB.gar;0.941;0.078;0.144;2702;32055;0;168
F6U8K2_HORSE.gar;0.99;0.031;0.06;1503;47542;0;15
V9EXZ9_PHYPR.gar;1.0;0.97;0.985;2391;73;0;0
F6QE09_CIOIN.gar;1.0;0.44;0.611;767;978;0;0
A0A044U854_ONCVO.gar;1.0;0.419;0.591;1515;2103;0;0
A8HWI3_CHLRE.gar;1.0;0.51;0.675;1848;1775;0;0
I3K8F9_ORENI.gar;1.0;0.054;0.102;558;9702;0;0
V9F0Z3_PHYPR.gar;1.0;0.891;0.942;736;90;0;0
B4QVM9_DROSI.gar;0.514;0.841;0.638;1336;252;0;1263
W5PYR9_SHEEP.gar;0.718;0.029;0.056;2916;97011;0;1147
F7HDG7_MACMU.gar;1.0;0.006;0.012;2749;487138;0;0
B7YZM8_DROME.gar;1.0;0.81;0.895;2947;690;0;0
F7D8D3_MONDO.gar;0.941;0.071;0.132;2631;34345;0;166
A0A087YB91_POEFO.gar;1.0;0.568;0.724;3872;2946;0;0
F1RRP3_PIG.gar;0.951;0.212;0.347;2116;7849;2931;109
J9JSR9_ACYPI.gar;0.977;0.177;0.3;1583;7375;0;37
F6YBY1_CALJA.gar;0.911;0.864;0.887;2445;386;0;240
U3JJ17_FICAL.gar;0.77;0.184;0.297;1955;8669;0;583
A4IIF7_XENTR.gar;1.0;0.257;0.409;3062;8835;0;0
G5E7D8_LOXAF.gar;1.0;0.114;0.205;1782;13905;0;0
I3KSH0_ORENI.gar;1.0;0.443;0.614;1791;2252;0;0
I3JVB4_ORENI.gar;1.0;0.259;0.411;2151;6147;0;0
B3S5T1_TRIAD.gar;0.953;0.297;0.453;2056;4868;126;101
G3PWM5_GASAC.gar;1.0;0.459;0.629;2913;3429;0;0
B3RQQ8_TRIAD.gar;1.0;0.235;0.381;1038;3370;0;0
A0A0D9RJ69_CHLSB.gar;0.926;0.043;0.082;907;20272;0;73
J9EVV2_9SPIT.gar;0.0;0.0;0.0;0;267;0;843
MKKS_HUMAN.gar;0.416;0.095;0.155;2792;26500;0;3922
H2QMG1_PANTR.gar;0.82;0.336;0.477;2768;5477;9345;608
M3WGL7_FELCA.gar;0.827;0.17;0.282;2047;10014;0;429
M3ZIL2_XIPMA.gar;0.73;0.319;0.444;2765;5904;0;1023
G3T3M9_LOXAF.gar;1.0;0.854;0.921;2154;368;0;0
H2NNP4_PONAB.gar;0.906;0.031;0.06;1550;49035;0;161
G1K9Z0_ANOCA.gar;0.814;0.216;0.341;3469;12595;0;792
A4I4C4_LEIIN.gar;1.0;0.5;0.667;2568;2568;0;0
G1TDC1_RABIT.gar;0.974;0.082;0.151;2316;25942;0;62
S9VIN4_9TRYP.gar;1.0;0.5;0.667;1077;1077;0;0
A0A0D9QVJ6_CHLSB.gar;1.0;0.857;0.923;2280;379;0;0
A0A0N0P3E7_LEPSE.gar;1.0;0.5;0.667;1791;1791;0;0
B4KRF7_DROMO.gar;1.0;0.783;0.878;3105;859;0;0
ARL6_CAEBR.gar;1.0;0.692;0.818;671;299;0;0
BBS5_CAEEL.gar;0.999;0.389;0.56;1085;1701;0;1
B3MBX5_DROAN.gar;1.0;0.809;0.894;2921;690;0;0
I3NHG2_ICTTR.gar;1.0;0.118;0.211;1782;13283;0;0
A0A0G4IR91_PLABS.gar;0.0;0.0;0.0;0;327;0;1515
Q3SCY0_PARTE.gar;0.0;0.0;0.0;0;981;0;981
I3NAS8_ICTTR.gar;1.0;0.071;0.133;838;10899;0;0
T1JYJ2_TETUR.gar;1.0;0.83;0.907;1851;380;0;0
V5DUI8_TRYCR.gar;1.0;0.5;0.667;1761;1761;0;0
G1LSZ3_AILME.gar;1.0;0.032;0.062;561;17215;0;0
SDCG8_HUMAN.gar;0.993;0.01;0.02;2549;241470;0;18
G1TL09_RABIT.gar;1.0;0.5;0.667;1965;1965;0;0
F6XYK3_HORSE.gar;1.0;0.5;0.667;2145;2145;0;0
H2MAJ8_ORYLA.gar;0.99;0.181;0.306;1119;5050;0;11
G1S9G6_NOMLE.gar;1.0;0.5;0.667;2133;2133;0;0
A0A0N1IJK5_LEPSE.gar;1.0;0.5;0.667;1779;1779;0;0
H2QQ46_PANTR.gar;0.053;0.015;0.023;182;11609;150;3251
A0A087YK02_POEFO.gar;0.858;0.027;0.052;2699;98388;0;446
A0A158NS39_ATTCE.gar;0.0;0.0;0.0;0;222;0;222
D3ZYF7_RAT.gar;0.934;0.498;0.65;2348;2364;150;166
T0R6X7_9STRA.gar;1.0;0.5;0.667;1170;1170;0;0
BBS4_BOVIN.gar;0.941;0.046;0.088;2125;43850;0;134
E1BHJ5_BOVIN.gar;0.824;0.006;0.012;2521;452524;150;540
FRITZ_HUMAN.gar;0.329;0.005;0.01;1116;245450;218575;2276
D2CG54_TRICA.gar;0.781;0.236;0.362;3179;10270;836;893
M3WA02_FELCA.gar;1.0;0.078;0.145;2471;29128;0;0
TTC8_HUMAN.gar;0.999;0.043;0.082;2326;51514;0;3
H3CI58_TETNG.gar;0.999;0.067;0.126;2500;35067;0;2
G3NXV8_GASAC.gar;1.0;0.476;0.645;2068;2274;0;0
M3W6J9_FELCA.gar;0.948;0.089;0.163;1417;14432;0;77
W6L264_9TRYP.gar;0.868;0.5;0.635;746;746;113;113
E2RRS0_CANLF.gar;0.967;0.02;0.039;752;36492;150;26
A0A0G4GYZ9_VITBC.gar;1.0;0.502;0.668;1023;1014;1;0
T1L460_TETUR.gar;0.985;0.5;0.663;719;719;11;11
D0MXK6_PHYIT.gar;1.0;0.953;0.976;1316;65;0;0
F7CDR8_HORSE.gar;0.774;0.022;0.043;332;14852;9;97
E1BXI4_CHICK.gar;1.0;0.172;0.294;2472;11931;0;0
H2Q6I5_PANTR.gar;0.922;0.98;0.95;3301;68;306;281
H0UU32_CAVPO.gar;1.0;0.137;0.241;1677;10555;0;0
M3ZUB6_XIPMA.gar;1.0;0.984;0.992;2007;33;0;0
H0WRS7_OTOGA.gar;1.0;0.203;0.337;1728;6781;0;0
G4ZE33_PHYSP.gar;1.0;0.938;0.968;1530;101;0;0
Q5XIR2_RAT.gar;0.999;0.024;0.047;2106;87458;0;2
M4A7P2_XIPMA.gar;0.696;0.141;0.234;2214;13469;0;967
G0MCB1_CAEBE.gar;1.0;0.263;0.416;2166;6061;0;0
F6QF28_MONDO.gar;0.421;0.039;0.071;1148;28336;150;1580
B5DUR3_DROPS.gar;1.0;0.795;0.886;754;194;0;0
F6QM11_MONDO.gar;1.0;0.019;0.037;1563;78702;0;0
T0Q4Q9_9STRA.gar;0.566;0.858;0.682;778;129;108;597
A4HP97_LEIBR.gar;1.0;0.5;0.667;1479;1479;0;0
A7RIW9_NEMVE.gar;1.0;0.087;0.16;1500;15788;28;0
W5P7J1_SHEEP.gar;1.0;0.112;0.201;1782;14068;1;0
W4XN65_STRPU.gar;1.0;0.047;0.09;904;18250;0;0
G1LJ46_AILME.gar;0.989;0.007;0.014;2632;402223;150;29
G3T3V8_LOXAF.gar;1.0;0.049;0.093;2148;42072;0;0
B4HPG5_DROSE.gar;1.0;0.773;0.872;606;178;0;0
G4ZI86_PHYSP.gar;1.0;0.5;0.667;1929;1929;0;0
G3SHD1_GORGO.gar;0.965;0.084;0.155;2440;26620;0;88
I3MFB6_ICTTR.gar;1.0;0.5;0.667;2133;2133;0;0
B4IZI2_DROGR.gar;0.969;0.899;0.933;1861;209;38;59
H2QB48_PANTR.gar;0.727;0.054;0.101;2102;36700;150;791
Q2M0T4_DROPS.gar;0.99;0.9;0.943;1857;207;27;18
E3LQY5_CAERE.gar;1.0;0.772;0.871;1887;556;0;0
U3KJC2_FICAL.gar;1.0;0.5;0.667;1944;1944;0;0
W5M5Q7_LEPOC.gar;0.848;0.065;0.121;1978;28409;0;354
G1SIY1_RABIT.gar;1.0;0.045;0.086;2154;45212;0;0
F6SS62_MONDO.gar;0.186;0.075;0.107;715;8759;12383;3139
G3N118_BOVIN.gar;0.676;0.441;0.534;702;889;150;337
B3RPI2_TRIAD.gar;0.98;0.242;0.388;911;2855;150;19
Q23PP7_TETTS.gar;0.0;0.0;0.0;0;1355;0;2095
E2RER8_CANLF.gar;0.917;0.137;0.238;1600;10088;337;144
G1MMT5_AILME.gar;1.0;0.5;0.667;1968;1968;0;0
F6UB70_HORSE.gar;1.0;0.023;0.045;630;26440;0;0
A0A067RIH6_ZOONE.gar;0.0;0.0;0.0;0;2002;0;570
B3RRG2_TRIAD.gar;1.0;0.344;0.512;2565;4889;0;0
S9U239_9TRYP.gar;1.0;0.5;0.667;1770;1770;0;0
H9GKS6_ANOCA.gar;0.51;0.135;0.213;1383;8889;0;1331
F6SUK4_MACMU.gar;0.724;0.753;0.738;5046;1659;11673;1920
M4AFV4_XIPMA.gar;0.963;0.029;0.056;2735;91681;843;104
F7C4T0_CALJA.gar;0.755;0.006;0.012;3033;473833;150;986
M3ZSV8_XIPMA.gar;0.51;0.206;0.293;2632;10171;0;2532
D0N9B8_PHYIT.gar;0.0;0.0;0.0;0;331;0;642
Q17LJ5_AEDAE.gar;0.364;0.955;0.527;1325;63;0;2315
BBS7_HUMAN.gar;1.0;0.081;0.15;3752;42306;0;0
J9JV08_ACYPI.gar;1.0;0.356;0.525;3639;6594;0;1
F2TWH2_SALR5.gar;1.0;0.355;0.524;2347;4258;0;0
D6WZ82_TRICA.gar;0.821;0.895;0.856;1946;228;0;424
V5BKF4_TRYCR.gar;1.0;0.5;0.667;2280;2280;0;0
B4I3T5_DROSE.gar;1.0;0.819;0.9;1146;253;0;0
G1KMJ2_ANOCA.gar;0.512;0.121;0.196;2500;18199;0;2379
G3SY59_LOXAF.gar;1.0;0.005;0.01;2631;488115;0;0
G3S2X3_GORGO.gar;0.831;0.888;0.859;2975;374;0;605
J9K409_ACYPI.gar;0.789;0.122;0.211;1587;11397;0;424
H2SDM2_TAKRU.gar;0.991;0.717;0.832;1704;671;0;15
LZTL1_HUMAN.gar;0.81;0.55;0.655;3298;2699;12079;775
B2RZ48_RAT.gar;1.0;0.065;0.122;1368;19654;0;0
G1ME56_AILME.gar;1.0;0.08;0.148;2166;25067;0;0
A0A158NUR8_ATTCE.gar;1.0;0.183;0.309;1356;6050;0;0
G1SF71_RABIT.gar;0.72;0.019;0.037;2092;105308;0;814
G4YN09_PHYSP.gar;1.0;0.946;0.972;1284;74;0;0
BBS1_CAEEL.gar;1.0;0.392;0.563;1912;2965;0;0
H2P7R4_PONAB.gar;0.788;0.051;0.096;1444;26650;0;388
F6Q1R3_CALJA.gar;0.812;0.034;0.065;1466;41481;15;339
W2QE22_PHYPN.gar;1.0;0.969;0.984;2247;73;0;0
G1M0S6_AILME.gar;1.0;0.084;0.155;900;9856;0;0
A0A096NMN0_PAPAN.gar;1.0;0.027;0.053;1560;56509;0;0
G3T996_LOXAF.gar;0.943;0.021;0.041;1701;79394;0;102
I3NC55_ICTTR.gar;1.0;0.043;0.082;585;12958;0;0
J9I6B1_9SPIT.gar;0.0;0.0;0.0;0;241;0;1785
B1H1F4_XENTR.gar;0.0;0.0;0.0;0;0;15393;2018
A0A024TXS0_9STRA.gar;0.0;0.0;0.0;0;239;0;718
W6KG70_9TRYP.gar;1.0;0.5;0.667;1530;1530;0;0
G1T9Q2_RABIT.gar;0.66;0.029;0.056;1668;55212;0;861
G1SYN3_RABIT.gar;0.407;0.08;0.134;1199;13704;0;1746
IFT27_CHLRE.gar;1.0;0.688;0.815;1108;502;0;0
W4G1M5_9STRA.gar;0.0;0.0;0.0;0;332;0;609
W5MN19_LEPOC.gar;1.0;0.225;0.367;1026;3533;0;0
A4I446_LEIIN.gar;1.0;0.5;0.667;561;561;0;0
B3RWQ3_TRIAD.gar;1.0;0.298;0.459;546;1286;1;0
Q4D247_TRYCC.gar;1.0;0.5;0.667;2283;2283;0;0
F6RWY1_CIOIN.gar;0.665;0.285;0.399;952;2392;150;480
F4PDV5_BATDJ.gar;1.0;0.514;0.679;582;550;0;0
A4HH78_LEIBR.gar;1.0;0.5;0.667;2577;2577;0;0
H2N1F5_ORYLA.gar;0.387;0.224;0.284;753;2608;101;1191
U6G3P0_9EIME.gar;1.0;0.48;0.649;609;659;0;0
A0A024TEN6_9STRA.gar;0.0;0.0;0.0;0;922;0;1884
B4JSV3_DROGR.gar;1.0;0.802;0.89;1287;318;0;0
A0A087YC70_POEFO.gar;1.0;0.153;0.265;2237;12355;0;0
A0A067CXS2_SAPPC.gar;0.0;0.0;0.0;0;638;0;2295
R1DSD8_EMIHU.gar;1.0;0.93;0.964;1548;116;0;0
A6QLF9_BOVIN.gar;0.933;0.062;0.116;1279;19460;168;92
G3W852_SARHA.gar;1.0;0.041;0.079;2169;50448;0;0
A2FQ75_TRIVA.gar;1.0;0.5;0.667;1698;1698;0;0
K2NS17_TRYCR.gar;1.0;0.5;0.667;1761;1761;0;0
H2MRS1_ORYLA.gar;1.0;0.281;0.439;1029;2630;0;0
W6KIA6_9TRYP.gar;1.0;0.5;0.667;1749;1749;0;0
