File;%_similarity;Len_prot
augustus_L7N1T4_MYOLU_17.fasta;91.26;515
augustus_G1SII1_RABIT_10.fasta;72.14;603
augustus_B0X4V5_CULQU_13.fasta;54.15;506
augustus_A0A096P1E7_PAPAN_7.fasta;42.07;706
augustus_Q7Q2M8_ANOGA_21.fasta;33.28;631
augustus_A0A0M9FXC3_9TRYP_8.fasta;96.7;182
augustus_T1JL36_STRMM_14.fasta;67.59;216
augustus_J9K409_ACYPI_14.fasta;84.74;439
augustus_I3KCZ4_ORENI_18.fasta;60.64;597
augustus_TRI32_MOUSE_19.fasta;86.72;655
augustus_A0A158NS39_ATTCE_7.fasta;86.72;0
augustus_H3A6Z7_LATCH_7.fasta;78.86;596
augustus_G4LW93_SCHMA_17.fasta;74.66;367
augustus_E1BHJ5_BOVIN_38.fasta;36.04;910
augustus_H9GG47_ANOCA_17.fasta;10.84;655
augustus_A0A067R087_ZOONE_15.fasta;35.78;218
augustus_A4IIF7_XENTR_12.fasta;90.86;689
augustus_B3RR15_TRIAD_16.fasta;90.97;620
augustus_F0Y7H8_AURAN_16.fasta;75.69;839
augustus_F6TJ94_HORSE_41.fasta;53.77;770
augustus_A4IIF7_XENTR_14.fasta;90.86;689
augustus_W5LYF8_LEPOC_8.fasta;66.12;738
augustus_G1P887_MYOLU_9.fasta;87.29;299
augustus_C5K856_PERM5_41.fasta;23.52;897
augustus_M3WH89_FELCA_98.fasta;49.15;999
augustus_A0A0G4ENF0_VITBC_89.fasta;49.15;0
augustus_X6MMR6_RETFI_26.fasta;8.62;731
augustus_A8WJB5_CAEBR_12.fasta;75.27;364
augustus_F6XCD9_CANLF_23.fasta;37.87;890
augustus_A0A139A4E2_GONPR_6.fasta;11.84;625
augustus_W5JJX1_ANODA_1.fasta;11.84;0
augustus_W2Q6I6_PHYPN_19.fasta;98.84;773
augustus_W4Y6U2_STRPU_16.fasta;60.05;781
augustus_A0A096MWX4_PAPAN_4.fasta;50.69;720
augustus_H3CPV7_TETNG_10.fasta;53.73;644
augustus_B4IZI2_DROGR_6.fasta;92.9;606
augustus_H0WSU0_OTOGA_13.fasta;41.41;256
augustus_B4NBA2_DROWI_8.fasta;76.86;994
augustus_G3SQS4_LOXAF_7.fasta;72.03;597
augustus_W5KIU0_ASTMX_3.fasta;64.14;541
augustus_F2TWK0_SALR5_11.fasta;12.33;430
augustus_F0YI19_AURAN_29.fasta;44.94;1413
augustus_F7IFY6_CALJA_68.fasta;40.66;1338
augustus_A9V3H9_MONBE_58.fasta;25.0;772
augustus_A0A067BPT6_SAPPC_14.fasta;5.24;229
augustus_I3MIT5_ICTTR_11.fasta;81.31;519
augustus_K1R468_CRAGI_5.fasta;68.66;201
augustus_C5K856_PERM5_56.fasta;25.64;897
augustus_K2NFA3_TRYCR_12.fasta;87.98;757
augustus_F7BTA0_HORSE_10.fasta;62.3;122
augustus_R1DH87_EMIHU_18.fasta;56.76;407
augustus_A4IIF7_XENTR_16.fasta;90.86;689
augustus_K2NCL3_TRYCR_16.fasta;85.92;547
augustus_H0XMN1_OTOGA_8.fasta;85.92;0
augustus_F6ZUB8_MACMU_9.fasta;86.98;653
augustus_F7IFY6_CALJA_56.fasta;40.66;1338
augustus_H2YNN2_CIOSA_16.fasta;83.21;274
augustus_E0V980_PEDHC_5.fasta;92.89;717
augustus_Q5XIR2_RAT_15.fasta;29.33;600
augustus_G1LG10_AILME_2.fasta;84.31;325
augustus_B3RR15_TRIAD_3.fasta;90.97;620
augustus_G3PWE1_GASAC_2.fasta;93.44;686
augustus_F6PJY2_HORSE_14.fasta;91.3;299
augustus_W5MN19_LEPOC_13.fasta;51.46;342
augustus_T1JL36_STRMM_7.fasta;67.59;216
augustus_A0A0D9RQB1_CHLSB_2.fasta;46.42;713
augustus_IFT74_HUMAN_8.fasta;46.42;0
augustus_A0EIS5_PARTE_1.fasta;51.03;727
augustus_F6TJ94_HORSE_38.fasta;53.77;770
augustus_V3Z105_LOTGI_12.fasta;41.49;188
augustus_A0EIS5_PARTE_14.fasta;51.03;727
augustus_S9W7J6_9TRYP_4.fasta;88.85;529
augustus_E9GGK3_DAPPU_8.fasta;91.46;691
augustus_F1M285_RAT_108.fasta;69.86;939
augustus_F1PG86_CANLF_3.fasta;84.28;579
augustus_H3FMD9_PRIPA_14.fasta;79.38;577
augustus_C5K856_PERM5_45.fasta;25.64;897
augustus_G1TZP3_RABIT_110.fasta;25.64;0
augustus_G3S2G4_GORGO_8.fasta;38.59;710
augustus_A4HH78_LEIBR_14.fasta;89.04;858
augustus_G3W779_SARHA_16.fasta;92.89;506
augustus_L1IPS2_GUITH_2.fasta;42.86;182
augustus_D0NMI9_PHYIT_5.fasta;59.63;270
augustus_C5KJE9_PERM5_23.fasta;59.63;0
augustus_B4GIM8_DROPE_15.fasta;87.56;201
augustus_E1BKZ3_BOVIN_53.fasta;46.12;787
augustus_I3LAV0_PIG_23.fasta;26.26;697
augustus_BBS1_CAEEL_7.fasta;98.61;576
augustus_A0A0G4ITG8_PLABS_14.fasta;60.13;938
augustus_G1TZP3_RABIT_73.fasta;60.13;0
augustus_H3B2R5_LATCH_47.fasta;75.06;778
augustus_A0A078AXX6_STYLE_6.fasta;62.86;280
augustus_H2N0J6_ORYLA_16.fasta;92.18;716
augustus_F6X3T5_HORSE_22.fasta;41.62;877
augustus_A7SJU1_NEMVE_6.fasta;12.78;485
augustus_A0A0L0HKI2_SPIPN_33.fasta;63.02;265
augustus_H2RCJ0_PANTR_17.fasta;52.41;519
augustus_Q4Q7P7_LEIMA_16.fasta;86.85;654
augustus_F6QE09_CIOIN_1.fasta;42.39;184
augustus_V9EH23_PHYPR_9.fasta;91.34;612
augustus_T1FEE1_HELRO_15.fasta;14.58;576
augustus_A0A087YPY0_POEFO_14.fasta;83.65;679
augustus_G0NG53_CAEBE_17.fasta;91.86;725
augustus_A0A096MVJ7_PAPAN_24.fasta;47.07;784
augustus_F2TWK2_SALR5_31.fasta;14.17;515
augustus_K7JBD5_NASVI_84.fasta;10.9;422
augustus_CH037_BOVIN_10.fasta;85.02;207
augustus_H0V4D2_CAVPO_13.fasta;80.06;341
augustus_V9G0L5_PHYPR_12.fasta;78.74;348
augustus_A0A0D9R018_CHLSB_12.fasta;66.55;559
augustus_W5J3B6_ANODA_3.fasta;93.78;1318
augustus_W5LLH1_ASTMX_18.fasta;96.92;585
augustus_A0A0G4FM83_VITBC_57.fasta;34.41;433
augustus_V4BDA4_LOTGI_15.fasta;90.99;666
augustus_FRITZ_MOUSE_31.fasta;90.99;0
augustus_H3ACW2_LATCH_9.fasta;90.18;713
augustus_A0A067R4F6_ZOONE_43.fasta;48.33;1289
augustus_T1IP28_STRMM_9.fasta;93.12;189
augustus_K1QAN9_CRAGI_8.fasta;28.67;1751
augustus_M3W9S7_FELCA_6.fasta;48.07;570
augustus_F6QX88_CIOIN_5.fasta;96.6;588
augustus_S9WFZ2_9TRYP_5.fasta;83.81;210
augustus_W5P8L3_SHEEP_68.fasta;63.33;739
augustus_G1QY66_NOMLE_4.fasta;51.03;341
augustus_U3JY08_FICAL_48.fasta;31.09;669
augustus_A0A0R4IUZ0_DANRE_20.fasta;58.39;298
augustus_K7JBG2_NASVI_9.fasta;80.69;580
augustus_K7FNG7_PELSI_13.fasta;57.33;307
augustus_G3QKV3_GORGO_3.fasta;62.98;570
augustus_Q4E5P7_TRYCC_2.fasta;99.73;373
augustus_M3YV44_MUSPF_11.fasta;58.86;299
augustus_A0A0G2JUD0_RAT_17.fasta;74.59;795
augustus_Q5XIR2_RAT_51.fasta;36.74;607
augustus_C5K856_PERM5_15.fasta;5.64;798
augustus_A2EVS0_TRIVA_14.fasta;45.06;162
augustus_F1M285_RAT_75.fasta;59.47;834
augustus_W4Y9Z5_STRPU_4.fasta;81.31;535
augustus_E7EZE3_DANRE_3.fasta;88.68;583
augustus_G1RZS0_NOMLE_27.fasta;2.79;895
augustus_J9K409_ACYPI_17.fasta;84.74;439
augustus_A0A0G4GWT1_VITBC_20.fasta;84.74;0
augustus_I3MFS4_ICTTR_65.fasta;60.59;680
augustus_K7JBG2_NASVI_17.fasta;80.69;580
augustus_H2MJA1_ORYLA_19.fasta;92.76;718
augustus_B3RRG2_TRIAD_13.fasta;79.43;880
augustus_FRITZ_DROME_19.fasta;90.64;951
augustus_A0A067BK52_SAPPC_10.fasta;8.62;731
augustus_B4M869_DROVI_16.fasta;86.32;658
augustus_PTHB1_MOUSE_92.fasta;51.95;1049
augustus_B4MW67_DROWI_14.fasta;93.19;925
augustus_S9UYL4_9TRYP_3.fasta;98.27;578
augustus_A0A024TBC5_9STRA_67.fasta;98.27;0
augustus_T1G9V1_HELRO_39.fasta;98.27;0
augustus_I3IWV9_ORENI_10.fasta;74.06;775
augustus_PTHB1_MOUSE_27.fasta;3.26;890
augustus_K7J2H3_NASVI_16.fasta;92.12;723
augustus_H3DXJ0_PRIPA_44.fasta;77.4;354
augustus_C5K856_PERM5_33.fasta;23.52;897
augustus_M3WH89_FELCA_87.fasta;49.15;999
augustus_I3KSH0_ORENI_12.fasta;93.62;596
augustus_F7HEV6_CALJA_17.fasta;82.28;570
augustus_A0A044T938_ONCVO_13.fasta;79.06;468
augustus_B3MEQ1_DROAN_9.fasta;96.71;486
augustus_A9UVT9_MONBE_57.fasta;31.6;1228
augustus_B7PSD9_IXOSC_2.fasta;91.64;299
augustus_Q4Q1J3_LEIMA_13.fasta;94.95;495
augustus_F6QMY3_MONDO_11.fasta;54.71;223
augustus_A0A067R087_ZOONE_26.fasta;28.19;337
augustus_V9F0Z3_PHYPR_8.fasta;93.62;188
augustus_G3WF86_SARHA_7.fasta;93.62;0
augustus_L7N1T4_MYOLU_15.fasta;91.26;515
augustus_B4J623_DROGR_13.fasta;38.61;202
augustus_C5KCZ4_PERM5_64.fasta;34.03;1093
augustus_G0MCB1_CAEBE_4.fasta;88.93;786
augustus_G5C8Q6_HETGA_13.fasta;46.63;341
augustus_I3IYB2_ORENI_17.fasta;70.8;774
augustus_G1TZP3_RABIT_76.fasta;70.8;0
augustus_K1QNC8_CRAGI_20.fasta;91.92;767
augustus_K1RF96_CRAGI_110.fasta;44.76;1423
augustus_T1G1W0_HELRO_8.fasta;57.66;933
augustus_A0A0N0DVH7_9TRYP_7.fasta;93.54;712
augustus_B4KRF7_DROMO_22.fasta;93.55;992
augustus_E3MFS3_CAERE_2.fasta;88.44;796
augustus_ARL6_BOVIN_10.fasta;6.54;214
augustus_A0A067CKY6_SAPPC_13.fasta;27.41;270
augustus_U3K0T5_FICAL_6.fasta;95.83;695
augustus_H2YQF5_CIOSA_6.fasta;93.12;189
augustus_LZTL1_RAT_4.fasta;86.93;306
augustus_IFT74_MOUSE_1.fasta;29.33;600
augustus_J9JLI4_ACYPI_8.fasta;93.44;503
augustus_T1G3W6_HELRO_7.fasta;67.94;680
augustus_H3ACW2_LATCH_7.fasta;90.18;713
augustus_G3NXV8_GASAC_9.fasta;73.66;505
augustus_A0A0G4J500_PLABS_7.fasta;90.21;766
augustus_H9GBY2_ANOCA_74.fasta;45.82;1041
augustus_W4FHA7_9STRA_4.fasta;68.99;948
augustus_F2UP53_SALR5_60.fasta;26.47;763
augustus_A8IYF1_CHLRE_13.fasta;67.32;407
augustus_A0A067BQG6_SAPPC_40.fasta;39.02;469
augustus_D0NMI9_PHYIT_12.fasta;59.63;270
augustus_C5LJ88_PERM5_8.fasta;7.02;356
augustus_T1J0I5_STRMM_5.fasta;90.13;304
augustus_H9IZS9_BOMMO_6.fasta;96.69;484
augustus_H2PS04_PONAB_25.fasta;96.69;0
augustus_IFT27_CHLRE_15.fasta;86.27;204
augustus_IFT74_MOUSE_19.fasta;29.33;600
augustus_H2LGU6_ORYLA_87.fasta;19.87;901
augustus_B0X8D9_CULQU_10.fasta;76.97;356
augustus_V4AJL1_LOTGI_1.fasta;87.59;790
augustus_C5KCZ4_PERM5_101.fasta;87.59;0
augustus_G0NR21_CAEBE_4.fasta;90.73;626
augustus_F7IDY9_CALJA_15.fasta;83.7;632
augustus_E0VZH2_PEDHC_10.fasta;95.33;493
augustus_G3N7I2_GASAC_26.fasta;36.16;614
augustus_K1RF96_CRAGI_8.fasta;13.59;949
augustus_M3XWM7_MUSPF_21.fasta;92.37;721
augustus_G3N7I2_GASAC_40.fasta;36.16;614
augustus_F1PG88_CANLF_5.fasta;8.63;197
augustus_F1PG88_CANLF_11.fasta;8.63;197
augustus_A0A024TR04_9STRA_3.fasta;69.81;646
augustus_B4H6Z9_DROPE_13.fasta;93.08;997
augustus_W4FD87_9STRA_9.fasta;60.24;576
augustus_F0Y7H8_AURAN_14.fasta;75.69;839
augustus_A0A096MVJ7_PAPAN_20.fasta;59.87;608
augustus_A4HSR6_LEIIN_7.fasta;98.56;278
augustus_B4MJU3_DROWI_23.fasta;89.51;963
augustus_Q4E4D8_TRYCC_2.fasta;96.51;487
augustus_H9GKS6_ANOCA_6.fasta;92.26;297
augustus_F2UP53_SALR5_43.fasta;16.8;750
augustus_T1K3F9_TETUR_10.fasta;91.48;728
augustus_V4B2U3_LOTGI_4.fasta;93.41;713
augustus_B4QJX6_DROSI_32.fasta;86.73;648
augustus_A9UU67_MONBE_37.fasta;12.32;479
augustus_Q29J74_DROPS_16.fasta;94.74;703
augustus_I3MVI4_ICTTR_20.fasta;96.57;671
augustus_A9VC34_MONBE_40.fasta;73.1;606
augustus_E0VP97_PEDHC_16.fasta;7.88;990
augustus_T0QML0_9STRA_42.fasta;3.99;727
augustus_ARL6_CAEBR_1.fasta;92.63;190
augustus_T1G3W6_HELRO_18.fasta;67.94;680
augustus_I3KYQ8_ORENI_6.fasta;43.01;637
augustus_Q28WL3_DROPS_3.fasta;84.97;1051
augustus_G3N118_BOVIN_1.fasta;94.09;186
augustus_F6ZBL6_MACMU_10.fasta;78.64;721
augustus_G3SKE1_GORGO_5.fasta;50.28;531
augustus_H0VYD3_CAVPO_4.fasta;25.17;151
augustus_F6QP01_XENTR_7.fasta;6.64;723
augustus_K1RF96_CRAGI_24.fasta;20.96;997
augustus_H9J289_BOMMO_3.fasta;83.19;565
augustus_V3ZMW5_LOTGI_12.fasta;51.93;491
augustus_A0A096N3B0_PAPAN_13.fasta;36.11;720
augustus_A0A0G4G617_VITBC_49.fasta;36.11;0
augustus_H2ZXI1_LATCH_8.fasta;87.52;537
augustus_A9V3H9_MONBE_15.fasta;6.77;709
augustus_A0A078A8X4_STYLE_8.fasta;69.85;335
augustus_Q9VS19_DROME_25.fasta;93.88;605
augustus_K3WZB3_PYTUL_9.fasta;98.95;574
augustus_F2TWH2_SALR5_6.fasta;15.62;672
augustus_B4IPB8_DROSE_12.fasta;88.35;532
augustus_PTHB1_MOUSE_16.fasta;3.26;890
augustus_A0A087YPY0_POEFO_8.fasta;83.65;679
augustus_H9GG47_ANOCA_145.fasta;26.46;1561
augustus_Q29MT0_DROPS_14.fasta;92.39;933
augustus_F1SI91_PIG_16.fasta;6.12;817
augustus_A8HYK1_CHLRE_17.fasta;84.05;326
augustus_F7EGS4_MACMU_27.fasta;26.92;182
augustus_IFT74_MOUSE_31.fasta;35.61;629
augustus_H9GCQ3_ANOCA_11.fasta;92.24;722
augustus_B7PXZ3_IXOSC_8.fasta;74.01;885
augustus_T1ELR8_HELRO_4.fasta;33.94;498
augustus_A0A067BQG6_SAPPC_2.fasta;4.86;453
augustus_T0R219_9STRA_15.fasta;2.53;868
augustus_A0A067BUM2_SAPPC_2.fasta;65.31;392
augustus_A0A158PWS5_BRUMA_7.fasta;84.83;323
augustus_T1IM01_STRMM_10.fasta;85.49;517
augustus_E2RTL3_CANLF_8.fasta;91.64;299
augustus_H9GBY2_ANOCA_51.fasta;45.82;1041
augustus_TRI32_MOUSE_13.fasta;86.72;655
augustus_F7IDY9_CALJA_2.fasta;83.7;632
augustus_M3YV44_MUSPF_10.fasta;58.86;299
augustus_S9W7J6_9TRYP_16.fasta;88.85;529
augustus_H9GC07_ANOCA_3.fasta;88.57;525
augustus_I3MKM9_ICTTR_3.fasta;19.8;606
augustus_Q17MR4_AEDAE_5.fasta;89.88;741
augustus_W5KEJ5_ASTMX_13.fasta;80.12;342
augustus_A0A0D9RBM3_CHLSB_14.fasta;52.2;774
augustus_C5KS16_PERM5_33.fasta;52.2;0
augustus_G1PSK0_MYOLU_6.fasta;84.23;558
augustus_G3T3M9_LOXAF_10.fasta;65.55;717
augustus_Q29J74_DROPS_10.fasta;94.74;703
augustus_T1IBT8_RHOPR_11.fasta;77.13;564
augustus_H3CI58_TETNG_4.fasta;69.71;898
augustus_H2ZZ55_LATCH_21.fasta;93.15;715
augustus_K2MXI1_TRYCR_16.fasta;99.73;373
augustus_T1HMQ0_RHOPR_6.fasta;73.52;593
augustus_J9JNX2_ACYPI_19.fasta;90.98;820
augustus_D2VRJ0_NAEGR_4.fasta;83.33;564
augustus_G1R2E6_NOMLE_44.fasta;44.6;574
augustus_W4Z211_STRPU_1.fasta;84.15;82
augustus_F0YAJ5_AURAN_9.fasta;44.12;238
augustus_A0A024GM19_9STRA_19.fasta;91.76;619
augustus_V3ZY76_LOTGI_5.fasta;81.74;575
augustus_TRI32_MOUSE_11.fasta;86.72;655
augustus_E2REN6_CANLF_11.fasta;86.48;540
augustus_I3IYL8_ORENI_2.fasta;92.28;712
augustus_A0A0L0C383_LUCCU_4.fasta;67.75;983
augustus_V4B7H3_LOTGI_1.fasta;74.12;908
augustus_F7IFY6_CALJA_105.fasta;39.59;1566
augustus_A0A067BQG6_SAPPC_11.fasta;4.86;453
augustus_F6X3T5_HORSE_15.fasta;41.62;877
augustus_E1BR95_CHICK_38.fasta;85.59;666
augustus_W2PT12_PHYPN_6.fasta;86.92;428
augustus_A0A0G4ELX0_VITBC_49.fasta;86.92;0
augustus_W6KXN0_9TRYP_15.fasta;81.03;580
augustus_M3WH89_FELCA_83.fasta;49.15;999
augustus_F7I023_CALJA_10.fasta;37.68;207
augustus_ARL6_CAEEL_10.fasta;92.63;190
augustus_E3LQY5_CAERE_14.fasta;90.45;628
augustus_A0A087X8G3_POEFO_4.fasta;90.45;0
augustus_G3WF86_SARHA_8.fasta;90.45;0
augustus_F1QBF1_DANRE_16.fasta;2.99;770
augustus_H9GBY2_ANOCA_110.fasta;29.58;1751
augustus_W5M3Q4_LEPOC_1.fasta;3.01;964
augustus_H2P491_PONAB_4.fasta;35.45;189
augustus_H9GG47_ANOCA_110.fasta;26.89;1458
augustus_A2DE41_TRIVA_4.fasta;93.44;503
augustus_H3H3M3_PHYRM_8.fasta;72.36;662
augustus_G3T581_LOXAF_16.fasta;54.4;307
augustus_LZTL1_HUMAN_16.fasta;14.67;409
augustus_Q4E2P4_TRYCC_2.fasta;99.73;373
augustus_H2N1F5_ORYLA_11.fasta;96.91;583
augustus_W5PYR9_SHEEP_17.fasta;78.17;646
augustus_I3MZR6_ICTTR_3.fasta;64.84;674
augustus_A8XUK4_CAEBR_4.fasta;94.38;498
augustus_G3T3M9_LOXAF_12.fasta;65.55;717
augustus_M3X7G4_FELCA_23.fasta;65.73;715
augustus_A0A0G4GWT1_VITBC_52.fasta;65.73;0
augustus_Q4D092_TRYCC_15.fasta;96.17;183
augustus_W5M3R4_LEPOC_12.fasta;34.71;507
augustus_K1R468_CRAGI_13.fasta;68.66;201
augustus_M3ZTR9_XIPMA_6.fasta;11.98;693
augustus_A1ZBK9_DROME_13.fasta;87.13;202
augustus_K7J1K7_NASVI_16.fasta;52.38;336
augustus_A0A067BYV7_SAPPC_18.fasta;71.48;554
augustus_F1Q1T8_CANLF_52.fasta;8.6;744
augustus_I3IWV9_ORENI_14.fasta;74.06;775
augustus_W2Q403_PHYPN_2.fasta;92.12;723
augustus_G1KIP3_ANOCA_141.fasta;92.12;0
augustus_T0Q4Q9_9STRA_9.fasta;61.37;422
augustus_W5L0U3_ASTMX_3.fasta;65.56;726
augustus_F7AHJ9_HORSE_2.fasta;95.78;593
augustus_I3MEE1_ICTTR_28.fasta;37.95;888
augustus_H2MPC6_ORYLA_6.fasta;90.56;519
augustus_E1B8R8_BOVIN_23.fasta;80.36;560
augustus_E3LZ78_CAERE_4.fasta;71.73;382
augustus_F7D8D3_MONDO_5.fasta;78.67;722
augustus_H2YLQ2_CIOSA_17.fasta;93.62;188
augustus_K1QNC8_CRAGI_22.fasta;91.92;767
augustus_F1SDY6_PIG_15.fasta;73.32;506
augustus_G1PY40_MYOLU_48.fasta;59.83;707
augustus_I3MME5_ICTTR_14.fasta;82.46;570
augustus_A0A061J5Y7_TRYRA_4.fasta;90.74;842
augustus_A0A067RJQ2_ZOONE_2.fasta;24.76;315
augustus_K0RSF4_THAOC_6.fasta;92.81;612
augustus_H3H3M3_PHYRM_9.fasta;72.36;662
augustus_A0A096NEP7_PAPAN_10.fasta;37.68;207
augustus_LZTL1_PONAB_2.fasta;91.0;300
augustus_J9FAV5_9SPIT_16.fasta;91.44;514
augustus_I3JUU0_ORENI_15.fasta;94.35;584
augustus_K7FRV5_PELSI_32.fasta;23.53;544
augustus_W2YZ86_PHYPR_4.fasta;87.44;199
augustus_W2R2K8_PHYPN_4.fasta;91.34;612
augustus_G1PY40_MYOLU_38.fasta;59.83;707
augustus_F2TWK2_SALR5_28.fasta;14.17;515
augustus_A0A0G4ELX0_VITBC_38.fasta;14.17;0
augustus_Q9I7P3_DROME_7.fasta;97.64;381
augustus_B4LHK4_DROVI_20.fasta;93.73;606
augustus_G5BWY4_HETGA_18.fasta;93.5;600
augustus_S9UFH8_9TRYP_10.fasta;91.47;621
augustus_X6MMR6_RETFI_9.fasta;8.62;731
augustus_C5K856_PERM5_138.fasta;8.62;0
augustus_W5JQZ5_ANODA_15.fasta;86.09;489
augustus_I3MKN1_ICTTR_17.fasta;62.38;505
augustus_A0A158NPL4_ATTCE_1.fasta;86.72;655
augustus_A9UQE8_MONBE_18.fasta;26.24;1486
augustus_A0A0Q9W9F9_DROVI_5.fasta;93.19;925
augustus_A0A158NBF3_ATTCE_1.fasta;95.69;696
augustus_A4HN90_LEIBR_17.fasta;95.3;596
augustus_A0A0G4ENF0_VITBC_106.fasta;95.3;0
augustus_D0P4B2_PHYIT_1.fasta;91.4;477
augustus_A0BPN5_PARTE_2.fasta;48.32;567
augustus_G1TDC1_RABIT_6.fasta;76.98;721
augustus_A0A0D9RQB1_CHLSB_20.fasta;46.42;713
augustus_I3M370_ICTTR_10.fasta;93.52;293
augustus_A0A0D9QYN2_CHLSB_4.fasta;83.87;93
augustus_G1LFS2_AILME_2.fasta;2.68;746
augustus_A7S5W5_NEMVE_15.fasta;80.48;584
augustus_H9GG47_ANOCA_38.fasta;19.55;808
augustus_H3CQC7_TETNG_7.fasta;82.86;566
augustus_W4XPH5_STRPU_7.fasta;89.17;637
augustus_A0A096N3B0_PAPAN_3.fasta;36.11;720
augustus_S9WLZ2_9TRYP_3.fasta;80.2;586
augustus_A0A078AXW3_STYLE_2.fasta;71.0;569
augustus_W5MNX0_LEPOC_11.fasta;75.21;234
augustus_F2UKV5_SALR5_51.fasta;6.0;783
augustus_B3MGG0_DROAN_13.fasta;38.81;201
augustus_W6KIA6_9TRYP_7.fasta;97.59;582
augustus_G1K9Z0_ANOCA_9.fasta;48.07;570
augustus_W4XAU7_STRPU_7.fasta;97.46;985
augustus_W5LJ82_ASTMX_4.fasta;66.48;543
augustus_B4KFI6_DROMO_11.fasta;65.38;569
augustus_F6WBK6_CIOIN_50.fasta;11.19;885
augustus_Q9VF13_DROME_2.fasta;63.18;1176
augustus_A0A132AMT7_SARSC_16.fasta;87.44;398
augustus_B4MK78_DROWI_4.fasta;75.66;489
augustus_Q7Q1T6_ANOGA_2.fasta;87.31;741
augustus_H2ZXI1_LATCH_16.fasta;87.52;537
augustus_H2RCJ0_PANTR_12.fasta;52.41;519
augustus_BBS1_CAEEL_17.fasta;98.61;576
augustus_B0WHK9_CULQU_5.fasta;46.19;381
augustus_U3JJ17_FICAL_16.fasta;92.26;297
augustus_G1RZS0_NOMLE_15.fasta;2.79;895
augustus_A0A0G4EZB0_VITBC_19.fasta;2.79;0
augustus_H3CYE9_TETNG_6.fasta;95.62;593
augustus_K1RF96_CRAGI_152.fasta;45.57;1444
augustus_A0A024G1W2_9STRA_17.fasta;90.62;714
augustus_BBS4_BOVIN_12.fasta;64.72;530
augustus_K3XBX6_PYTUL_4.fasta;45.09;173
augustus_S9UYL4_9TRYP_17.fasta;98.27;578
