File;%_similarity;Len_prot
A0A096P1E7_PAPAN_2.fasta;5.62;3132
A0A067R1E4_ZOONE_1.fasta;21.11;2217
W5JDQ4_ANODA_1.fasta;32.99;1761
D2UZG5_NAEGR_1.fasta;75.19;262
A0A024G8A2_9STRA_1.fasta;79.24;607
A4HX34_LEIIN_1.fasta;65.0;280
G1S9G6_NOMLE_1.fasta;14.79;967
Q7QJD7_ANOGA_1.fasta;62.61;813
A0A139APA4_GONPR_4.fasta;2.25;666
K7IUM7_NASVI_1.fasta;18.55;1984
CH037_MOUSE_1.fasta;1.99;8002
G1LVU0_AILME_1.fasta;3.37;7323
H2ZYI3_LATCH_1.fasta;87.31;741
B4QJX6_DROSI_2.fasta;7.06;609
H0WTY6_OTOGA_1.fasta;1.43;31846
G4VQ40_SCHMA_2.fasta;11.98;2062
W2Z794_PHYPR_1.fasta;14.24;316
W6KEL0_9TRYP_1.fasta;66.55;275
A4HI10_LEIBR_1.fasta;86.99;753
E9HBN7_DAPPU_1.fasta;37.23;599
TRI32_HUMAN_1.fasta;5.94;4409
H3DXJ0_PRIPA_2.fasta;23.21;836
I3MIT5_ICTTR_1.fasta;1.86;18419
G4ZW31_PHYSP_1.fasta;78.73;442
BBS4_CAEEL_1.fasta;20.42;906
H3B555_LATCH_1.fasta;2.99;18971
H2QDI7_PANTR_1.fasta;8.56;4332
W5JIE3_ANODA_1.fasta;41.37;892
J9JV08_ACYPI_2.fasta;21.61;1916
F1N626_BOVIN_1.fasta;1.36;29249
G3VZE5_SARHA_1.fasta;0.84;75656
H2Y5K1_CIOSA_1.fasta;10.4;3817
U3KCY4_FICAL_1.fasta;3.02;9977
I3MEL8_ICTTR_1.fasta;10.69;3649
B0WVV4_CULQU_1.fasta;3.97;1007
BBS2_CAEEL_1.fasta;37.15;1093
M3Y3G7_MUSPF_1.fasta;0.58;91876
G4VC35_SCHMA_1.fasta;10.93;375
L1J7Q0_GUITH_2.fasta;11.15;861
E1C569_CHICK_1.fasta;7.15;3399
Q4QGM5_LEIMA_1.fasta;81.36;531
W4XP81_STRPU_1.fasta;10.45;928
H2V9K1_TAKRU_1.fasta;23.61;953
G3QXK4_GORGO_1.fasta;0.61;80188
A0A0L0CAS7_LUCCU_1.fasta;22.45;2370
I3J4U2_ORENI_1.fasta;3.0;2496
E2R962_CANLF_1.fasta;9.57;2528
T1J4V7_STRMM_1.fasta;29.33;341
F7CDR8_HORSE_1.fasta;0.77;5044
A0A158NBF3_ATTCE_1.fasta;26.5;1517
F6W3E7_CALJA_1.fasta;0.27;160412
H3CPV7_TETNG_1.fasta;15.95;1850
H0V4D2_CAVPO_1.fasta;2.86;7585
J9K409_ACYPI_2.fasta;4.72;1842
ARL6_DANRE_3.fasta;4.2;2854
V5DUI8_TRYCR_1.fasta;85.42;686
W5NE82_LEPOC_1.fasta;3.72;13640
V5BJR9_TRYCR_1.fasta;69.98;533
H3A6Z7_LATCH_1.fasta;3.47;10110
S9U239_9TRYP_1.fasta;85.99;685
A7S6S2_NEMVE_1.fasta;17.5;1086
T1G3W6_HELRO_1.fasta;22.09;1734
A0A0G4FM83_VITBC_1.fasta;15.38;676
F1Q9F8_DANRE_1.fasta;5.61;2067
T1FAN3_HELRO_1.fasta;4.71;276
A0A0G4GGA2_VITBC_1.fasta;8.81;1078
BBS1_CAEEL_1.fasta;11.49;1828
G7PC93_MACFA_1.fasta;2.18;6981
V9EKV4_PHYPR_1.fasta;21.49;577
M3XJ38_LATCH_2.fasta;3.39;8520
D2VGV9_NAEGR_2.fasta;19.72;725
D0N5X0_PHYIT_1.fasta;79.27;439
A0A0L0HGZ5_SPIPN_1.fasta;32.17;833
A0A0M9GAT6_9TRYP_1.fasta;7.72;958
W5P769_SHEEP_2.fasta;13.08;604
B7YZM8_DROME_1.fasta;17.85;1395
M4AKC5_XIPMA_5.fasta;9.82;1090
Q4CYP7_TRYCC_1.fasta;89.18;610
L1JKF8_GUITH_1.fasta;21.66;337
B4J623_DROGR_1.fasta;38.32;321
H3H3M3_PHYRM_1.fasta;15.01;786
M3ZSV8_XIPMA_2.fasta;8.89;1237
W5KEJ5_ASTMX_1.fasta;13.17;2058
A0A024G1W2_9STRA_1.fasta;49.06;742
A4H5M0_LEIBR_1.fasta;87.11;745
F1NQI6_CHICK_1.fasta;1.85;31447
A4I7U1_LEIIN_1.fasta;90.5;1021
H2Q1F4_PANTR_1.fasta;0.73;80248
R4G9X7_ANOCA_2.fasta;4.24;3376
Q4R679_MACFA_1.fasta;1.16;37266
V5DCK5_TRYCR_1.fasta;86.65;562
M3XWM7_MUSPF_1.fasta;3.92;8825
K1QJC8_CRAGI_1.fasta;16.73;251
H0WG94_OTOGA_1.fasta;87.01;793
T1ELR8_HELRO_2.fasta;9.36;513
IFT27_BOVIN_1.fasta;1.95;7642
F1MB52_BOVIN_1.fasta;4.34;11978
U3K0J7_FICAL_1.fasta;15.38;969
M3WKW0_FELCA_1.fasta;15.81;879
G1NWH7_MYOLU_1.fasta;2.59;4859
Q7PUL7_ANOGA_1.fasta;14.96;488
L1JP33_GUITH_1.fasta;34.75;777
A0A090LTH6_STRRB_1.fasta;19.82;1095
A0A096M5A9_POEFO_1.fasta;20.42;2199
L1JV64_GUITH_1.fasta;53.1;629
M3YWA6_MUSPF_1.fasta;0.77;73059
B3M393_DROAN_1.fasta;10.24;1231
A9UQE8_MONBE_1.fasta;12.83;1653
BBS1_HUMAN_1.fasta;5.21;7239
W5N2B1_LEPOC_1.fasta;3.21;6359
G1K9Z0_ANOCA_1.fasta;5.64;5108
W5M4M4_LEPOC_1.fasta;6.48;1961
H3FPW8_PRIPA_2.fasta;8.4;810
D0MT71_PHYIT_1.fasta;17.17;658
F6YUF2_XENTR_5.fasta;4.55;4422
M4AKC5_XIPMA_2.fasta;11.76;969
D2CG54_TRICA_1.fasta;10.02;1737
F6XU90_ORNAN_1.fasta;4.54;11210
B4IGG4_DROSE_1.fasta;14.21;887
I3MKM9_ICTTR_2.fasta;4.39;729
F0Y179_AURAN_1.fasta;14.16;1172
W6L219_9TRYP_1.fasta;89.7;903
J9K271_ACYPI_1.fasta;14.31;1691
G3STK5_LOXAF_1.fasta;7.23;2599
F1S1T9_PIG_1.fasta;4.35;7892
G1SYD7_RABIT_1.fasta;8.21;3788
M4AFV4_XIPMA_1.fasta;6.72;4953
A2FHN7_TRIVA_1.fasta;90.95;740
G4V987_SCHMA_1.fasta;14.98;327
H2QX35_PANTR_1.fasta;1.19;33332
H2QXS4_PANTR_1.fasta;87.53;746
H9JGR5_BOMMO_1.fasta;10.88;2344
T1JH94_STRMM_1.fasta;28.33;639
G3T996_LOXAF_2.fasta;4.2;6005
K1QYL7_CRAGI_1.fasta;10.89;2066
F6RDQ7_CIOIN_2.fasta;8.84;611
F6QP01_XENTR_1.fasta;7.0;3756
K7FYE3_PELSI_1.fasta;3.37;14559
E1BXI4_CHICK_1.fasta;7.49;4715
K3WRX6_PYTUL_1.fasta;26.9;617
H9GCQ3_ANOCA_1.fasta;5.77;8030
G3PWE1_GASAC_1.fasta;84.74;780
G1T913_RABIT_1.fasta;12.92;913
A9UTD3_MONBE_2.fasta;14.99;1628
V5D873_TRYCR_1.fasta;88.33;857
T1KWA3_TETUR_1.fasta;12.91;1154
G0NZF3_CAEBE_3.fasta;16.77;829
G3P8N2_GASAC_2.fasta;4.29;7628
E3NJN3_CAERE_1.fasta;8.82;1938
A0A061J9H1_TRYRA_1.fasta;85.61;535
E2RER8_CANLF_2.fasta;8.39;1609
G0MCB1_CAEBE_1.fasta;9.72;2727
G4VQ40_SCHMA_1.fasta;4.8;2458
G3T822_LOXAF_1.fasta;1.11;13297
Q4R679_MACFA_2.fasta;7.55;1775
G4VMY2_SCHMA_4.fasta;3.21;499
M3ZSV8_XIPMA_1.fasta;8.25;4097
A0A0K0J7N8_BRUMA_2.fasta;17.41;2005
BBS7_CAEEL_1.fasta;10.61;3694
H3D829_TETNG_1.fasta;14.3;958
M3XFE7_FELCA_1.fasta;1.67;17687
A0A0K0JVX7_BRUMA_1.fasta;15.54;2040
T1FPQ8_HELRO_1.fasta;22.04;1284
F0Y6H0_AURAN_1.fasta;85.9;702
B4Q641_DROSI_2.fasta;4.83;559
BBS4_HUMAN_1.fasta;1.99;16559
A0A0N0P3E7_LEPSE_1.fasta;86.38;690
F7CJR6_HORSE_1.fasta;2.9;8560
F7H903_MACMU_1.fasta;13.52;969
H2V5Z2_TAKRU_2.fasta;13.61;808
B3RPI2_TRIAD_1.fasta;10.56;1117
B0W2W7_CULQU_1.fasta;6.44;2638
F6YN29_MONDO_2.fasta;8.72;3178
G1LJ46_AILME_1.fasta;0.58;127269
H3BHT8_LATCH_1.fasta;3.66;9284
K1PFG3_CRAGI_1.fasta;11.38;1503
A0A132AMT7_SARSC_1.fasta;16.22;444
B4NBA2_DROWI_2.fasta;38.83;1043
ARL6_CAEEL_1.fasta;23.64;571
A0A0D9QYK6_CHLSB_1.fasta;4.11;11035
IFT74_HUMAN_3.fasta;3.82;655
F0Y7H8_AURAN_1.fasta;11.31;884
H0VTI3_CAVPO_1.fasta;0.79;59642
F6YUF2_XENTR_1.fasta;5.85;1930
A0A024T8H2_9STRA_2.fasta;6.86;656
BBS2_CAEEL_2.fasta;6.01;732
G3QYJ9_GORGO_1.fasta;0.43;168343
ARL6_CAEBR_1.fasta;35.99;364
H2SZY5_TAKRU_1.fasta;8.21;536
H3CVL6_TETNG_1.fasta;13.79;602
F1PG86_CANLF_1.fasta;2.11;14280
W6LBN2_9TRYP_1.fasta;91.04;982
A0A0W8C0V4_PHYNI_2.fasta;41.82;1131
Q5XIR2_RAT_2.fasta;6.47;3446
G4ZRE7_PHYSP_1.fasta;54.9;306
A9VC34_MONBE_2.fasta;24.36;932
H2PT77_PONAB_1.fasta;87.3;748
H2QUE8_PANTR_1.fasta;0.49;144502
D2VIC7_NAEGR_1.fasta;14.25;414
V6U1A3_GIAIN_1.fasta;14.23;541
K7IUM7_NASVI_2.fasta;4.46;1233
A0A087YNL7_POEFO_1.fasta;47.13;1133
B6KHN1_TOXGV_1.fasta;34.25;1308
F4PDV5_BATDJ_1.fasta;17.17;460
W5MZI7_LEPOC_1.fasta;4.18;2560
H9JBL6_BOMMO_1.fasta;15.47;2120
H3AAI8_LATCH_2.fasta;5.72;4671
TRI32_MOUSE_1.fasta;7.16;3645
T1HSF8_RHOPR_1.fasta;7.12;1405
G1TDC1_RABIT_1.fasta;5.71;9047
A9URF3_MONBE_1.fasta;16.41;396
F6UTK2_ORNAN_4.fasta;11.67;780
F0YIA4_AURAN_1.fasta;77.71;637
A0A096NEP7_PAPAN_1.fasta;1.99;6836
F1S1T9_PIG_2.fasta;8.71;3146
B4MRQ8_DROWI_1.fasta;28.96;328
U3JJ66_FICAL_1.fasta;1.26;47217
S9VGG5_9TRYP_1.fasta;90.09;686
W5K9G7_ASTMX_1.fasta;36.43;1581
G3VFR9_SARHA_1.fasta;10.23;1496
V9F0Z3_PHYPR_1.fasta;53.41;352
F7H279_MACMU_1.fasta;8.99;4403
H2QJY8_PANTR_2.fasta;5.61;4863
A0A067BUM2_SAPPC_1.fasta;47.97;394
I3LT30_PIG_2.fasta;3.67;682
G1PDK6_MYOLU_1.fasta;19.23;2512
G1T9Q2_RABIT_1.fasta;1.68;18077
B4I7P4_DROSE_1.fasta;34.24;1288
D2CG54_TRICA_3.fasta;13.56;1792
F6X3T5_HORSE_1.fasta;0.5;130404
A7RIW9_NEMVE_1.fasta;5.63;5152
F6YUF2_XENTR_4.fasta;4.17;4943
B5DUR3_DROPS_1.fasta;41.53;378
B0W644_CULQU_1.fasta;41.57;902
D6W797_TRICA_1.fasta;41.71;537
W5JPA7_ANODA_1.fasta;31.27;809
W2Q7F5_PHYPN_1.fasta;15.63;710
H2MRS1_ORYLA_1.fasta;13.43;1340
G1TZP3_RABIT_1.fasta;0.53;138484
A0A044S4J3_ONCVO_2.fasta;14.08;703
W5L586_ASTMX_1.fasta;14.53;1892
Q4CTU0_TRYCC_1.fasta;90.16;925
U3K4J7_FICAL_1.fasta;5.31;6219
T1IN54_STRMM_2.fasta;27.46;732
H2P491_PONAB_1.fasta;2.08;6162
A0A0L0DRW6_THETB_1.fasta;10.76;567
K2N5E1_TRYCR_1.fasta;14.06;1031
H2T229_TAKRU_1.fasta;21.94;1591
F7AEK0_CALJA_1.fasta;2.15;6095
F6UU75_XENTR_2.fasta;8.14;1991
B3MUH4_DROAN_1.fasta;20.39;883
FRITZ_MOUSE_1.fasta;0.77;76472
H3ACN3_LATCH_1.fasta;2.27;6311
E9HT82_DAPPU_1.fasta;48.11;927
I3MYC6_ICTTR_1.fasta;66.05;1034
F6VTH6_ORNAN_1.fasta;5.61;1498
A7SH53_NEMVE_1.fasta;10.1;1119
A0A096MWX4_PAPAN_1.fasta;75.62;886
H2YLQ2_CIOSA_1.fasta;8.89;1238
A0A0L0C383_LUCCU_1.fasta;24.04;1435
Q5PR92_DANRE_2.fasta;3.34;1319
B4LX92_DROVI_1.fasta;24.52;2684
T0RY96_9STRA_2.fasta;4.01;724
H9J068_BOMMO_1.fasta;9.11;2163
K2MXI1_TRYCR_1.fasta;71.46;522
F7CW87_ORNAN_1.fasta;3.17;10636
IFT74_MOUSE_2.fasta;9.53;1259
V4AJL1_LOTGI_1.fasta;12.63;3524
A0A096MVJ7_PAPAN_2.fasta;4.16;722
E7EXH4_DANRE_1.fasta;2.91;10787
K7G672_PELSI_1.fasta;4.34;6815
H0VMP6_CAVPO_2.fasta;5.26;2642
G7NZ67_MACFA_1.fasta;1.08;11080
F6YCR4_HORSE_1.fasta;87.3;748
SDCG8_HUMAN_1.fasta;0.71;77156
F7B2E3_MACMU_1.fasta;4.84;4900
K1RF96_CRAGI_4.fasta;11.99;976
PTHB1_CAEEL_2.fasta;19.81;1504
A8XGG2_CAEBR_2.fasta;6.98;831
V4ARC4_LOTGI_1.fasta;33.72;2064
G1ME56_AILME_1.fasta;6.02;8638
S9UYL4_9TRYP_1.fasta;15.79;684
LZTL1_BOVIN_1.fasta;3.14;5731
A0A087X6C9_POEFO_1.fasta;8.86;3218
H2N391_PONAB_1.fasta;0.68;74489
K3WFZ0_PYTUL_1.fasta;11.94;720
H2ZI39_CIOSA_1.fasta;4.43;2710
B4KFI6_DROMO_1.fasta;9.86;1217
A8WJB5_CAEBR_1.fasta;69.57;414
G5C8Q6_HETGA_1.fasta;3.83;5276
B4JDP6_DROGR_1.fasta;12.58;890
F7HEV6_CALJA_1.fasta;14.55;2666
F7IDY9_CALJA_1.fasta;5.82;5846
BBS5_CAEEL_1.fasta;11.2;973
F7C4T0_CALJA_1.fasta;0.5;140721
W2Z6I3_PHYPR_1.fasta;46.26;361
B3RXC9_TRIAD_1.fasta;10.03;2941
E0VBP2_PEDHC_1.fasta;42.66;879
W2QWY8_PHYPN_1.fasta;8.24;655
U3JYK5_FICAL_1.fasta;7.46;5426
BBS4_MOUSE_1.fasta;3.17;10011
B4M869_DROVI_1.fasta;88.68;742
K3WT36_PYTUL_1.fasta;39.33;834
J9JV08_ACYPI_1.fasta;8.44;1457
B3M8B7_DROAN_1.fasta;22.12;868
A0A0G2JUD0_RAT_2.fasta;3.2;10701
G3SRN0_LOXAF_1.fasta;2.12;14587
A0A131ZVY5_SARSC_1.fasta;18.07;1096
A0A0W8CGX9_PHYNI_1.fasta;12.8;336
G3VLR7_SARHA_1.fasta;1.3;12039
H2QMZ4_PANTR_1.fasta;1.04;10664
M3YV76_MUSPF_1.fasta;8.99;3625
G1KIJ0_ANOCA_1.fasta;2.99;5816
B4JNK1_DROGR_1.fasta;83.57;761
LZTL1_PONAB_1.fasta;3.6;5393
E9G8C5_DAPPU_1.fasta;40.44;732
A0A096N1F4_PAPAN_1.fasta;0.45;149042
E2RG29_CANLF_1.fasta;3.96;6887
F7GJV3_MONDO_1.fasta;1.93;27018
A8HYK1_CHLRE_1.fasta;15.96;1084
D0NIZ2_PHYIT_1.fasta;20.23;1127
T1FZD8_HELRO_2.fasta;5.5;327
S9UX65_9TRYP_1.fasta;89.23;873
A8JDM5_CHLRE_1.fasta;14.21;2245
B4HLG5_DROSE_1.fasta;19.49;816
A0A0W8CFM7_PHYNI_1.fasta;80.18;434
F1PMK6_CANLF_1.fasta;2.76;3918
B4GIM8_DROPE_1.fasta;51.01;296
F7HDG7_MACMU_1.fasta;0.44;155543
A8HY05_CHLRE_1.fasta;4.09;2544
W5KIU0_ASTMX_1.fasta;6.59;2685
F6W3B7_ORNAN_1.fasta;4.12;3690
K7J2U6_NASVI_1.fasta;14.03;1711
W5QCF0_SHEEP_1.fasta;1.77;7362
K1R468_CRAGI_1.fasta;3.62;2239
F6Q1R3_CALJA_1.fasta;2.5;13534
H2QX35_PANTR_3.fasta;11.07;1464
S9UZY7_9TRYP_1.fasta;11.2;857
A7SJU1_NEMVE_1.fasta;8.54;4089
E1BNU6_BOVIN_1.fasta;3.95;7547
A0A024G196_9STRA_1.fasta;70.36;523
G1LGY7_AILME_1.fasta;2.04;14344
Q4D247_TRYCC_1.fasta;88.68;857
A0A087XEK6_POEFO_1.fasta;4.45;2493
H2R2S2_PANTR_1.fasta;0.52;119185
A4H8R6_LEIBR_1.fasta;65.23;279
H2ZWW4_LATCH_1.fasta;5.84;2689
H2TTM2_TAKRU_1.fasta;3.0;12350
A0A139A4E2_GONPR_1.fasta;31.63;1040
E2RER8_CANLF_1.fasta;7.72;4195
B3MZ02_DROAN_1.fasta;12.84;1005
I3LB57_PIG_1.fasta;14.0;886
H3DGV8_TETNG_1.fasta;16.85;831
G1TZP3_RABIT_2.fasta;5.06;889
B7QG96_IXOSC_1.fasta;2.52;11126
A0A0D9R018_CHLSB_1.fasta;6.32;4304
G3QXT9_GORGO_1.fasta;1.92;6979
A0A140TAU3_DANRE_2.fasta;6.38;1725
Q0VCP5_BOVIN_1.fasta;6.94;3763
Q17IM4_AEDAE_1.fasta;40.56;249
A4HP97_LEIBR_1.fasta;83.39;590
G3QI68_GORGO_2.fasta;4.33;1386
F7DMU6_MONDO_2.fasta;2.25;17399
F7C208_CALJA_1.fasta;14.41;819
G3VHQ8_SARHA_2.fasta;1.25;21537
A0A096MTK8_PAPAN_1.fasta;1.17;11113
B1H296_RAT_1.fasta;79.75;894
M3YBL1_MUSPF_1.fasta;2.36;5896
G3PXZ6_GASAC_2.fasta;13.08;2982
B3RRG2_TRIAD_1.fasta;20.01;2399
F6RFR4_HORSE_1.fasta;8.49;3617
F6UBH2_MONDO_1.fasta;1.2;33745
F6UU75_XENTR_6.fasta;12.39;944
F1QBF1_DANRE_2.fasta;3.93;764
F1PG88_CANLF_1.fasta;2.16;5334
A2DWY6_TRIVA_1.fasta;71.96;296
A9UYR2_MONBE_1.fasta;25.35;797
TTC8_MOUSE_1.fasta;2.04;20113
L1J7Q0_GUITH_1.fasta;67.67;897
K7FSV7_PELSI_1.fasta;7.52;1676
B4MV93_DROWI_1.fasta;28.89;713
E0VDR8_PEDHC_1.fasta;18.03;1104
G3N2W1_BOVIN_1.fasta;1.52;5266
F6TJ94_HORSE_1.fasta;0.77;70324
H9GG47_ANOCA_1.fasta;4.35;8559
A0A0D9QYN2_CHLSB_1.fasta;3.33;541
F7DYZ6_XENTR_1.fasta;5.48;5789
E9HLA0_DAPPU_1.fasta;21.23;537
H3G5F9_PHYRM_1.fasta;57.05;298
T0R219_9STRA_1.fasta;10.5;895
A0A087XEB7_POEFO_1.fasta;17.57;2909
F1SDY6_PIG_2.fasta;4.34;5341
A0A044RGE9_ONCVO_2.fasta;15.38;1990
W4GJ33_9STRA_1.fasta;20.65;1530
A0A044RIU7_ONCVO_1.fasta;15.87;2098
G1R9L0_NOMLE_1.fasta;8.38;3999
G3SHD1_GORGO_2.fasta;7.96;2713
W4YMR2_STRPU_1.fasta;10.38;3871
MKKS_HUMAN_1.fasta;5.72;4371
M4A7P2_XIPMA_1.fasta;5.8;5013
G3NM06_GASAC_1.fasta;5.28;1686
H2ZZ55_LATCH_3.fasta;6.43;747
I3JZ61_ORENI_2.fasta;5.79;3091
B3S5T1_TRIAD_1.fasta;17.66;2208
A0A0L9UFN1_PHAAN_1.fasta;11.52;851
F6SCB7_MACMU_1.fasta;1.77;19125
H9J289_BOMMO_1.fasta;19.0;2037
CH037_HUMAN_1.fasta;2.02;7070
A0A096NVI3_PAPAN_1.fasta;10.39;5113
F6R3H8_XENTR_1.fasta;8.66;704
V3ZR86_LOTGI_1.fasta;16.86;866
B4HN35_DROSE_1.fasta;19.37;604
H3F5B6_PRIPA_1.fasta;22.32;1537
E9GGK3_DAPPU_1.fasta;31.47;947
W5JJX1_ANODA_2.fasta;7.18;418
M4AZY0_XIPMA_1.fasta;7.74;1034
F1QCQ8_DANRE_1.fasta;5.15;2484
D2UZA0_NAEGR_1.fasta;10.69;393
W5PIK1_SHEEP_1.fasta;3.66;5404
V9F4S6_PHYPR_1.fasta;93.95;678
T1JGE4_STRMM_1.fasta;25.28;1404
W4Y6U2_STRPU_1.fasta;13.74;4257
E9ADS3_LEIMA_1.fasta;90.0;950
F6S5R5_HORSE_1.fasta;2.05;20574
J9K409_ACYPI_1.fasta;6.98;2308
I3L6U7_PIG_3.fasta;1.39;16819
M4AFV4_XIPMA_2.fasta;1.39;50440
A4IDK2_LEIIN_1.fasta;83.61;592
A0A0L0BP76_LUCCU_1.fasta;6.36;6882
Q4E3Y7_TRYCC_1.fasta;92.97;711
T1JL36_STRMM_1.fasta;32.22;450
E0V980_PEDHC_1.fasta;66.75;845
Q29J74_DROPS_1.fasta;82.42;853
F6UU75_XENTR_7.fasta;7.82;1548
W4FHA7_9STRA_1.fasta;25.3;1435
M3WA02_FELCA_1.fasta;4.87;10114
LZTL1_RAT_1.fasta;4.79;4820
F7IFY6_CALJA_2.fasta;6.39;4432
G5A9W7_PHYSP_1.fasta;41.56;397
A0A087Y1G8_POEFO_2.fasta;10.1;1178
FRITZ_DROME_1.fasta;32.58;1541
G4VB11_SCHMA_2.fasta;15.8;1234
B4J7X0_DROGR_1.fasta;10.93;1564
S9WN89_9TRYP_1.fasta;90.97;709
K1QAN9_CRAGI_1.fasta;16.06;2466
G5AEZ3_PHYSP_1.fasta;19.37;945
Q4E4V4_TRYCC_1.fasta;85.55;685
A0A087Y3I8_POEFO_1.fasta;2.4;15605
A0A0N0P2P9_LEPSE_1.fasta;81.01;516
V9DZZ4_PHYPR_1.fasta;8.81;670
G1RZS0_NOMLE_1.fasta;0.45;151573
C4V6M3_NOSCE_1.fasta;14.45;263
G4YJY9_PHYSP_1.fasta;83.97;892
S9U7B2_9TRYP_1.fasta;81.38;537
E2RKK7_CANLF_1.fasta;87.3;748
A0A0G4EZB0_VITBC_1.fasta;26.63;1412
G1RV53_NOMLE_1.fasta;2.21;16612
H2L842_ORYLA_1.fasta;7.67;4617
G1P9Y3_MYOLU_1.fasta;1.48;26060
MKKS_PONAB_1.fasta;5.66;4314
