Filename;Sensibility;Specificity;F1_score;TP;FP;TN;FN
A4IDK2_LEIIN.gar;0.0;0.0;0.0;0;1488;0;1488
F6WZU0_MACMU.gar;0.0;0.0;0.0;0;51416;0;3720
F6QP01_XENTR.gar;0.0;0.0;0.0;0;101892;0;2139
B4MRQ8_DROWI.gar;0.0;0.0;0.0;0;182;0;600
B4QJX6_DROSI.gar;0.0;0.0;0.0;0;293;0;2175
G3QKV3_GORGO.gar;0.0;0.0;0.0;0;11320;0;2405
CH037_BOVIN.gar;0.0;0.0;0.0;0;22145;0;845
G1TDC1_RABIT.gar;0.0;0.0;0.0;0;25942;0;2378
T0R6X7_9STRA.gar;0.0;0.0;0.0;0;1170;0;1170
A0A0G4EPB7_VITBC.gar;0.0;0.0;0.0;0;386;0;1049
A0A0D9R0X9_CHLSB.gar;0.0;0.0;0.0;0;35279;0;4961
Q4D092_TRYCC.gar;0.0;0.0;0.0;0;552;0;552
G1QEW9_MYOLU.gar;0.0;0.0;0.0;0;385;0;2178
W6KEL0_9TRYP.gar;0.0;0.0;0.0;0;858;0;858
G3Q0Q9_GASAC.gar;0.0;0.0;0.0;0;1450;0;637
B4MK78_DROWI.gar;0.0;0.0;0.0;0;2401;0;1464
F7B2E3_MACMU.gar;0.0;0.0;0.0;0;9800;0;891
G1LXJ6_AILME.gar;0.0;0.0;0.0;0;13620;0;1791
L1JV64_GUITH.gar;0.0;0.0;0.0;0;450;0;2238
K3X3B3_PYTUL.gar;0.0;0.0;0.0;0;1026;0;1026
H3DN21_TETNG.gar;0.0;0.0;0.0;0;2022;0;2022
A0A0R4IUZ0_DANRE.gar;0.0;0.0;0.0;0;117657;0;1822
H0WVV6_OTOGA.gar;0.0;0.0;0.0;0;24261;0;621
D2UXT8_NAEGR.gar;0.0;0.0;0.0;0;1368;0;1368
G4ZW31_PHYSP.gar;0.0;0.0;0.0;0;1047;0;1047
F6XYK3_HORSE.gar;0.0;0.0;0.0;0;2145;0;2145
A0A139WED1_TRICA.gar;0.0;0.0;0.0;0;915;0;2711
K7J1K7_NASVI.gar;0.0;0.0;0.0;0;898;0;1011
M3W9S7_FELCA.gar;0.0;0.0;0.0;0;11918;0;5613
V9F4S6_PHYPR.gar;0.0;0.0;0.0;0;1978;0;1978
B3M8B7_DROAN.gar;0.0;0.0;0.0;0;394;0;1830
F6U8K2_HORSE.gar;0.0;0.0;0.0;0;47542;0;1518
A4HH78_LEIBR.gar;0.0;0.0;0.0;0;2577;0;2577
T1EEF4_HELRO.gar;0.0;0.0;0.0;0;4164;0;1230
W5P7J1_SHEEP.gar;0.0;0.0;0.0;0;14069;0;1782
M3ZHU5_XIPMA.gar;0.0;0.0;0.0;0;7058;0;900
H2N391_PONAB.gar;0.0;0.0;0.0;0;243911;0;2784
B4J6Z6_DROGR.gar;0.0;0.0;0.0;0;792;0;2946
A0A024TR04_9STRA.gar;0.0;0.0;0.0;0;637;0;1993
A0A078AXX6_STYLE.gar;0.0;0.0;0.0;0;117;0;843
U3KGN2_FICAL.gar;0.0;0.0;0.0;0;105152;0;4031
G3RBR0_GORGO.gar;0.0;0.0;0.0;0;19910;0;3350
F6XCD9_CANLF.gar;0.0;0.0;0.0;0;411393;0;3201
Q7PUL7_ANOGA.gar;0.0;0.0;0.0;0;53;0;1059
F2TWK2_SALR5.gar;0.0;0.0;0.0;0;2781;0;1737
A7SR08_NEMVE.gar;0.0;0.0;0.0;0;7648;0;555
A0A0M9GAT6_9TRYP.gar;0.0;0.0;0.0;0;2069;0;2069
V4AJL1_LOTGI.gar;0.0;0.0;0.0;0;8794;0;2240
E3LTH5_CAERE.gar;0.0;0.0;0.0;0;556;0;1521
F6QE09_CIOIN.gar;0.0;0.0;0.0;0;978;0;767
I3JGE5_ORENI.gar;0.0;0.0;0.0;0;5547;0;906
H3CI58_TETNG.gar;0.0;0.0;0.0;0;35067;0;2502
H9GKS6_ANOCA.gar;0.0;0.0;0.0;0;8889;0;2714
A7RY88_NEMVE.gar;0.0;0.0;0.0;0;4760;0;1398
B4LHK4_DROVI.gar;0.0;0.0;0.0;0;183;0;1848
F7C208_CALJA.gar;0.0;0.0;0.0;0;496;0;2127
M3WGL7_FELCA.gar;0.0;0.0;0.0;0;10014;0;2476
MKKS_PONAB.gar;0.0;0.0;0.0;0;25937;0;2757
F4PEA0_BATDJ.gar;0.0;0.0;0.0;0;1161;0;1740
G1QUW7_NOMLE.gar;0.0;0.0;0.0;0;272600;0;2616
Q4D247_TRYCC.gar;0.0;0.0;0.0;0;2283;0;2283
A0A0K0JLB3_BRUMA.gar;0.0;0.0;0.0;0;1920;0;1503
Q5PR92_DANRE.gar;0.0;0.0;0.0;0;1661;0;844
M3ZXJ0_XIPMA.gar;0.0;0.0;0.0;0;1585;0;195
A2FQ75_TRIVA.gar;0.0;0.0;0.0;0;1698;0;1698
H9GCQ3_ANOCA.gar;0.0;0.0;0.0;0;22792;0;2169
F6SUK4_MACMU.gar;0.0;0.0;0.0;0;13332;0;6966
R1DSD8_EMIHU.gar;0.0;0.0;0.0;0;116;0;1548
BBS4_MOUSE.gar;0.0;0.0;0.0;0;29001;0;2518
G3T4E0_LOXAF.gar;0.0;0.0;0.0;0;18955;0;1023
G3TR76_LOXAF.gar;0.0;0.0;0.0;0;2142;0;2142
G1MMT5_AILME.gar;0.0;0.0;0.0;0;1968;0;1968
A0A096LYQ5_POEFO.gar;0.0;0.0;0.0;0;5275;0;3150
A0A0G2JUD0_RAT.gar;0.0;0.0;0.0;0;221519;0;2437
A0A090L5W0_STRRB.gar;0.0;0.0;0.0;0;45;0;2346
F6VW47_MACMU.gar;0.0;0.0;0.0;0;84151;0;1110
J9JV08_ACYPI.gar;0.0;0.0;0.0;0;6594;0;3640
H0V4D2_CAVPO.gar;0.0;0.0;0.0;0;22322;0;1026
J9JNX2_ACYPI.gar;0.0;0.0;0.0;0;22530;0;3106
I3M6W3_ICTTR.gar;0.0;0.0;0.0;0;21914;0;2163
A0A024TXS0_9STRA.gar;0.0;0.0;0.0;0;239;0;718
BBS5_CAEEL.gar;0.0;0.0;0.0;0;1701;0;1086
B4KRF7_DROMO.gar;0.0;0.0;0.0;0;859;0;3105
BBS5_MOUSE.gar;0.0;0.0;0.0;0;18896;0;1468
C4VA57_NOSCE.gar;0.0;0.0;0.0;0;507;0;507
A0A067CLP2_SAPPC.gar;0.0;0.0;0.0;0;1131;0;1131
A0A067CAA2_SAPPC.gar;0.0;0.0;0.0;0;182;0;567
G3W6A7_SARHA.gar;0.0;0.0;0.0;0;248369;0;5194
A0A0D9S9R9_CHLSB.gar;0.0;0.0;0.0;0;2133;0;2133
G1RZS0_NOMLE.gar;0.0;0.0;0.0;0;492553;0;4021
MKKS_HUMAN.gar;0.0;0.0;0.0;0;26500;0;6714
Q28WS1_DROPS.gar;0.0;0.0;0.0;0;1400;0;1816
A6QNT9_BOVIN.gar;0.0;0.0;0.0;0;2127;0;2127
W2Q1R0_PHYPN.gar;0.0;0.0;0.0;0;316;0;594
A0A158NPL4_ATTCE.gar;0.0;0.0;0.0;0;70;0;1968
I3K8F9_ORENI.gar;0.0;0.0;0.0;0;9702;0;558
F1Q1T8_CANLF.gar;0.0;0.0;0.0;0;334467;0;2312
D0NIV2_PHYIT.gar;0.0;0.0;0.0;0;1977;0;1977
I3IZ50_ORENI.gar;0.0;0.0;0.0;0;12454;0;735
G1QXS8_NOMLE.gar;0.0;0.0;0.0;0;375;0;3581
F6SNQ4_MONDO.gar;0.0;0.0;0.0;0;21095;0;4352
H2MJA1_ORYLA.gar;0.0;0.0;0.0;0;3569;0;2157
LZTL1_MOUSE.gar;0.0;0.0;0.0;0;16544;0;4070
W5N3D2_LEPOC.gar;0.0;0.0;0.0;0;3147;0;216
H0V1I4_CAVPO.gar;0.0;0.0;0.0;0;26643;0;2166
A0A096NVI3_PAPAN.gar;0.0;0.0;0.0;0;12622;0;6974
W5J3R5_ANODA.gar;0.0;0.0;0.0;0;63;0;1041
A0A059F571_9MICR.gar;0.0;0.0;0.0;0;487;0;487
G3WH06_SARHA.gar;0.0;0.0;0.0;0;20146;0;959
S9U239_9TRYP.gar;0.0;0.0;0.0;0;1770;0;1770
H3D688_TETNG.gar;0.0;0.0;0.0;0;2286;0;2151
W2QE22_PHYPN.gar;0.0;0.0;0.0;0;73;0;2247
W5M5Q7_LEPOC.gar;0.0;0.0;0.0;0;28409;0;2332
LZTL1_PONAB.gar;0.0;0.0;0.0;0;14786;0;3521
I3KSH0_ORENI.gar;0.0;0.0;0.0;0;2252;0;1791
A0A0L0CC86_LUCCU.gar;0.0;0.0;0.0;0;1810;0;1800
E0VEH7_PEDHC.gar;0.0;0.0;0.0;0;271;0;921
W2RGR2_PHYPN.gar;0.0;0.0;0.0;0;1178;0;1178
A0A0M9G1C6_9TRYP.gar;0.0;0.0;0.0;0;1931;0;1931
A0A096P4T0_PAPAN.gar;0.0;0.0;0.0;0;11597;0;2135
E0V980_PEDHC.gar;0.0;0.0;0.0;0;153;0;2154
F7IDY9_CALJA.gar;0.0;0.0;0.0;0;16728;0;1963
A0A087YC70_POEFO.gar;0.0;0.0;0.0;0;12355;0;2237
W5JPA7_ANODA.gar;0.0;0.0;0.0;0;1448;0;2109
Q17LJ5_AEDAE.gar;0.0;0.0;0.0;0;63;0;3640
W4FRY5_9STRA.gar;0.0;0.0;0.0;0;355;0;690
Q9I7P3_DROME.gar;0.0;0.0;0.0;0;231;0;1228
Q23PP7_TETTS.gar;0.0;0.0;0.0;0;1355;0;2095
I3NAS8_ICTTR.gar;0.0;0.0;0.0;0;10899;0;838
A7S5W5_NEMVE.gar;0.0;0.0;0.0;0;315;0;2298
A1ZBK9_DROME.gar;0.0;0.0;0.0;0;171;0;709
E1BHJ5_BOVIN.gar;0.0;0.0;0.0;0;452674;0;3061
F6SCB7_MACMU.gar;0.0;0.0;0.0;0;33794;0;2582
H0WTY6_OTOGA.gar;0.0;0.0;0.0;0;100948;0;1861
B3RXC9_TRIAD.gar;0.0;0.0;0.0;0;6923;0;2127
IFT27_MOUSE.gar;0.0;0.0;0.0;0;13632;0;1012
I3JZ61_ORENI.gar;0.0;0.0;0.0;0;16235;0;2273
G1P0F6_MYOLU.gar;0.0;0.0;0.0;0;25277;0;1162
A0A0W8CBQ8_PHYNI.gar;0.0;0.0;0.0;0;63;0;1530
G3T996_LOXAF.gar;0.0;0.0;0.0;0;79394;0;1803
A0A024G196_9STRA.gar;0.0;0.0;0.0;0;56;0;1236
I3MEL8_ICTTR.gar;0.0;0.0;0.0;0;9007;0;1684
T1FZD8_HELRO.gar;0.0;0.0;0.0;0;2575;0;951
G1SYD7_RABIT.gar;0.0;0.0;0.0;0;10374;0;4505
BBS2_RAT.gar;0.0;0.0;0.0;0;32902;0;2573
A0A0G4EFJ8_VITBC.gar;0.0;0.0;0.0;0;562;0;870
G3SS75_LOXAF.gar;0.0;0.0;0.0;0;33888;0;612
J9K5Q8_ACYPI.gar;0.0;0.0;0.0;0;760;0;913
I3MYC6_ICTTR.gar;0.0;0.0;0.0;0;301;0;2184
A0A0H5S235_BRUMA.gar;0.0;0.0;0.0;0;2983;0;1743
E1BNU6_BOVIN.gar;0.0;0.0;0.0;0;6031;0;1739
G4YHC7_PHYSP.gar;0.0;0.0;0.0;0;71;0;2181
A7RIW9_NEMVE.gar;0.0;0.0;0.0;0;15816;0;1500
I3LJG1_PIG.gar;0.0;0.0;0.0;0;45138;0;2149
G1K9Z0_ANOCA.gar;0.0;0.0;0.0;0;12595;0;4261
A0A158NSS3_ATTCE.gar;0.0;0.0;0.0;0;24220;0;1014
I3JQB2_ORENI.gar;0.0;0.0;0.0;0;4924;0;1694
F1N626_BOVIN.gar;0.0;0.0;0.0;0;90870;0;2029
V9G0L5_PHYPR.gar;0.0;0.0;0.0;0;1180;0;1180
BBS1_CAEEL.gar;0.0;0.0;0.0;0;2965;0;1912
B4GR41_DROPE.gar;0.0;0.0;0.0;0;178;0;1818
W4XN65_STRPU.gar;0.0;0.0;0.0;0;18250;0;904
K2NS17_TRYCR.gar;0.0;0.0;0.0;0;1761;0;1761
A0A0R4IL45_DANRE.gar;0.0;0.0;0.0;0;2396;0;2396
B4H6Z9_DROPE.gar;0.0;0.0;0.0;0;662;0;2910
G3WML8_SARHA.gar;0.0;0.0;0.0;0;1953;0;1953
K1P4M1_CRAGI.gar;0.0;0.0;0.0;0;11817;0;1500
A0A0S4KLB5_BODSA.gar;0.0;0.0;0.0;0;552;0;552
A0A078B9U9_STYLE.gar;0.0;0.0;0.0;0;1752;0;1752
F7HY94_CALJA.gar;0.0;0.0;0.0;0;45172;0;3694
F7D8D3_MONDO.gar;0.0;0.0;0.0;0;34345;0;2797
BBS4_BOVIN.gar;0.0;0.0;0.0;0;43850;0;2259
A2E557_TRIVA.gar;0.0;0.0;0.0;0;1512;0;1512
K7FLU5_PELSI.gar;0.0;0.0;0.0;0;32727;0;3296
A0A067CXS2_SAPPC.gar;0.0;0.0;0.0;0;638;0;2295
W5JIE3_ANODA.gar;0.0;0.0;0.0;0;1096;0;1473
F6TJD2_ORNAN.gar;0.0;0.0;0.0;0;18566;0;3467
G7PUF5_MACFA.gar;0.0;0.0;0.0;0;11152;0;2405
D0N9B8_PHYIT.gar;0.0;0.0;0.0;0;331;0;642
BBIP1_DANRE.gar;0.0;0.0;0.0;0;2807;0;696
K2MXI1_TRYCR.gar;0.0;0.0;0.0;0;1122;0;1122
Q2M0T4_DROPS.gar;0.0;0.0;0.0;0;234;0;1875
IFT74_HUMAN.gar;0.0;0.0;0.0;0;104398;0;2160
ARL6_BOVIN.gar;0.0;0.0;0.0;0;35709;0;3650
G1TL09_RABIT.gar;0.0;0.0;0.0;0;1965;0;1965
G1KX11_ANOCA.gar;0.0;0.0;0.0;0;7603;0;2214
A0A087YPY0_POEFO.gar;0.0;0.0;0.0;0;2040;0;2040
F6ZBL6_MACMU.gar;0.0;0.0;0.0;0;30516;0;3674
I3KYV4_ORENI.gar;0.0;0.0;0.0;0;2043;0;2043
B4KME7_DROMO.gar;0.0;0.0;0.0;0;178;0;1027
B0W2W7_CULQU.gar;0.0;0.0;0.0;0;19101;0;2187
B1H1F4_XENTR.gar;0.0;0.0;0.0;0;15393;0;2018
H2PQU8_PONAB.gar;0.0;0.0;0.0;0;33134;0;1140
D0MY10_PHYIT.gar;0.0;0.0;0.0;0;62;0;2172
B4MMM3_DROWI.gar;0.0;0.0;0.0;0;142;0;1818
G3RIZ2_GORGO.gar;0.0;0.0;0.0;0;34083;0;2892
G1M4X8_AILME.gar;0.0;0.0;0.0;0;27708;0;546
A8WJB5_CAEBR.gar;0.0;0.0;0.0;0;96;0;888
K7J2H3_NASVI.gar;0.0;0.0;0.0;0;898;0;2172
T0QGA8_9STRA.gar;0.0;0.0;0.0;0;174;0;567
A0A090LLE7_STRRB.gar;0.0;0.0;0.0;0;1536;0;1536
M3XU97_MUSPF.gar;0.0;0.0;0.0;0;44347;0;1056
G1T9Q2_RABIT.gar;0.0;0.0;0.0;0;55212;0;2529
J9EVV2_9SPIT.gar;0.0;0.0;0.0;0;267;0;843
W5PKU2_SHEEP.gar;0.0;0.0;0.0;0;9315;0;7370
G3RQW7_GORGO.gar;0.0;0.0;0.0;0;10302;0;2261
G5AEZ3_PHYSP.gar;0.0;0.0;0.0;0;719;0;1878
H0WUW2_OTOGA.gar;0.0;0.0;0.0;0;10123;0;1680
B4LNW6_DROVI.gar;0.0;0.0;0.0;0;189;0;613
G3S2X3_GORGO.gar;0.0;0.0;0.0;0;374;0;3580
B3S9A2_TRIAD.gar;0.0;0.0;0.0;0;1546;0;836
G3SY59_LOXAF.gar;0.0;0.0;0.0;0;488115;0;2631
A0A087YN04_POEFO.gar;0.0;0.0;0.0;0;6625;0;2298
B5DUR3_DROPS.gar;0.0;0.0;0.0;0;194;0;754
A0A024G9H8_9STRA.gar;0.0;0.0;0.0;0;123;0;1524
F1RRP3_PIG.gar;0.0;0.0;0.0;0;10780;0;2225
U3KJC2_FICAL.gar;0.0;0.0;0.0;0;1944;0;1944
V9ETD6_PHYPR.gar;0.0;0.0;0.0;0;316;0;594
W5MMG5_LEPOC.gar;0.0;0.0;0.0;0;7682;0;2477
M3YV44_MUSPF.gar;0.0;0.0;0.0;0;12439;0;2403
H2ZXI1_LATCH.gar;0.0;0.0;0.0;0;41537;0;5413
G1KMJ2_ANOCA.gar;0.0;0.0;0.0;0;18199;0;4879
M3Z5I9_MUSPF.gar;0.0;0.0;0.0;0;2142;0;2142
W2YZ86_PHYPR.gar;0.0;0.0;0.0;0;317;0;594
G3W4X1_SARHA.gar;0.0;0.0;0.0;0;4038;0;1782
A0A0L0D1H0_THETB.gar;0.0;0.0;0.0;0;1848;0;1848
SDCG8_HUMAN.gar;0.0;0.0;0.0;0;241470;0;2567
E3LQY5_CAERE.gar;0.0;0.0;0.0;0;556;0;1887
K7JBG2_NASVI.gar;0.0;0.0;0.0;0;451;0;1737
A0A067CA50_SAPPC.gar;0.0;0.0;0.0;0;533;0;2241
G1LSZ3_AILME.gar;0.0;0.0;0.0;0;17215;0;561
D4A4U2_RAT.gar;0.0;0.0;0.0;0;14186;0;4166
G3QRG0_GORGO.gar;0.0;0.0;0.0;0;23592;0;1127
I3KLC5_ORENI.gar;0.0;0.0;0.0;0;8001;0;1719
BBS12_MOUSE.gar;0.0;0.0;0.0;0;6464;0;2433
J9K6V4_ACYPI.gar;0.0;0.0;0.0;0;743;0;1910
I7LWB4_TETTS.gar;0.0;0.0;0.0;0;1078;0;1898
H2ZYI3_LATCH.gar;0.0;0.0;0.0;0;1944;0;1944
MKS1_HUMAN.gar;0.0;0.0;0.0;0;11472;0;2397
W6KIA6_9TRYP.gar;0.0;0.0;0.0;0;1749;0;1749
H2T229_TAKRU.gar;0.0;0.0;0.0;0;2913;0;1686
W6L264_9TRYP.gar;0.0;0.0;0.0;0;859;0;859
G5C795_HETGA.gar;0.0;0.0;0.0;0;2127;0;2127
W5N2B1_LEPOC.gar;0.0;0.0;0.0;0;18385;0;2147
H0XEP4_OTOGA.gar;0.0;0.0;0.0;0;47110;0;2148
D6WTY1_TRICA.gar;0.0;0.0;0.0;0;6968;0;1677
I3NHG2_ICTTR.gar;0.0;0.0;0.0;0;13283;0;1782
A0A096NE45_PAPAN.gar;0.0;0.0;0.0;0;1962;0;1962
MKKS_MOUSE.gar;0.0;0.0;0.0;0;14668;0;2935
F6QM11_MONDO.gar;0.0;0.0;0.0;0;78702;0;1563
A0A067R1E4_ZOONE.gar;0.0;0.0;0.0;0;4403;0;2178
A0A044R639_ONCVO.gar;0.0;0.0;0.0;0;3151;0;2073
H2M9T7_ORYLA.gar;0.0;0.0;0.0;0;938;0;1695
A0A0D9RBM3_CHLSB.gar;0.0;0.0;0.0;0;115240;0;5236
A0A0W8CGX9_PHYNI.gar;0.0;0.0;0.0;0;311;0;600
B3RPI2_TRIAD.gar;0.0;0.0;0.0;0;3005;0;930
Q4E5P7_TRYCC.gar;0.0;0.0;0.0;0;1122;0;1122
G4ZI86_PHYSP.gar;0.0;0.0;0.0;0;1929;0;1929
W2Z9A3_PHYPR.gar;0.0;0.0;0.0;0;63;0;1665
V9F0Z3_PHYPR.gar;0.0;0.0;0.0;0;90;0;736
H2RJL3_TAKRU.gar;0.0;0.0;0.0;0;423;0;1704
B2RZ48_RAT.gar;0.0;0.0;0.0;0;19654;0;1368
G5A9W7_PHYSP.gar;0.0;0.0;0.0;0;339;0;615
F6TJ94_HORSE.gar;0.0;0.0;0.0;0;220017;0;2255
S9UZY7_9TRYP.gar;0.0;0.0;0.0;0;1740;0;1740
T0QML0_9STRA.gar;0.0;0.0;0.0;0;613;0;2297
G7PC93_MACFA.gar;0.0;0.0;0.0;0;20450;0;3393
H2T1G8_TAKRU.gar;0.0;0.0;0.0;0;2089;0;1084
U3K919_FICAL.gar;0.0;0.0;0.0;0;3762;0;4188
W4YZF5_STRPU.gar;0.0;0.0;0.0;0;7661;0;3554
CH037_RAT.gar;0.0;0.0;0.0;0;17276;0;2017
A0A024TR25_9STRA.gar;0.0;0.0;0.0;0;730;0;2202
F6YUF2_XENTR.gar;0.0;0.0;0.0;0;32201;0;2495
L1IIB1_GUITH.gar;0.0;0.0;0.0;0;617;0;1323
A0A096MTK8_PAPAN.gar;0.0;0.0;0.0;0;33282;0;1030
G3WMP3_SARHA.gar;0.0;0.0;0.0;0;49708;0;2725
PTHB1_HUMAN.gar;0.0;0.0;0.0;0;472510;0;4027
F4PDV5_BATDJ.gar;0.0;0.0;0.0;0;550;0;582
H3B9Z9_LATCH.gar;0.0;0.0;0.0;0;23829;0;561
Q3SCX0_PARTE.gar;0.0;0.0;0.0;0;981;0;981
H3DHP5_TETNG.gar;0.0;0.0;0.0;0;1612;0;1460
F6X3T5_HORSE.gar;0.0;0.0;0.0;0;418180;0;3146
H2PT77_PONAB.gar;0.0;0.0;0.0;0;1962;0;1962
H2NCR2_PONAB.gar;0.0;0.0;0.0;0;17897;0;3368
S9VIN4_9TRYP.gar;0.0;0.0;0.0;0;1077;0;1077
A0BPN5_PARTE.gar;0.0;0.0;0.0;0;98;0;1704
V9EKV4_PHYPR.gar;0.0;0.0;0.0;0;67;0;1354
M3XWM7_MUSPF.gar;0.0;0.0;0.0;0;25355;0;2166
B3DFT2_DANRE.gar;0.0;0.0;0.0;0;14134;0;2711
G3QYJ9_GORGO.gar;0.0;0.0;0.0;0;558064;0;4019
M3WEE9_FELCA.gar;0.0;0.0;0.0;0;16197;0;693
A4IBV8_LEIIN.gar;0.0;0.0;0.0;0;1782;0;1782
H0VBK0_CAVPO.gar;0.0;0.0;0.0;0;9734;0;900
G1KMV6_ANOCA.gar;0.0;0.0;0.0;0;35962;0;6598
A0A0M9GA52_9TRYP.gar;0.0;0.0;0.0;0;2035;0;2035
M3YV76_MUSPF.gar;0.0;0.0;0.0;0;9425;0;1680
W4Z3R7_STRPU.gar;0.0;0.0;0.0;0;5500;0;1109
A0A067RIH6_ZOONE.gar;0.0;0.0;0.0;0;2002;0;570
G1T913_RABIT.gar;0.0;0.0;0.0;0;2127;0;2127
W4FS53_9STRA.gar;0.0;0.0;0.0;0;1663;0;1984
H0X602_OTOGA.gar;0.0;0.0;0.0;0;10956;0;897
G3VFI2_SARHA.gar;0.0;0.0;0.0;0;29411;0;2499
BBS2_HUMAN.gar;0.0;0.0;0.0;0;32936;0;2963
F6UBH2_MONDO.gar;0.0;0.0;0.0;0;105211;0;1925
K2NW30_TRYCR.gar;0.0;0.0;0.0;0;2283;0;2283
S9W6M0_9TRYP.gar;0.0;0.0;0.0;0;1077;0;1077
E9ADL1_LEIMA.gar;0.0;0.0;0.0;0;561;0;561
A0A0W8C8Z9_PHYNI.gar;0.0;0.0;0.0;0;89;0;567
F1N4X0_BOVIN.gar;0.0;0.0;0.0;0;57099;0;1589
D3ZYF7_RAT.gar;0.0;0.0;0.0;0;2514;0;2514
F7IFY6_CALJA.gar;0.0;0.0;0.0;0;36242;0;2874
M3YWX4_MUSPF.gar;0.0;0.0;0.0;0;88950;0;4407
U3K4J7_FICAL.gar;0.0;0.0;0.0;0;17398;0;1617
M3ZCM3_NOMLE.gar;0.0;0.0;0.0;0;11531;0;3351
H2NNP4_PONAB.gar;0.0;0.0;0.0;0;49035;0;1711
A0A067BYM3_SAPPC.gar;0.0;0.0;0.0;0;223;0;773
F7AYF5_MONDO.gar;0.0;0.0;0.0;0;1693;0;201
A0A158P292_ATTCE.gar;0.0;0.0;0.0;0;12983;0;2505
G1LHM7_AILME.gar;0.0;0.0;0.0;0;36959;0;2148
A0A158NS39_ATTCE.gar;0.0;0.0;0.0;0;222;0;222
I3MMH3_ICTTR.gar;0.0;0.0;0.0;0;206895;0;1968
A0A024UWM1_9STRA.gar;0.0;0.0;0.0;0;93;0;2007
W4FD55_9STRA.gar;0.0;0.0;0.0;0;423;0;1403
T1JYJ2_TETUR.gar;0.0;0.0;0.0;0;380;0;1851
H3DMY8_TETNG.gar;0.0;0.0;0.0;0;4204;0;2136
A8JF99_CHLRE.gar;0.0;0.0;0.0;0;1068;0;1567
H0UV24_CAVPO.gar;0.0;0.0;0.0;0;375923;0;2610
G5E7D8_LOXAF.gar;0.0;0.0;0.0;0;13905;0;1782
A0A067R100_ZOONE.gar;0.0;0.0;0.0;0;2582;0;579
Q4Q1J3_LEIMA.gar;0.0;0.0;0.0;0;1488;0;1488
G1SEN4_RABIT.gar;0.0;0.0;0.0;0;27308;0;4407
