Filename;Sensibility;Specificity;F1_score;TP;FP;TN;FN
W5JIE3_ANODA.gar_cds;1.0;1.0;1.0;1473;0;1096;0
Q9I7P3_DROME.gar_exon;0.993;1.0;0.996;1220;0;231;8
BBS4_CAEEL.gar_cds;1.0;1.0;1.0;1389;0;1235;0
A6QNT9_BOVIN.gar_cds;0.82;0.5;0.621;1744;1744;383;383
A0A0D9RAF2_CHLSB.gar_cds;0.776;0.201;0.319;1862;7408;235686;536
G0NR21_CAEBE.gar_cds;1.0;1.0;1.0;1881;0;914;0
A0A0D9RBM3_CHLSB.gar_cds;0.228;0.31;0.263;1192;2653;112587;4044
E3LSA6_CAERE.gar_cds;1.0;1.0;1.0;1389;0;405;0
B4MRQ8_DROWI.gar_cds;0.925;1.0;0.961;555;0;182;45
F6QP01_XENTR.gar_cds;0.007;0.0;0.0;14;90937;10955;2125
H2PQU8_PONAB.gar_cds;0.48;0.043;0.079;547;12106;21028;593
Q5PR92_DANRE.gar_cds;0.0;0.0;0.0;0;209;1452;844
T1FZD8_HELRO.gar_cds;0.383;0.177;0.242;364;1693;882;587
J9I6R2_9SPIT.gar_cds;1.0;0.5;0.667;1752;1752;0;0
T1JMT6_STRMM.gar_cds;1.0;1.0;1.0;1767;0;297;0
F7FNJ0_MACMU.gar_cds;0.075;0.023;0.035;273;11557;235112;3381
G3SQS4_LOXAF.gar_cds;0.886;0.925;0.905;1481;120;9892;190
E2RIJ8_CANLF.gar_cds;0.142;0.16;0.15;305;1605;13459;1842
E1BN34_BOVIN.gar_cds;0.081;0.114;0.095;162;1257;11159;1827
A0A0G4ITJ7_PLABS.gar_exon;0.912;0.755;0.826;506;164;0;49
Q3SCX0_PARTE.gar_cds;1.0;0.5;0.667;981;981;0;0
H2QX35_PANTR.gar_cds;0.0;0.0;0.0;0;1333;104408;2162
H0XPD1_OTOGA.gar_cds;1.0;1.0;1.0;1782;0;17318;0
K7FLU5_PELSI.gar_cds;0.119;1.0;0.213;393;0;32727;2903
A0A067C4C7_SAPPC.gar_exon;0.715;0.747;0.731;1273;432;452;507
W4Z3R7_STRPU.gar_cds;0.939;1.0;0.969;1041;0;5500;68
A0A0S4JJZ6_BODSA.gar_cds;1.0;0.5;0.667;2157;2157;0;0
B4QJX6_DROSI.gar_exon;0.942;0.97;0.956;2048;63;230;127
G5C8Q6_HETGA.gar_cds;0.483;0.915;0.632;686;64;15371;735
F1SP83_PIG.gar_cds;0.02;0.057;0.03;76;1268;79906;3752
E2RG29_CANLF.gar_cds;0.0;0.0;0.0;0;3654;75082;2742
G1LIU7_AILME.gar_cds;0.0;0.0;0.0;0;426;0;2178
B3RJT2_TRIAD.gar_cds;0.92;1.0;0.958;1380;0;2705;120
M3YMG3_MUSPF.gar_cds;0.38;0.839;0.523;501;96;16999;818
G3RBR0_GORGO.gar_cds;0.366;0.67;0.473;1227;605;19305;2123
Q0VCP5_BOVIN.gar_cds;0.629;1.0;0.772;1962;0;8535;1158
H3CQC7_TETNG.gar_cds;0.862;1.0;0.926;1626;0;1867;260
A0A0L0D1H0_THETB.gar_exon;0.981;0.5;0.662;1813;1813;35;35
K2NW30_TRYCR.gar_cds;1.0;0.5;0.667;2283;2283;0;0
A0A0G4IMV6_PLABS.gar_cds;1.0;0.863;0.926;1296;205;226;0
W5P8L3_SHEEP.gar_cds;0.739;0.147;0.245;1587;9224;229725;561
ARL6_DANRE.gar_cds;0.149;0.555;0.235;353;283;27426;2019
A0A0L0S8P6_ALLMA.gar_cds;0.774;0.63;0.695;556;326;75;162
W5Q7L6_SHEEP.gar_cds;0.606;0.848;0.707;369;66;28792;240
M3YV76_MUSPF.gar_cds;0.952;0.968;0.96;1600;53;9372;80
H2MJA1_ORYLA.gar_cds;0.463;0.503;0.482;998;986;2583;1159
H2PS04_PONAB.gar_cds;0.303;0.972;0.462;1837;52;121135;4233
A0A096MWX4_PAPAN.gar_cds;0.577;0.998;0.731;1245;3;379;912
A0A0N1PED7_LEPSE.gar_cds;1.0;0.5;0.667;1473;1473;0;0
A0A0H5S235_BRUMA.gar_cds;1.0;1.0;1.0;1743;0;2983;0
B0X8D9_CULQU.gar_cds;1.0;1.0;1.0;1071;0;57;0
F6ZUB8_MACMU.gar_cds;0.527;1.0;0.69;1962;0;9962;1759
H2QXS4_PANTR.gar_cds;0.636;0.401;0.492;1962;2936;150;1124
G1LHM7_AILME.gar_cds;0.601;0.953;0.737;1290;63;36896;858
K1PBA9_CRAGI.gar_cds;1.0;0.5;0.667;567;567;0;0
A3QK09_DANRE.gar_cds;0.762;1.0;0.865;1575;0;26112;491
E3LTH5_CAERE.gar_cds;1.0;1.0;1.0;1521;0;556;0
A0A067R100_ZOONE.gar_cds;1.0;1.0;1.0;579;0;2582;0
A0A087Y1G8_POEFO.gar_exon;0.031;0.149;0.051;164;936;9107;5069
A0A067RJQ2_ZOONE.gar_cds;0.965;0.608;0.746;915;591;5246;33
A0A067RE41_ZOONE.gar_cds;0.933;0.651;0.767;1327;710;5431;95
Q4DFM2_TRYCC.gar_cds;1.0;0.5;0.667;1788;1788;0;0
F6QFV2_MONDO.gar_cds;1.0;0.5;0.667;2118;2118;0;0
IFT74_MOUSE.gar_cds;0.843;0.616;0.712;1803;1125;75475;336
B4H6C3_DROPE.gar_cds;1.0;1.0;1.0;1452;0;1399;0
F1SMI2_PIG.gar_cds;0.0;0.0;0.0;0;0;1959;1959
T1J8I6_STRMM.gar_exon;0.878;0.97;0.922;1952;60;937;270
G3QXK4_GORGO.gar_cds;0.033;0.006;0.01;85;14357;240865;2514
W5K4L0_ASTMX.gar_cds;0.059;0.067;0.063;160;2213;5967;2568
D6WSV9_TRICA.gar_cds;0.971;1.0;0.985;2130;0;314;64
A0A067C533_SAPPC.gar_exon;0.763;0.913;0.831;1019;97;149;317
A0A158NPL4_ATTCE.gar_cds;1.0;1.0;1.0;1968;0;70;0
T1HX26_RHOPR.gar_cds;0.903;0.998;0.948;2451;5;5066;263
Q4CTS4_TRYCC.gar_cds;1.0;0.5;0.667;552;552;0;0
A2D7W2_TRIVA.gar_exon;0.873;0.491;0.629;1367;1416;150;199
BBS12_HUMAN.gar_cds;0.397;1.0;0.568;1287;0;8998;1957
M3XU97_MUSPF.gar_cds;0.0;0.0;0.0;0;44347;0;1056
H0UVR3_CAVPO.gar_cds;0.055;0.083;0.066;118;1308;38169;2030
G3TCL0_LOXAF.gar_cds;0.998;0.5;0.666;1962;1962;3;3
B4GFI4_DROPE.gar_cds;1.0;1.0;1.0;1149;0;270;0
BBS2_HUMAN.gar_cds;0.066;0.109;0.082;196;1610;31326;2767
H0WGM3_OTOGA.gar_cds;0.0;0.0;0.0;0;20335;0;558
F6W3B7_ORNAN.gar_cds;0.724;1.0;0.84;501;0;10742;191
M3YWA6_MUSPF.gar_cds;0.679;0.273;0.389;1469;3911;223150;693
A0A0M9G178_9TRYP.gar_cds;0.807;0.5;0.617;540;540;129;129
K3WTZ6_PYTUL.gar_cds;1.0;1.0;1.0;1281;0;93;0
F1SBK4_PIG.gar_cds;0.057;0.152;0.083;176;985;13886;2899
A0A087YHA2_POEFO.gar_exon;0.397;1.0;0.568;816;0;17807;1240
F7AYF5_MONDO.gar_cds;0.0;0.0;0.0;0;1693;0;201
A0A139WED1_TRICA.gar_cds;0.446;1.0;0.617;1209;0;915;1502
B4LHK4_DROVI.gar_exon;1.0;1.0;1.0;1848;0;183;0
I3KYV4_ORENI.gar_cds;0.997;0.5;0.666;2037;2037;6;6
F1N4X0_BOVIN.gar_cds;0.366;0.407;0.385;581;847;56252;1008
H2PE85_PONAB.gar_cds;0.572;1.0;0.728;1242;0;42479;930
J9K271_ACYPI.gar_exon;0.756;1.0;0.861;2411;0;2092;779
F6R3H8_XENTR.gar_cds;0.0;0.0;0.0;0;1813;0;545
H3CW16_TETNG.gar_cds;0.897;0.843;0.869;1418;264;4445;163
PTHB1_HUMAN.gar_cds;0.0;0.0;0.0;0;53411;419099;4027
M3ZW06_XIPMA.gar_exon;0.585;0.482;0.529;1040;1118;150;737
H2RJL3_TAKRU.gar_cds;0.744;0.829;0.784;1268;261;162;436
S9UYL4_9TRYP.gar_cds;1.0;0.5;0.667;1737;1737;0;0
G3QKV3_GORGO.gar_cds;0.119;0.223;0.155;286;995;10325;2119
A0A0D9R698_CHLSB.gar_cds;0.523;1.0;0.687;498;0;16978;454
E1C569_CHICK.gar_cds;0.01;0.028;0.015;24;840;7691;2351
F7HY94_CALJA.gar_cds;0.004;0.002;0.003;15;8882;36290;3679
F6YCR4_HORSE.gar_cds;0.035;0.008;0.013;80;9338;150;2208
G5BWY4_HETGA.gar_cds;0.507;0.988;0.67;1743;21;15387;1697
A0A0W8CGX9_PHYNI.gar_exon;1.0;1.0;1.0;600;0;311;0
G3Q0Q9_GASAC.gar_cds;0.87;0.866;0.868;554;86;1364;83
A0A158NSS3_ATTCE.gar_cds;0.134;0.012;0.022;136;11034;13186;878
W5PZP5_SHEEP.gar_cds;0.0;0.0;0.0;0;579;0;2172
H3DN21_TETNG.gar_cds;0.994;0.5;0.665;2010;2010;12;12
L1JV64_GUITH.gar_cds;0.741;0.922;0.822;1658;140;310;580
A0A024G196_9STRA.gar_exon;1.0;0.957;0.978;1236;56;0;0
V9G0L5_PHYPR.gar_exon;0.984;0.5;0.663;1161;1161;19;19
B4J623_DROGR.gar_exon;0.478;1.0;0.647;490;0;173;535
T1ELR8_HELRO.gar_exon;0.474;0.359;0.409;710;1268;1078;787
F6SNQ4_MONDO.gar_cds;0.01;0.029;0.015;42;1408;19687;4310
A0A067CLP2_SAPPC.gar_exon;1.0;0.5;0.667;1131;1131;0;0
A0A0D9RQB1_CHLSB.gar_cds;0.232;0.007;0.014;1070;143199;223956;3551
W4FS53_9STRA.gar_cds;0.645;0.897;0.75;1280;147;1516;704
D4A4U2_RAT.gar_cds;0.44;0.967;0.605;1833;63;14123;2333
F7B395_MACMU.gar_cds;0.298;0.196;0.236;487;2000;41492;1148
A0A0D9QYK6_CHLSB.gar_cds;0.629;1.0;0.772;1806;0;32055;1064
F6U8K2_HORSE.gar_cds;0.049;0.052;0.05;74;1357;46185;1444
V9EXZ9_PHYPR.gar_exon;0.957;1.0;0.978;2287;0;73;104
F6QE09_CIOIN.gar_cds;0.622;1.0;0.767;477;0;978;290
A0A044U854_ONCVO.gar_cds;0.923;0.994;0.957;1398;9;2094;117
A8HWI3_CHLRE.gar_cds;0.573;1.0;0.729;1059;0;1775;789
I3K8F9_ORENI.gar_cds;0.939;1.0;0.969;524;0;9702;34
V9F0Z3_PHYPR.gar_exon;1.0;1.0;1.0;736;0;90;0
B4QVM9_DROSI.gar_exon;0.484;1.0;0.652;1257;0;252;1342
W5PYR9_SHEEP.gar_cds;0.383;0.88;0.534;1557;213;96798;2506
F7HDG7_MACMU.gar_cds;0.0;0.0;0.0;0;55478;431660;2749
B7YZM8_DROME.gar_exon;0.983;1.0;0.991;2898;0;690;49
F7D8D3_MONDO.gar_cds;0.646;0.93;0.762;1806;135;34210;991
A0A087YB91_POEFO.gar_cds;0.0;0.0;0.0;0;2946;0;3872
F1RRP3_PIG.gar_cds;0.271;0.383;0.317;603;972;9808;1622
J9JSR9_ACYPI.gar_cds;0.806;0.771;0.788;1306;388;6987;314
F6YBY1_CALJA.gar_cds;0.461;1.0;0.631;1239;0;386;1446
U3JJ17_FICAL.gar_cds;0.326;1.0;0.492;828;0;8669;1710
A4IIF7_XENTR.gar_cds;0.639;0.944;0.762;1956;115;8720;1106
G5E7D8_LOXAF.gar_cds;0.952;0.961;0.956;1696;69;13836;86
I3KSH0_ORENI.gar_cds;0.956;0.978;0.967;1713;39;2213;78
I3JVB4_ORENI.gar_cds;0.945;0.993;0.968;2032;14;6133;119
B3S5T1_TRIAD.gar_cds;0.812;0.896;0.852;1752;203;4791;405
G3PWM5_GASAC.gar_cds;0.722;0.993;0.836;2103;15;3414;810
B3RQQ8_TRIAD.gar_cds;0.604;1.0;0.753;627;0;3370;411
A0A0D9RJ69_CHLSB.gar_cds;0.314;0.034;0.061;308;8869;11403;672
J9EVV2_9SPIT.gar_cds;0.0;0.0;0.0;0;267;0;843
MKKS_HUMAN.gar_cds;0.082;0.995;0.152;552;3;26497;6162
H2QMG1_PANTR.gar_cds;0.002;0.005;0.003;6;1140;13682;3370
M3WGL7_FELCA.gar_cds;0.124;0.188;0.149;307;1325;8689;2169
M3ZIL2_XIPMA.gar_cds;0.0;0.0;0.0;0;5904;0;3788
G3T3M9_LOXAF.gar_cds;0.735;1.0;0.847;1584;0;368;570
H2NNP4_PONAB.gar_cds;0.604;0.465;0.525;1033;1187;47848;678
G1K9Z0_ANOCA.gar_cds;0.249;1.0;0.399;1062;0;12595;3199
A4I4C4_LEIIN.gar_cds;1.0;0.5;0.667;2568;2568;0;0
G1TDC1_RABIT.gar_cds;0.13;0.169;0.147;310;1529;24413;2068
S9VIN4_9TRYP.gar_cds;1.0;0.5;0.667;1077;1077;0;0
A0A0D9QVJ6_CHLSB.gar_cds;0.599;1.0;0.749;1365;0;379;915
A0A0N0P3E7_LEPSE.gar_cds;1.0;0.5;0.667;1791;1791;0;0
B4KRF7_DROMO.gar_exon;1.0;1.0;1.0;3105;0;859;0
ARL6_CAEBR.gar_cds;0.854;1.0;0.921;573;0;299;98
BBS5_CAEEL.gar_cds;0.903;0.921;0.912;981;84;1617;105
B3MBX5_DROAN.gar_exon;0.992;1.0;0.996;2898;0;690;23
I3NHG2_ICTTR.gar_cds;0.843;0.864;0.853;1503;237;13046;279
A0A0G4IR91_PLABS.gar_exon;0.765;0.839;0.8;1159;223;104;356
Q3SCY0_PARTE.gar_cds;1.0;0.5;0.667;981;981;0;0
I3NAS8_ICTTR.gar_cds;0.0;0.0;0.0;0;574;10325;838
T1JYJ2_TETUR.gar_cds;1.0;0.992;0.996;1851;15;365;0
V5DUI8_TRYCR.gar_cds;1.0;0.5;0.667;1761;1761;0;0
G1LSZ3_AILME.gar_cds;0.832;0.837;0.834;467;91;17124;94
SDCG8_HUMAN.gar_cds;0.581;0.34;0.429;1492;2895;238575;1075
G1TL09_RABIT.gar_cds;0.998;0.5;0.666;1962;1962;3;3
F6XYK3_HORSE.gar_cds;0.595;0.5;0.543;1277;1277;868;868
H2MAJ8_ORYLA.gar_cds;0.277;0.307;0.291;313;708;4342;817
G1S9G6_NOMLE.gar_cds;0.529;0.43;0.474;1129;1497;636;1004
A0A0N1IJK5_LEPSE.gar_cds;1.0;0.5;0.667;1779;1779;0;0
H2QQ46_PANTR.gar_cds;0.0;0.0;0.0;0;11306;453;3433
A0A087YK02_POEFO.gar_cds;0.0;0.0;0.0;0;98388;0;3145
A0A158NS39_ATTCE.gar_cds;1.0;0.5;0.667;222;222;0;0
D3ZYF7_RAT.gar_cds;0.448;0.49;0.468;1127;1174;1340;1387
T0R6X7_9STRA.gar_exon;0.984;0.5;0.663;1151;1151;19;19
BBS4_BOVIN.gar_cds;0.045;0.073;0.056;101;1286;42564;2158
E1BHJ5_BOVIN.gar_cds;0.144;0.007;0.013;441;66021;386653;2620
FRITZ_HUMAN.gar_cds;0.0;0.0;0.0;0;3089;460936;3392
D2CG54_TRICA.gar_cds;0.252;0.815;0.385;1026;233;10873;3046
M3WA02_FELCA.gar_cds;0.127;0.159;0.141;313;1652;27476;2158
TTC8_HUMAN.gar_cds;0.629;1.0;0.772;1464;0;51514;865
H3CI58_TETNG.gar_cds;0.891;0.728;0.801;2230;833;34234;272
G3NXV8_GASAC.gar_cds;0.669;1.0;0.802;1383;0;2274;685
M3W6J9_FELCA.gar_cds;0.142;0.237;0.178;212;682;13750;1282
W6L264_9TRYP.gar_cds;0.513;0.487;0.5;441;465;394;418
E2RRS0_CANLF.gar_cds;0.152;0.01;0.019;118;11694;24948;660
A0A0G4GYZ9_VITBC.gar_cds;0.703;0.587;0.64;719;505;510;304
T1L460_TETUR.gar_exon;0.859;0.5;0.632;627;627;103;103
D0MXK6_PHYIT.gar_exon;1.0;1.0;1.0;1316;0;65;0
F7CDR8_HORSE.gar_cds;0.0;0.0;0.0;0;14861;0;429
E1BXI4_CHICK.gar_cds;0.171;0.24;0.2;423;1338;10593;2049
H2Q6I5_PANTR.gar_cds;0.0;0.0;0.0;0;374;0;3582
H0UU32_CAVPO.gar_cds;0.725;0.885;0.797;1215;158;10397;462
M3ZUB6_XIPMA.gar_cds;0.964;0.983;0.973;1935;33;0;72
H0WRS7_OTOGA.gar_cds;0.993;1.0;0.996;1716;0;6781;12
G4ZE33_PHYSP.gar_cds;1.0;0.938;0.968;1530;101;0;0
Q5XIR2_RAT.gar_cds;0.855;0.618;0.717;1803;1116;86342;305
M4A7P2_XIPMA.gar_cds;0.0;0.0;0.0;0;13469;0;3181
G0MCB1_CAEBE.gar_cds;1.0;0.92;0.958;2166;189;5872;0
F6QF28_MONDO.gar_cds;0.045;0.014;0.021;123;8543;19943;2605
B5DUR3_DROPS.gar_exon;0.84;1.0;0.913;633;0;194;121
F6QM11_MONDO.gar_cds;0.9;0.953;0.926;1407;69;78633;156
T0Q4Q9_9STRA.gar_exon;0.715;0.923;0.806;983;82;155;392
A4HP97_LEIBR.gar_cds;1.0;0.5;0.667;1479;1479;0;0
A7RIW9_NEMVE.gar_cds;0.0;0.0;0.0;0;15816;0;1500
W5P7J1_SHEEP.gar_cds;0.871;0.982;0.923;1552;29;14040;230
W4XN65_STRPU.gar_cds;0.857;0.516;0.644;775;728;17522;129
G1LJ46_AILME.gar_cds;0.703;0.028;0.054;1872;65606;336767;789
G3T3V8_LOXAF.gar_cds;0.951;1.0;0.975;2043;0;42072;105
B4HPG5_DROSE.gar_cds;1.0;0.995;0.997;606;3;175;0
G4ZI86_PHYSP.gar_cds;1.0;0.5;0.667;1929;1929;0;0
G3SHD1_GORGO.gar_cds;0.193;0.879;0.317;488;67;26553;2040
I3MFB6_ICTTR.gar_cds;0.45;0.5;0.474;959;959;1174;1174
B4IZI2_DROGR.gar_cds;0.907;0.994;0.949;1741;11;236;179
H2QB48_PANTR.gar_cds;0.536;0.371;0.438;1550;2627;34223;1343
Q2M0T4_DROPS.gar_exon;0.99;1.0;0.995;1857;0;234;18
E3LQY5_CAERE.gar_cds;1.0;1.0;1.0;1887;0;556;0
U3KJC2_FICAL.gar_cds;1.0;0.5;0.667;1944;1944;0;0
W5M5Q7_LEPOC.gar_cds;0.645;0.442;0.525;1503;1894;26515;829
G1SIY1_RABIT.gar_cds;0.869;1.0;0.93;1872;0;45212;282
F6SS62_MONDO.gar_cds;0.026;0.124;0.043;99;699;20443;3755
G3N118_BOVIN.gar_cds;0.54;0.387;0.451;561;889;150;478
B3RPI2_TRIAD.gar_cds;0.896;0.484;0.628;833;887;2118;97
Q23PP7_TETTS.gar_cds;0.958;0.965;0.961;2007;72;1283;88
E2RER8_CANLF.gar_cds;0.142;0.152;0.147;247;1376;9049;1497
G1MMT5_AILME.gar_cds;1.0;0.5;0.667;1968;1968;0;0
F6UB70_HORSE.gar_cds;0.39;0.014;0.027;246;17694;8746;384
A0A067RIH6_ZOONE.gar_cds;1.0;0.583;0.737;570;408;1594;0
B3RRG2_TRIAD.gar_cds;0.892;0.941;0.916;2287;143;4746;278
S9U239_9TRYP.gar_cds;1.0;0.5;0.667;1770;1770;0;0
H9GKS6_ANOCA.gar_cds;0.322;0.416;0.363;875;1227;7662;1839
F6SUK4_MACMU.gar_cds;0.0;0.0;0.0;0;13332;0;6966
M4AFV4_XIPMA.gar_cds;0.0;0.0;0.0;0;92227;297;2839
F7C4T0_CALJA.gar_cds;0.028;0.001;0.002;112;96588;377395;3907
M3ZSV8_XIPMA.gar_exon;0.043;0.176;0.069;224;1046;9125;4940
D0N9B8_PHYIT.gar_exon;0.693;0.63;0.66;445;261;70;197
Q17LJ5_AEDAE.gar_cds;0.287;1.0;0.446;1044;0;63;2596
BBS7_HUMAN.gar_cds;0.255;0.105;0.149;958;8187;34119;2794
J9JV08_ACYPI.gar_exon;0.917;1.0;0.957;3339;0;6594;301
F2TWH2_SALR5.gar_exon;0.492;0.437;0.463;1155;1488;2770;1192
D6WZ82_TRICA.gar_cds;0.746;1.0;0.855;1767;0;228;603
V5BKF4_TRYCR.gar_cds;1.0;0.5;0.667;2280;2280;0;0
B4I3T5_DROSE.gar_cds;1.0;1.0;1.0;1146;0;253;0
G1KMJ2_ANOCA.gar_cds;0.4;1.0;0.571;1953;0;18199;2926
G3SY59_LOXAF.gar_cds;0.391;0.004;0.008;1030;241218;246897;1601
G3S2X3_GORGO.gar_cds;0.388;1.0;0.559;1388;0;374;2192
J9K409_ACYPI.gar_cds;0.637;1.0;0.778;1281;0;11397;730
H2SDM2_TAKRU.gar_cds;0.566;0.769;0.652;973;293;378;746
LZTL1_HUMAN.gar_cds;0.03;0.106;0.047;121;1019;13759;3952
B2RZ48_RAT.gar_cds;0.559;1.0;0.717;765;0;19654;603
G1ME56_AILME.gar_cds;0.939;0.938;0.938;2034;135;24932;132
A0A158NUR8_ATTCE.gar_cds;0.743;1.0;0.853;1008;0;6050;348
G1SF71_RABIT.gar_cds;0.571;0.968;0.718;1659;54;105254;1247
G4YN09_PHYSP.gar_exon;1.0;1.0;1.0;1284;0;74;0
BBS1_CAEEL.gar_cds;0.876;0.968;0.92;1675;56;2909;237
H2P7R4_PONAB.gar_cds;0.246;0.689;0.363;451;204;26446;1381
F6Q1R3_CALJA.gar_cds;0.222;0.128;0.162;400;2733;38763;1405
W2QE22_PHYPN.gar_cds;1.0;1.0;1.0;2247;0;73;0
G1M0S6_AILME.gar_cds;0.997;1.0;0.998;897;0;9856;3
A0A096NMN0_PAPAN.gar_cds;0.726;0.488;0.584;1133;1189;55320;427
G3T996_LOXAF.gar_cds;0.728;0.848;0.783;1313;235;79159;490
