File;%_similarity;Len_prot
augustus_J9K271_ACYPI_2.fasta;100.0;722
augustus_A0A024U1E5_9STRA_4.fasta;13.56;671
augustus_FRITZ_HUMAN_1.fasta;6.68;748
augustus_M3ZTR9_XIPMA_1.fasta;9.34;717
augustus_G3N7I2_GASAC_1.fasta;33.28;604
augustus_B4MMM3_DROWI_2.fasta;100.0;605
augustus_B4IZI2_DROGR_3.fasta;2.97;606
augustus_W2R9D6_PHYPN_4.fasta;14.2;331
augustus_PTHB1_MOUSE_4.fasta;4.62;888
augustus_D2VQK4_NAEGR_3.fasta;15.78;767
augustus_I3JZ61_ORENI_2.fasta;7.31;643
augustus_K3WFZ0_PYTUL_4.fasta;13.17;653
augustus_D0N9B8_PHYIT_2.fasta;29.2;524
augustus_F6WZU0_MACMU_1.fasta;46.01;715
augustus_F7DYZ0_HORSE_1.fasta;58.6;570
augustus_BBS5_MOUSE_1.fasta;100.0;341
augustus_D0N9B8_PHYIT_1.fasta;12.98;262
augustus_F6WBK6_CIOIN_4.fasta;82.37;539
augustus_I3MME5_ICTTR_1.fasta;93.51;570
augustus_Q7PUL7_ANOGA_3.fasta;15.0;380
augustus_A0A0R4IUZ0_DANRE_1.fasta;59.06;298
augustus_F7F169_ORNAN_1.fasta;88.61;79
augustus_W6KXN0_9TRYP_3.fasta;10.83;637
augustus_A6QNT9_BOVIN_1.fasta;85.03;708
augustus_A0A0D9QVJ6_CHLSB_1.fasta;52.78;720
augustus_K3WTZ6_PYTUL_1.fasta;6.78;457
augustus_V5BKF4_TRYCR_2.fasta;100.0;759
augustus_W4FD87_9STRA_1.fasta;14.33;593
augustus_W6L264_9TRYP_2.fasta;79.78;183
augustus_J9K271_ACYPI_3.fasta;4.03;745
augustus_A2DE41_TRIVA_3.fasta;7.48;508
augustus_G4ZW31_PHYSP_2.fasta;11.07;578
augustus_T0QVK2_9STRA_5.fasta;5.57;700
augustus_W4XN65_STRPU_1.fasta;58.14;516
augustus_H3DMY8_TETNG_4.fasta;13.2;803
augustus_W2ZMB5_PHYPR_2.fasta;5.43;755
augustus_A0A0G4GYZ9_VITBC_3.fasta;11.05;344
augustus_I3KLC5_ORENI_1.fasta;90.86;591
augustus_V9F0Z3_PHYPR_4.fasta;11.68;334
augustus_B4QJX6_DROSI_4.fasta;4.44;608
augustus_H0W8L4_CAVPO_1.fasta;64.16;706
augustus_A0A0N0P3E7_LEPSE_2.fasta;100.0;596
augustus_V3Z105_LOTGI_2.fasta;87.23;188
augustus_G5A9W7_PHYSP_1.fasta;8.04;286
augustus_G1P887_MYOLU_1.fasta;86.63;344
augustus_A0A139WED1_TRICA_2.fasta;42.18;403
augustus_H2MRS1_ORYLA_2.fasta;15.24;492
augustus_E2RER8_CANLF_2.fasta;14.36;592
augustus_A8JF99_CHLRE_2.fasta;91.84;196
augustus_B7P1L1_IXOSC_1.fasta;100.0;189
augustus_A0A024TXS0_9STRA_3.fasta;14.73;258
augustus_D0MZ16_PHYIT_1.fasta;38.06;1474
augustus_H3CI58_TETNG_3.fasta;13.26;973
augustus_A0A0G4EFJ8_VITBC_5.fasta;36.6;265
augustus_H3CI58_TETNG_2.fasta;2.71;849
augustus_A7S5W5_NEMVE_1.fasta;94.01;584
augustus_F4PDD1_BATDJ_3.fasta;14.16;233
augustus_A0A158P292_ATTCE_2.fasta;74.46;834
augustus_A0A0G4IMV6_PLABS_1.fasta;11.7;436
augustus_A0A0M9G1C6_9TRYP_2.fasta;100.0;505
augustus_A0A067CLP2_SAPPC_3.fasta;9.72;360
augustus_L1JV64_GUITH_2.fasta;70.08;732
augustus_H3G905_PHYRM_1.fasta;12.79;641
augustus_BBS7_HUMAN_2.fasta;2.77;721
augustus_F6ZUB8_MACMU_1.fasta;100.0;653
augustus_G1RZS0_NOMLE_2.fasta;56.47;958
augustus_A0A0G4GWT1_VITBC_8.fasta;5.93;540
augustus_BBS4_CAEEL_1.fasta;12.43;523
augustus_D0MT71_PHYIT_3.fasta;9.92;625
augustus_BBS5_CAEEL_3.fasta;4.6;478
augustus_A0A0G4EPB7_VITBC_3.fasta;7.94;252
augustus_J9JNX2_ACYPI_1.fasta;97.8;820
augustus_A0A158NSS3_ATTCE_3.fasta;6.53;337
augustus_A0A0K0JVX7_BRUMA_1.fasta;90.51;590
augustus_I3JZ61_ORENI_1.fasta;31.26;643
augustus_Q295Y8_DROPS_1.fasta;58.94;621
augustus_G3T996_LOXAF_1.fasta;69.46;632
augustus_ARL6_CAEEL_2.fasta;100.0;190
augustus_T0R6X7_9STRA_4.fasta;10.03;369
augustus_W2Z6I3_PHYPR_2.fasta;100.0;188
augustus_I3JGE5_ORENI_1.fasta;90.0;330
augustus_G1TL09_RABIT_1.fasta;99.85;654
augustus_G7PRK5_MACFA_1.fasta;100.0;653
augustus_G1QUW7_NOMLE_1.fasta;73.04;831
augustus_H0XEP4_OTOGA_1.fasta;69.37;715
augustus_W2QE22_PHYPN_2.fasta;5.56;755
augustus_E1BHJ5_BOVIN_1.fasta;32.64;910
augustus_A0A0D9RRT6_CHLSB_1.fasta;74.78;341
augustus_E1BNU6_BOVIN_1.fasta;93.88;572
augustus_F7HEV6_CALJA_1.fasta;93.33;570
augustus_W2RGR2_PHYPN_3.fasta;10.72;485
augustus_Q5XIR2_RAT_2.fasta;10.89;652
augustus_A0A0G4EPB7_VITBC_1.fasta;7.03;626
augustus_G0MEG7_CAEBE_1.fasta;16.99;312
augustus_S9UYL4_9TRYP_1.fasta;100.0;578
augustus_G3P7I9_GASAC_1.fasta;8.07;607
augustus_F7I023_CALJA_1.fasta;73.91;207
augustus_M3WGL7_FELCA_1.fasta;84.59;584
augustus_H2PS04_PONAB_2.fasta;1.83;600
augustus_H2V5Z2_TAKRU_2.fasta;8.79;614
augustus_W2Z9A3_PHYPR_2.fasta;96.04;530
augustus_F2UQ70_SALR5_1.fasta;11.87;396
augustus_B4ME19_DROVI_1.fasta;97.35;491
augustus_A0A0D9QYK6_CHLSB_1.fasta;83.36;721
augustus_Q5XI30_RAT_1.fasta;59.65;570
augustus_A0A0S4JE34_BODSA_3.fasta;9.14;350
augustus_M3WUV2_FELCA_1.fasta;100.0;654
augustus_B4KQ20_DROMO_1.fasta;98.97;484
augustus_A0A067C4C7_SAPPC_2.fasta;7.0;600
augustus_G1PDK6_MYOLU_1.fasta;100.0;570
augustus_A0A0H5S6V4_BRUMA_1.fasta;100.0;476
augustus_LZTL1_HUMAN_2.fasta;99.67;300
augustus_G3NKQ2_GASAC_1.fasta;88.56;568
augustus_W2R9D6_PHYPN_3.fasta;15.65;230
augustus_W6KXN0_9TRYP_1.fasta;14.16;586
augustus_A0A067CA50_SAPPC_2.fasta;11.92;1141
augustus_G1P0F6_MYOLU_1.fasta;64.81;341
augustus_A0A024GPP5_9STRA_2.fasta;16.67;204
augustus_TTC8_CAEEL_2.fasta;60.13;765
augustus_D2VQK4_NAEGR_2.fasta;91.32;691
augustus_A0A067CLP2_SAPPC_1.fasta;15.58;475
augustus_W6L264_9TRYP_1.fasta;9.45;561
augustus_K3WFZ0_PYTUL_1.fasta;8.14;639
augustus_IFT27_BOVIN_1.fasta;83.87;186
augustus_F7DYZ6_XENTR_1.fasta;98.13;588
augustus_F6QP01_XENTR_2.fasta;6.34;726
augustus_H3GA39_PHYRM_2.fasta;9.35;834
augustus_W5J3R5_ANODA_2.fasta;9.33;386
augustus_A0A0G4ILU8_PLABS_1.fasta;10.05;647
augustus_H2MHH5_ORYLA_2.fasta;83.78;592
augustus_B3RWQ3_TRIAD_2.fasta;98.34;181
augustus_B4QJX6_DROSI_3.fasta;3.64;605
augustus_H3GA39_PHYRM_1.fasta;10.7;617
augustus_A0A0G4EFJ8_VITBC_8.fasta;9.14;197
augustus_A0A0G4IMV6_PLABS_3.fasta;15.51;574
augustus_B3MBX5_DROAN_1.fasta;80.52;1191
augustus_G3QI68_GORGO_3.fasta;99.67;300
augustus_D2VIC7_NAEGR_2.fasta;13.12;526
augustus_G1PTC0_MYOLU_1.fasta;88.83;188
augustus_E9ADL1_LEIMA_1.fasta;100.0;186
augustus_H2P491_PONAB_1.fasta;83.6;189
augustus_S9VIN4_9TRYP_1.fasta;100.0;358
augustus_A0A0G4ILU8_PLABS_2.fasta;54.79;982
augustus_R1DSD8_EMIHU_3.fasta;11.23;543
augustus_W2Z6I3_PHYPR_1.fasta;13.98;279
augustus_B3RXC9_TRIAD_1.fasta;87.45;717
augustus_W4G1M5_9STRA_2.fasta;22.46;806
augustus_B3M138_DROAN_1.fasta;54.75;663
augustus_W5KI70_ASTMX_3.fasta;60.77;599
augustus_W5P8L3_SHEEP_2.fasta;36.31;738
augustus_I3KYV4_ORENI_1.fasta;91.15;746
augustus_A0A024TR04_9STRA_2.fasta;65.36;687
augustus_G3RQW7_GORGO_1.fasta;99.85;654
augustus_W4GJ56_9STRA_1.fasta;80.49;738
augustus_G0MEG7_CAEBE_3.fasta;11.45;297
augustus_W2Q1R0_PHYPN_1.fasta;35.12;561
augustus_D0MY10_PHYIT_1.fasta;11.57;743
augustus_A0A0W8C8Z9_PHYNI_2.fasta;100.0;188
augustus_W4FS53_9STRA_3.fasta;6.45;636
augustus_A8JF99_CHLRE_1.fasta;16.54;254
augustus_A0A0G4EFJ8_VITBC_4.fasta;13.33;195
augustus_E3MCR4_CAERE_1.fasta;11.47;375
augustus_A0A067R1E4_ZOONE_2.fasta;66.5;988
augustus_A0A024TR04_9STRA_1.fasta;10.22;636
augustus_H0WRS7_OTOGA_1.fasta;95.48;598
augustus_D4A8B1_RAT_1.fasta;5.57;521
augustus_A0A0S4JE34_BODSA_2.fasta;100.0;344
augustus_G4ZI86_PHYSP_2.fasta;100.0;642
augustus_A0A078A2X5_STYLE_1.fasta;100.0;184
augustus_F6Z5Q1_HORSE_1.fasta;94.83;715
augustus_W5LYF8_LEPOC_1.fasta;73.39;759
augustus_G1RWH4_NOMLE_1.fasta;93.51;570
augustus_H2Y3Y0_CIOSA_1.fasta;70.39;206
augustus_H2MRS1_ORYLA_1.fasta;63.74;342
augustus_G1LJ46_AILME_3.fasta;15.9;887
augustus_K3X2Y2_PYTUL_3.fasta;10.61;509
augustus_F6W3B7_ORNAN_1.fasta;89.25;186
augustus_F7IFY6_CALJA_3.fasta;10.83;748
augustus_A0A0L0HHW9_SPIPN_1.fasta;13.77;639
augustus_Q7QJD7_ANOGA_1.fasta;100.0;604
augustus_E3LQY5_CAERE_1.fasta;11.01;745
augustus_A9V1S9_MONBE_3.fasta;6.44;388
augustus_A0A024GPP5_9STRA_3.fasta;8.88;394
augustus_G1TLB3_RABIT_1.fasta;82.47;194
augustus_V9F6J5_PHYPR_3.fasta;10.08;625
augustus_W5M5Q7_LEPOC_1.fasta;83.36;601
augustus_T0R6X7_9STRA_2.fasta;100.0;349
augustus_M3XVF5_MUSPF_1.fasta;81.41;608
augustus_F1NGP3_CHICK_1.fasta;80.54;591
augustus_A0A0M9GA52_9TRYP_1.fasta;11.22;615
augustus_B4J6Z6_DROGR_1.fasta;84.67;1076
augustus_A0A024TR25_9STRA_4.fasta;7.89;748
augustus_W5L586_ASTMX_2.fasta;2.96;507
augustus_H9GCQ3_ANOCA_1.fasta;93.91;722
augustus_A0A096MTK8_PAPAN_1.fasta;45.64;298
augustus_BBS7_CAEEL_2.fasta;2.5;721
augustus_F2USB8_SALR5_2.fasta;6.78;915
augustus_Q5PR92_DANRE_1.fasta;14.23;260
augustus_IFT27_MOUSE_1.fasta;68.82;186
augustus_H0UV24_CAVPO_4.fasta;4.67;878
augustus_G4ZE33_PHYSP_1.fasta;9.46;698
augustus_G3NM06_GASAC_1.fasta;99.66;298
augustus_BBS2_HUMAN_1.fasta;83.36;721
augustus_W4FRY5_9STRA_2.fasta;6.78;295
augustus_A0A0G4EJP9_VITBC_7.fasta;6.05;463
augustus_G5A9W7_PHYSP_3.fasta;10.09;535
augustus_LZTL1_RAT_1.fasta;96.44;309
augustus_V9F0Z3_PHYPR_1.fasta;7.29;384
augustus_E9AFP5_LEIMA_3.fasta;9.82;611
augustus_L1IIB1_GUITH_1.fasta;13.32;488
augustus_A0A067BYM3_SAPPC_3.fasta;12.33;219
augustus_F2UQ70_SALR5_3.fasta;9.95;392
augustus_A0BPN5_PARTE_1.fasta;10.71;607
augustus_F7B395_MACMU_1.fasta;48.15;918
augustus_ARL6_BOVIN_1.fasta;6.2;258
augustus_A0A0D9RQV3_CHLSB_1.fasta;69.03;930
augustus_E0VP97_PEDHC_1.fasta;7.66;1149
augustus_D0NEL4_PHYIT_3.fasta;12.05;390
augustus_S9W6M0_9TRYP_1.fasta;100.0;358
augustus_H2ZI39_CIOSA_1.fasta;98.3;294
augustus_A2D7W2_TRIVA_2.fasta;100.0;410
augustus_K3WPT3_PYTUL_2.fasta;7.45;738
augustus_F7C4T0_CALJA_1.fasta;62.88;1048
augustus_G3QI68_GORGO_1.fasta;14.95;408
augustus_V9EKV4_PHYPR_3.fasta;93.69;428
augustus_M3ZW06_XIPMA_1.fasta;52.48;564
augustus_H2SDM2_TAKRU_1.fasta;7.75;581
augustus_A0A087YPY0_POEFO_1.fasta;96.61;679
augustus_Q5XIR2_RAT_3.fasta;67.67;600
augustus_A0A024U1E5_9STRA_1.fasta;11.09;478
augustus_A0A0W8CFM7_PHYNI_1.fasta;10.44;642
augustus_G1KRM1_ANOCA_1.fasta;92.54;67
augustus_A4I446_LEIIN_1.fasta;100.0;186
augustus_M3ZUB6_XIPMA_1.fasta;94.85;680
augustus_G3NNG6_GASAC_2.fasta;12.42;459
augustus_D4A4U2_RAT_1.fasta;77.73;741
augustus_A0A0M9G178_9TRYP_2.fasta;100.0;184
augustus_T1ELR8_HELRO_3.fasta;3.01;499
augustus_F2TWK2_SALR5_4.fasta;14.65;512
augustus_A0A067CAA2_SAPPC_1.fasta;8.1;1284
augustus_Q22BU8_TETTS_1.fasta;8.61;592
augustus_D2A192_TRICA_2.fasta;100.0;721
augustus_W2Z9A3_PHYPR_3.fasta;10.08;625
augustus_B4J6Z6_DROGR_2.fasta;3.81;970
augustus_A2E557_TRIVA_2.fasta;100.0;503
augustus_A0A0K0JGJ2_BRUMA_1.fasta;8.57;175
augustus_G3NXV8_GASAC_2.fasta;4.15;506
augustus_W5JPA7_ANODA_2.fasta;3.81;708
augustus_G1R9L0_NOMLE_1.fasta;86.21;573
augustus_F7HDG7_MACMU_1.fasta;65.84;925
augustus_A4I4C4_LEIIN_2.fasta;100.0;855
augustus_B3RXC9_TRIAD_2.fasta;8.39;715
augustus_A0A067CA50_SAPPC_1.fasta;10.68;1301
augustus_F6QFV2_MONDO_1.fasta;100.0;705
augustus_G0MCB1_CAEBE_2.fasta;2.36;721
augustus_F7GJV3_MONDO_1.fasta;95.81;716
augustus_G0NR21_CAEBE_1.fasta;10.27;789
augustus_W3A5U6_PHYPR_1.fasta;10.68;646
augustus_G4ZI86_PHYSP_1.fasta;12.15;831
augustus_G1QXS8_NOMLE_1.fasta;80.66;724
augustus_A4I4C4_LEIIN_1.fasta;6.54;872
augustus_J9K6V4_ACYPI_1.fasta;90.26;349
augustus_H2MKZ4_ORYLA_1.fasta;88.46;962
augustus_M3YV44_MUSPF_1.fasta;80.97;310
augustus_B4QJX6_DROSI_1.fasta;14.54;674
augustus_SDCG8_MOUSE_2.fasta;17.4;747
augustus_A4IDK2_LEIIN_1.fasta;10.82;499
augustus_A0A0L0S8P6_ALLMA_3.fasta;12.3;374
augustus_W2PT12_PHYPN_1.fasta;8.93;459
augustus_E0VEH7_PEDHC_1.fasta;9.22;423
augustus_A0A024TA76_9STRA_2.fasta;55.7;535
augustus_LZTL1_MOUSE_1.fasta;90.97;299
augustus_Q5RA46_PONAB_1.fasta;72.48;505
augustus_H2QWG3_PANTR_1.fasta;73.91;207
augustus_A0A024TA76_9STRA_3.fasta;16.46;577
augustus_A2EQS9_TRIVA_2.fasta;57.65;1294
augustus_I7LWB4_TETTS_1.fasta;100.0;570
augustus_MKKS_MOUSE_1.fasta;59.65;570
augustus_D0MY10_PHYIT_2.fasta;100.0;723
augustus_W5NG86_LEPOC_1.fasta;78.68;577
augustus_PTHB1_MOUSE_2.fasta;31.82;971
augustus_TRI32_MOUSE_1.fasta;100.0;655
augustus_W2Q7F5_PHYPN_1.fasta;13.52;562
augustus_A0A024TR25_9STRA_5.fasta;4.17;719
augustus_W5JIE3_ANODA_1.fasta;97.23;505
augustus_D0NIV2_PHYIT_2.fasta;13.38;837
augustus_B4MRQ8_DROWI_1.fasta;87.44;199
augustus_K2MXI1_TRYCR_2.fasta;100.0;373
augustus_W4FD55_9STRA_3.fasta;83.08;461
augustus_M3XVF5_MUSPF_2.fasta;3.36;596
augustus_A0A0W8C8Z9_PHYNI_1.fasta;13.43;268
augustus_E3LSA6_CAERE_2.fasta;100.0;462
augustus_A0A0G4GYZ9_VITBC_8.fasta;12.82;390
augustus_A0A0L0S8P6_ALLMA_2.fasta;38.04;276
augustus_E1BKZ3_BOVIN_2.fasta;33.16;787
augustus_D2VIC7_NAEGR_1.fasta;33.62;916
augustus_K2NW30_TRYCR_2.fasta;100.0;760
augustus_G3W4X1_SARHA_1.fasta;83.81;593
augustus_H2QMZ4_PANTR_1.fasta;53.97;189
augustus_H0V4D2_CAVPO_1.fasta;83.87;341
augustus_F6UN54_ORNAN_1.fasta;76.05;739
augustus_F6Y677_CIOIN_1.fasta;99.2;502
augustus_G1M0S6_AILME_1.fasta;99.67;299
augustus_E1BN34_BOVIN_2.fasta;45.19;593
augustus_ARL6_DANRE_1.fasta;88.15;211
augustus_S9WLZ2_9TRYP_1.fasta;3.55;591
augustus_V9EKV4_PHYPR_2.fasta;9.79;429
augustus_G1SII1_RABIT_1.fasta;82.79;639
augustus_G4ZW31_PHYSP_1.fasta;37.02;940
augustus_W6KIA6_9TRYP_2.fasta;100.0;582
augustus_G1MMT5_AILME_1.fasta;100.0;655
augustus_T0RY96_9STRA_2.fasta;56.85;869
augustus_W4FRY5_9STRA_1.fasta;12.24;245
augustus_A0A158NSS3_ATTCE_6.fasta;5.64;337
augustus_E1BKZ3_BOVIN_1.fasta;24.73;728
augustus_G3WC39_SARHA_1.fasta;100.0;695
augustus_K1P4M1_CRAGI_1.fasta;100.0;499
augustus_H2MHH5_ORYLA_1.fasta;6.03;564
augustus_A0A024TEN6_9STRA_2.fasta;6.78;605
augustus_H0UU32_CAVPO_1.fasta;77.68;569
augustus_H2T229_TAKRU_2.fasta;89.58;566
augustus_A4HN90_LEIBR_1.fasta;10.99;664
augustus_W4GJ33_9STRA_4.fasta;7.14;714
augustus_W4H8Z6_9STRA_1.fasta;12.93;410
augustus_B3S9A2_TRIAD_2.fasta;15.29;242
augustus_T0QGA8_9STRA_1.fasta;17.29;908
augustus_V9F6J5_PHYPR_1.fasta;13.24;574
augustus_B3RRG2_TRIAD_1.fasta;83.52;916
augustus_A0A067QKD4_ZOONE_3.fasta;3.1;774
augustus_A8HWI3_CHLRE_2.fasta;100.0;352
augustus_K3WFZ0_PYTUL_2.fasta;11.35;652
augustus_A0A139WED1_TRICA_1.fasta;7.67;443
augustus_A0A0W8C8Z9_PHYNI_4.fasta;13.73;306
augustus_BBS4_MOUSE_1.fasta;100.0;520
augustus_A0A096NEP7_PAPAN_1.fasta;50.72;207
augustus_T0QVK2_9STRA_4.fasta;6.99;644
augustus_A0A067C533_SAPPC_3.fasta;11.36;704
augustus_G1QNZ0_NOMLE_1.fasta;83.36;721
augustus_V9EXZ9_PHYPR_2.fasta;100.0;723
