File;%_similarity;Len_prot
augustus_C5K856_PERM5_41.fasta;5.99;784
augustus_A0A067CXS2_SAPPC_44.fasta;8.91;741
augustus_M3WH89_FELCA_98.fasta;49.15;999
augustus_A0A0G4ENF0_VITBC_89.fasta;49.15;0
augustus_X6MMR6_RETFI_26.fasta;6.07;741
augustus_T1ELR8_HELRO_25.fasta;6.78;634
augustus_A8WJB5_CAEBR_12.fasta;12.86;420
augustus_A2FLN7_TRIVA_17.fasta;11.75;451
augustus_F6XCD9_CANLF_23.fasta;37.87;890
augustus_A0A139A4E2_GONPR_6.fasta;9.35;620
augustus_W5JJX1_ANODA_1.fasta;9.35;0
augustus_W2Q6I6_PHYPN_19.fasta;53.06;1387
augustus_W4Y6U2_STRPU_16.fasta;68.12;781
augustus_K7IZ19_NASVI_35.fasta;6.36;723
augustus_F2UKV5_SALR5_101.fasta;19.85;1365
augustus_A0A0W8C8Z9_PHYNI_44.fasta;48.35;364
augustus_E9H9W1_DAPPU_18.fasta;52.16;416
augustus_E3MFS3_CAERE_58.fasta;2.99;737
augustus_A0A096MWX4_PAPAN_4.fasta;50.69;720
augustus_A0A024TXS0_9STRA_32.fasta;14.94;482
augustus_H3CPV7_TETNG_10.fasta;49.09;662
augustus_B4IZI2_DROGR_6.fasta;9.91;696
augustus_H0WSU0_OTOGA_13.fasta;41.41;256
augustus_F6WII2_XENTR_22.fasta;9.38;128
augustus_B4NBA2_DROWI_8.fasta;76.86;994
augustus_H3GVL7_PHYRM_23.fasta;7.34;736
augustus_G3SQS4_LOXAF_7.fasta;88.44;597
augustus_W5KIU0_ASTMX_3.fasta;64.14;541
augustus_F2TWK0_SALR5_11.fasta;9.28;345
augustus_F0YI19_AURAN_29.fasta;30.78;1491
augustus_F7IFY6_CALJA_68.fasta;40.66;1338
augustus_A9V3H9_MONBE_58.fasta;11.32;813
augustus_A0A067BPT6_SAPPC_14.fasta;11.06;407
augustus_A0A067BN65_SAPPC_57.fasta;22.7;1088
augustus_I3MIT5_ICTTR_11.fasta;81.31;519
augustus_K1R468_CRAGI_5.fasta;74.5;200
augustus_C5K856_PERM5_56.fasta;7.32;806
augustus_H3G5F9_PHYRM_63.fasta;22.93;724
augustus_K2NFA3_TRYCR_12.fasta;87.98;757
augustus_FRITZ_DROME_39.fasta;2.94;951
augustus_F7BTA0_HORSE_10.fasta;62.3;122
augustus_R1DH87_EMIHU_18.fasta;28.16;767
augustus_A4IIF7_XENTR_16.fasta;77.22;742
augustus_F6QP01_XENTR_35.fasta;7.71;752
augustus_K2NCL3_TRYCR_16.fasta;85.92;547
augustus_H0XMN1_OTOGA_8.fasta;85.92;0
augustus_F6ZUB8_MACMU_9.fasta;86.98;653
augustus_F7IFY6_CALJA_56.fasta;40.66;1338
augustus_H2YNN2_CIOSA_16.fasta;48.94;470
augustus_B4MMM3_DROWI_55.fasta;58.14;977
augustus_E0V980_PEDHC_5.fasta;92.89;717
augustus_K7J1K7_NASVI_37.fasta;31.09;595
augustus_Q5XIR2_RAT_15.fasta;29.33;600
augustus_G1LG10_AILME_2.fasta;84.31;325
augustus_E0W305_PEDHC_41.fasta;53.35;553
augustus_B3RR15_TRIAD_3.fasta;11.03;662
augustus_W4FS53_9STRA_75.fasta;29.89;1074
augustus_G3PWE1_GASAC_2.fasta;93.44;686
augustus_A0A044T938_ONCVO_33.fasta;64.65;594
augustus_F6PJY2_HORSE_14.fasta;91.3;299
augustus_W5MN19_LEPOC_13.fasta;51.46;342
augustus_T1JL36_STRMM_7.fasta;48.36;244
augustus_A0A0D9RQB1_CHLSB_2.fasta;46.42;713
augustus_IFT74_HUMAN_8.fasta;46.42;0
augustus_A0EIS5_PARTE_1.fasta;51.03;727
augustus_Q9VS19_DROME_70.fasta;56.88;1018
augustus_W2QWY8_PHYPN_80.fasta;48.7;922
augustus_F6TJ94_HORSE_38.fasta;48.78;781
augustus_A0A0G4EP95_VITBC_67.fasta;10.0;680
augustus_V3Z105_LOTGI_12.fasta;10.58;312
augustus_A0EIS5_PARTE_14.fasta;51.03;727
augustus_S9W7J6_9TRYP_4.fasta;88.85;529
augustus_K1RU52_CRAGI_24.fasta;4.41;612
augustus_W5JQZ5_ANODA_29.fasta;65.8;655
augustus_E9GGK3_DAPPU_8.fasta;3.73;670
augustus_A0A0G4GWT1_VITBC_82.fasta;3.73;0
augustus_F1M285_RAT_108.fasta;69.86;939
augustus_T1K902_TETUR_61.fasta;87.24;1050
augustus_W4FHA7_9STRA_66.fasta;58.19;1124
augustus_F1PG86_CANLF_3.fasta;84.28;579
augustus_K1RU52_CRAGI_72.fasta;82.12;688
augustus_A0A024TBC5_9STRA_80.fasta;4.04;1734
augustus_E1BXI4_CHICK_48.fasta;4.04;0
augustus_H3FMD9_PRIPA_14.fasta;82.66;617
augustus_Q2M0T4_DROPS_65.fasta;80.39;724
augustus_C5K856_PERM5_45.fasta;7.32;806
augustus_A0A075B027_9FUNG_52.fasta;36.76;789
augustus_G3S2G4_GORGO_8.fasta;52.11;710
augustus_A4HH78_LEIBR_14.fasta;4.66;879
augustus_H3CW16_TETNG_65.fasta;68.52;610
augustus_G3W779_SARHA_16.fasta;92.89;506
augustus_A0A067QHW0_ZOONE_34.fasta;12.34;389
augustus_B3SAM9_TRIAD_33.fasta;4.01;548
augustus_E3NSB7_CAERE_33.fasta;6.48;633
augustus_B3S5T1_TRIAD_35.fasta;6.48;0
augustus_L1IPS2_GUITH_2.fasta;35.11;470
augustus_D0NMI9_PHYIT_5.fasta;27.01;648
augustus_H0WCG0_CAVPO_54.fasta;27.01;0
augustus_J9EVV2_9SPIT_15.fasta;11.05;389
augustus_C5KJE9_PERM5_23.fasta;3.65;823
augustus_Q7Q1T6_ANOGA_24.fasta;80.88;863
augustus_B4GIM8_DROPE_15.fasta;13.99;243
augustus_E9ADS3_LEIMA_34.fasta;74.1;1031
augustus_E1BKZ3_BOVIN_53.fasta;46.12;787
augustus_G4YNA1_PHYSP_42.fasta;52.22;787
augustus_I3LAV0_PIG_23.fasta;26.26;697
augustus_BBS1_CAEEL_7.fasta;98.61;576
augustus_B3M393_DROAN_50.fasta;58.08;1653
augustus_A0A0G4ITG8_PLABS_14.fasta;3.13;862
augustus_A0A024U1E5_9STRA_86.fasta;23.78;1396
augustus_G1TZP3_RABIT_73.fasta;53.09;889
augustus_H2SZY5_TAKRU_50.fasta;23.8;332
augustus_D0MZ16_PHYIT_59.fasta;23.8;0
augustus_A9UQE8_MONBE_63.fasta;5.8;1432
augustus_H3B2R5_LATCH_47.fasta;75.06;778
augustus_A0A078AXX6_STYLE_6.fasta;62.86;280
augustus_F0Y7H8_AURAN_30.fasta;26.92;1300
augustus_F6T0X5_CIOIN_53.fasta;54.39;535
augustus_H2N0J6_ORYLA_16.fasta;4.61;716
augustus_F6X3T5_HORSE_22.fasta;41.62;877
augustus_A7SJU1_NEMVE_6.fasta;3.33;481
augustus_G0MEG7_CAEBE_69.fasta;37.93;464
augustus_A0A024G196_9STRA_48.fasta;37.93;0
augustus_E9G8C5_DAPPU_70.fasta;66.76;704
augustus_A0A0L0HKI2_SPIPN_33.fasta;32.68;410
augustus_A0A024TR25_9STRA_80.fasta;34.59;1090
augustus_B4IZI2_DROGR_79.fasta;54.37;1041
augustus_H2RCJ0_PANTR_17.fasta;55.44;561
augustus_Q4Q7P7_LEIMA_16.fasta;70.84;830
augustus_F6QE09_CIOIN_1.fasta;7.98;426
augustus_V9EH23_PHYPR_9.fasta;36.82;1570
augustus_T1FEE1_HELRO_15.fasta;8.97;613
augustus_E9H9W1_DAPPU_50.fasta;26.86;849
augustus_A0A078ADS2_STYLE_39.fasta;51.74;719
augustus_A0A087YPY0_POEFO_14.fasta;83.65;679
augustus_G0MLH4_CAEBE_43.fasta;11.48;479
augustus_G0NG53_CAEBE_17.fasta;11.87;758
augustus_A0A096MVJ7_PAPAN_24.fasta;47.07;784
augustus_W2QWY8_PHYPN_89.fasta;46.08;1020
augustus_F2TWK2_SALR5_31.fasta;15.48;620
augustus_A9UYR2_MONBE_23.fasta;3.48;517
augustus_A0A0G4ILH0_PLABS_16.fasta;13.84;318
augustus_K7JBD5_NASVI_84.fasta;9.8;500
augustus_F4PDD1_BATDJ_28.fasta;9.04;675
augustus_W2ZMB5_PHYPR_44.fasta;57.52;1163
augustus_B7PGX0_IXOSC_31.fasta;36.45;203
augustus_A0A0W8CKJ4_PHYNI_24.fasta;8.85;938
augustus_CH037_BOVIN_10.fasta;85.02;207
augustus_H0V4D2_CAVPO_13.fasta;80.06;341
augustus_V9G0L5_PHYPR_12.fasta;11.56;597
augustus_E0VBP2_PEDHC_57.fasta;68.96;654
augustus_A0A0D9R018_CHLSB_12.fasta;64.4;559
augustus_W5J3B6_ANODA_3.fasta;89.61;1347
augustus_D6WSV9_TRICA_60.fasta;67.27;990
augustus_A0A067QWM4_ZOONE_39.fasta;81.35;847
augustus_W2ZMB5_PHYPR_28.fasta;58.07;1128
augustus_B3M8B7_DROAN_67.fasta;62.72;920
augustus_W5LLH1_ASTMX_18.fasta;96.92;585
augustus_A0A0G4FM83_VITBC_57.fasta;7.69;702
augustus_D0NIV2_PHYIT_39.fasta;7.69;0
augustus_K3X8B7_PYTUL_93.fasta;36.34;1417
augustus_A4H8R6_LEIBR_28.fasta;69.69;254
augustus_V4BDA4_LOTGI_15.fasta;90.99;666
augustus_FRITZ_MOUSE_31.fasta;90.99;0
augustus_A0A078BAX5_STYLE_44.fasta;78.79;943
augustus_A0A067BUM2_SAPPC_40.fasta;23.27;1285
augustus_G0MCB1_CAEBE_60.fasta;23.27;0
augustus_H3ACW2_LATCH_9.fasta;90.18;713
augustus_A0A067R4F6_ZOONE_43.fasta;90.18;0
augustus_A9US50_MONBE_71.fasta;44.82;1109
augustus_T1IP28_STRMM_9.fasta;10.63;414
augustus_K1QAN9_CRAGI_8.fasta;28.67;1751
augustus_B4QVM9_DROSI_32.fasta;46.64;714
augustus_Q4E4V4_TRYCC_56.fasta;62.61;920
augustus_M3W9S7_FELCA_6.fasta;48.07;570
augustus_F6QX88_CIOIN_5.fasta;96.6;588
augustus_S9WFZ2_9TRYP_5.fasta;83.81;210
augustus_W5P8L3_SHEEP_68.fasta;63.33;739
augustus_G1QY66_NOMLE_4.fasta;51.03;341
augustus_U3JY08_FICAL_48.fasta;31.09;669
augustus_A0A0R4IUZ0_DANRE_20.fasta;58.39;298
augustus_K7JBG2_NASVI_9.fasta;80.69;580
augustus_K7FNG7_PELSI_13.fasta;57.33;307
augustus_G3QKV3_GORGO_3.fasta;62.98;570
augustus_Q4E5P7_TRYCC_2.fasta;12.31;455
augustus_H3H3M3_PHYRM_89.fasta;36.69;1431
augustus_H2YKL4_CIOSA_21.fasta;7.17;516
augustus_F6V8F4_CIOIN_19.fasta;15.64;243
augustus_A0A139AXF2_GONPR_35.fasta;16.64;1256
augustus_M3YV44_MUSPF_11.fasta;58.86;299
augustus_A0A0G2JUD0_RAT_17.fasta;74.59;795
augustus_Q5XIR2_RAT_51.fasta;36.74;607
augustus_C5K856_PERM5_15.fasta;2.81;784
augustus_B4H6Z9_DROPE_36.fasta;92.77;1038
augustus_B4LTL5_DROVI_55.fasta;68.86;729
augustus_H3G2I6_PRIPA_30.fasta;12.58;302
augustus_B3M8B7_DROAN_32.fasta;64.77;877
augustus_W6LGD6_9TRYP_34.fasta;82.89;450
augustus_H3G905_PHYRM_63.fasta;36.74;1312
augustus_A2EVS0_TRIVA_14.fasta;9.6;396
augustus_F1M285_RAT_75.fasta;59.47;834
augustus_W4Y9Z5_STRPU_4.fasta;81.31;535
augustus_E3M4Z1_CAERE_111.fasta;71.14;939
augustus_E7EZE3_DANRE_3.fasta;88.68;583
augustus_G1RZS0_NOMLE_27.fasta;2.79;895
augustus_J9K409_ACYPI_17.fasta;4.78;439
augustus_BBS1_CAEEL_23.fasta;98.61;576
augustus_A0A0L0RX02_ALLMA_30.fasta;14.4;257
augustus_A0A0G4GWT1_VITBC_20.fasta;14.4;0
augustus_V6LQF6_9EUKA_14.fasta;15.48;504
augustus_I3MFS4_ICTTR_65.fasta;60.59;680
augustus_K7JBG2_NASVI_17.fasta;80.69;580
augustus_A0A0M9G8H0_9TRYP_28.fasta;72.99;1181
augustus_A0A0G4IMV6_PLABS_62.fasta;63.93;657
augustus_H2MJA1_ORYLA_19.fasta;92.76;718
augustus_X6MBP4_RETFI_28.fasta;47.64;573
augustus_A0A067R1E4_ZOONE_41.fasta;3.24;740
augustus_B3RRG2_TRIAD_13.fasta;84.36;908
augustus_E9HLA0_DAPPU_69.fasta;36.46;724
augustus_FRITZ_DROME_19.fasta;2.94;951
augustus_A0A067BK52_SAPPC_10.fasta;13.0;954
augustus_B4M869_DROVI_16.fasta;86.32;658
augustus_PTHB1_MOUSE_92.fasta;51.95;1049
augustus_B4MW67_DROWI_14.fasta;93.19;925
augustus_S9UYL4_9TRYP_3.fasta;98.27;578
augustus_A0A067RAV1_ZOONE_57.fasta;98.27;0
augustus_A0A024TBC5_9STRA_67.fasta;4.04;1734
augustus_T1G9V1_HELRO_39.fasta;6.36;723
augustus_I3IWV9_ORENI_10.fasta;75.16;769
augustus_PTHB1_MOUSE_27.fasta;3.26;890
augustus_K7J2H3_NASVI_16.fasta;92.12;723
augustus_A0A0D9R018_CHLSB_35.fasta;52.28;702
augustus_H3DXJ0_PRIPA_44.fasta;77.4;354
augustus_C5K856_PERM5_33.fasta;5.99;784
augustus_M3WH89_FELCA_87.fasta;49.15;999
augustus_W4FD55_9STRA_90.fasta;30.69;1020
augustus_I3KSH0_ORENI_12.fasta;93.62;596
augustus_F5HK34_ANOGA_57.fasta;9.78;920
augustus_F7HEV6_CALJA_17.fasta;82.28;570
augustus_K3WTZ6_PYTUL_32.fasta;7.75;516
augustus_A0A044T938_ONCVO_13.fasta;79.83;466
augustus_A0A0N0VDQ8_9TRYP_33.fasta;71.68;519
augustus_B5DUR3_DROPS_31.fasta;41.11;450
augustus_A0A0G4IN17_PLABS_54.fasta;19.61;1168
augustus_B3MEQ1_DROAN_9.fasta;96.71;486
augustus_A0A067R4F6_ZOONE_82.fasta;96.71;0
augustus_A9UVT9_MONBE_57.fasta;24.37;1633
augustus_B7PSD9_IXOSC_2.fasta;24.37;0
augustus_A4IBV8_LEIIN_36.fasta;65.51;867
augustus_Q4Q1J3_LEIMA_13.fasta;9.46;497
augustus_F6QMY3_MONDO_11.fasta;54.71;223
augustus_A0A067R087_ZOONE_26.fasta;11.44;402
augustus_L1IIB1_GUITH_26.fasta;9.65;487
augustus_A7S5W5_NEMVE_28.fasta;80.53;606
augustus_BBS4_CAEEL_72.fasta;44.6;834
augustus_B4G899_DROPE_20.fasta;66.91;556
augustus_A0A132A941_SARSC_54.fasta;52.08;891
augustus_A0A0L0TBM7_ALLMA_69.fasta;52.08;0
augustus_B4MMM3_DROWI_24.fasta;6.79;722
augustus_V9F0Z3_PHYPR_8.fasta;8.46;331
augustus_V3Z105_LOTGI_35.fasta;10.58;312
augustus_A0A0N0DVH7_9TRYP_24.fasta;67.55;986
augustus_A0A0W8C8Z9_PHYNI_43.fasta;48.35;364
augustus_B3M8B7_DROAN_45.fasta;64.77;877
augustus_K3X3B3_PYTUL_26.fasta;44.48;616
augustus_T0QML0_9STRA_66.fasta;12.06;771
augustus_A0A0G4EJS8_VITBC_50.fasta;12.06;0
augustus_L7N1T4_MYOLU_15.fasta;91.26;515
augustus_A0A0G4EFJ8_VITBC_62.fasta;13.17;410
augustus_C5LJ88_PERM5_102.fasta;13.17;0
augustus_B4J623_DROGR_13.fasta;38.61;202
augustus_IFT74_CHLRE_77.fasta;83.31;689
augustus_C5KCZ4_PERM5_64.fasta;4.06;1306
augustus_L1JKF8_GUITH_49.fasta;45.71;455
augustus_D0MXK6_PHYIT_36.fasta;49.08;760
augustus_K3WUB9_PYTUL_81.fasta;52.26;1018
augustus_A0A0W8BYL7_PHYNI_39.fasta;9.55;1037
augustus_G0MCB1_CAEBE_4.fasta;9.55;0
augustus_G5C8Q6_HETGA_13.fasta;46.63;341
augustus_I3IYB2_ORENI_17.fasta;84.02;782
augustus_G1TZP3_RABIT_76.fasta;53.09;889
augustus_D0MZ16_PHYIT_45.fasta;53.09;0
augustus_B4IGG4_DROSE_35.fasta;65.7;1038
augustus_K1QNC8_CRAGI_20.fasta;91.92;767
augustus_K1RF96_CRAGI_110.fasta;44.41;1423
augustus_T1G1W0_HELRO_8.fasta;57.66;933
augustus_Q9VF13_DROME_35.fasta;63.18;1176
augustus_A0A0N0P4P7_LEPSE_24.fasta;70.08;254
augustus_A0A0N0DVH7_9TRYP_7.fasta;8.91;763
augustus_B4KRF7_DROMO_22.fasta;93.55;992
augustus_G3PWT5_GASAC_34.fasta;79.14;719
augustus_E3MFS3_CAERE_2.fasta;2.99;737
augustus_G0MCB1_CAEBE_81.fasta;2.99;0
augustus_ARL6_BOVIN_10.fasta;6.54;214
augustus_A0A067CKY6_SAPPC_13.fasta;12.74;361
augustus_V9EKV4_PHYPR_60.fasta;58.47;655
augustus_D6W797_TRICA_64.fasta;34.21;833
augustus_U3K0T5_FICAL_6.fasta;95.83;695
augustus_A0A0G4IPH3_PLABS_24.fasta;13.52;392
augustus_A0A0G4IR91_PLABS_30.fasta;15.65;735
augustus_H2YQF5_CIOSA_6.fasta;93.12;189
augustus_A0A0H5S6V4_BRUMA_33.fasta;73.22;646
augustus_M3XVF5_MUSPF_59.fasta;73.22;0
augustus_LZTL1_RAT_4.fasta;85.11;309
augustus_IFT74_MOUSE_1.fasta;29.33;600
augustus_J9JLI4_ACYPI_8.fasta;4.8;563
augustus_V5DUI8_TRYCR_20.fasta;74.54;762
augustus_T1G3W6_HELRO_7.fasta;63.11;702
augustus_H3ACW2_LATCH_7.fasta;90.18;713
augustus_A9V1S9_MONBE_81.fasta;15.78;1109
augustus_F0YIA4_AURAN_53.fasta;57.23;788
augustus_G3NXV8_GASAC_9.fasta;57.23;0
augustus_A0A0W8CRE0_PHYNI_90.fasta;46.71;1017
augustus_A0A0G4J500_PLABS_7.fasta;7.21;763
augustus_H9GBY2_ANOCA_74.fasta;45.82;1041
augustus_W4FHA7_9STRA_4.fasta;6.79;913
augustus_F2UP53_SALR5_60.fasta;18.51;821
augustus_A8IYF1_CHLRE_13.fasta;67.32;407
augustus_D0P4B2_PHYIT_69.fasta;48.25;829
augustus_A0A067BQG6_SAPPC_40.fasta;55.65;469
augustus_A4HVW2_LEIIN_22.fasta;31.08;251
augustus_D0NMI9_PHYIT_12.fasta;27.01;648
augustus_F6WII2_XENTR_16.fasta;9.38;128
augustus_C5LJ88_PERM5_8.fasta;5.28;360
augustus_T1J0I5_STRMM_5.fasta;11.54;390
augustus_H9IZS9_BOMMO_6.fasta;75.32;543
augustus_H2PS04_PONAB_25.fasta;75.32;0
augustus_IFT27_CHLRE_15.fasta;75.32;0
augustus_A0A067CVF7_SAPPC_77.fasta;31.96;1017
augustus_Q17IM4_AEDAE_32.fasta;57.32;157
augustus_IFT74_MOUSE_19.fasta;29.33;600
augustus_H2LGU6_ORYLA_87.fasta;25.39;705
augustus_B0X8D9_CULQU_10.fasta;76.97;356
augustus_W2Y705_PHYPR_61.fasta;44.86;925
augustus_V3Z105_LOTGI_29.fasta;10.58;312
augustus_V4AJL1_LOTGI_1.fasta;85.48;799
augustus_C5KCZ4_PERM5_101.fasta;25.04;1306
augustus_G0NR21_CAEBE_4.fasta;10.22;802
augustus_C5KJE9_PERM5_166.fasta;25.92;1115
augustus_F7IDY9_CALJA_15.fasta;83.7;632
augustus_A8JDM5_CHLRE_42.fasta;24.51;1877
augustus_E0VZH2_PEDHC_10.fasta;50.72;769
augustus_G3N7I2_GASAC_26.fasta;36.16;614
augustus_K1RF96_CRAGI_8.fasta;12.98;955
