File;%_similarity;Len_prot
F6PJY2_HORSE_1.fasta;4.37;4783
D0N9B8_PHYIT_5.fasta;5.24;1068
I3MKN1_ICTTR_2.fasta;9.75;944
Q9VPP9_DROME_4.fasta;26.63;766
A0A0S4IWH2_BODSA_3.fasta;4.62;541
A0A0W8CRE0_PHYNI_1.fasta;13.95;602
E2RG29_CANLF_3.fasta;15.31;640
G1R2E6_NOMLE_2.fasta;3.02;4107
ARL6_CAEBR_3.fasta;25.28;360
D6WUJ1_TRICA_3.fasta;9.59;740
J9KWP6_ACYPI_1.fasta;22.02;1126
G1LFS2_AILME_1.fasta;0.57;107221
W5PLE6_SHEEP_1.fasta;1.71;4043
F6UML6_ORNAN_1.fasta;9.77;1843
A0A0W8CFM7_PHYNI_2.fasta;8.33;936
V4BDA4_LOTGI_3.fasta;8.12;1822
Q9VPP9_DROME_1.fasta;9.22;1150
H2YQF5_CIOSA_1.fasta;18.25;400
B4IDB2_DROSE_3.fasta;13.94;1205
W2YN75_PHYPR_1.fasta;9.25;757
B4HPG5_DROSE_4.fasta;10.32;310
H3DHP5_TETNG_2.fasta;22.12;850
F4NSL0_BATDJ_8.fasta;4.76;462
W5K9G7_ASTMX_3.fasta;7.28;1786
A4HN90_LEIBR_1.fasta;5.2;596
W5JQZ5_ANODA_1.fasta;12.23;515
A0A0N0VDQ8_9TRYP_3.fasta;61.0;723
E3MCR4_CAERE_3.fasta;15.99;469
A7S5W5_NEMVE_1.fasta;66.9;870
H3G905_PHYRM_3.fasta;12.71;598
A0A0M9GAT6_9TRYP_2.fasta;14.17;882
T1FZ41_HELRO_2.fasta;6.1;1180
A0A0W8BYL7_PHYNI_3.fasta;6.65;1324
T1IN54_STRMM_3.fasta;27.65;727
V9F6J5_PHYPR_1.fasta;14.85;613
A2EVS0_TRIVA_7.fasta;7.1;563
A9UW13_MONBE_3.fasta;8.21;1401
T1IEA4_RHOPR_3.fasta;13.02;768
B3RPI2_TRIAD_3.fasta;10.77;1096
A8XRG6_CAEBR_1.fasta;10.24;1582
Q4D092_TRYCC_2.fasta;8.74;183
H2Y3Y0_CIOSA_1.fasta;6.02;913
A0A0L0S0V9_ALLMA_7.fasta;7.41;499
B7Q560_IXOSC_2.fasta;4.42;5003
M3ZIL2_XIPMA_3.fasta;12.46;1276
T1IN54_STRMM_5.fasta;15.59;789
B3MUH4_DROAN_2.fasta;7.77;631
A0A087YNL7_POEFO_2.fasta;7.58;1556
H2T1G8_TAKRU_3.fasta;3.76;1755
T1J0I5_STRMM_4.fasta;3.72;2016
M3X7G4_FELCA_3.fasta;6.96;1264
I3KYQ8_ORENI_1.fasta;49.0;1300
K1QDK8_CRAGI_2.fasta;14.92;1837
F6UBH2_MONDO_2.fasta;5.39;2615
A0A087Y1G8_POEFO_4.fasta;9.62;1144
W6LGD6_9TRYP_6.fasta;14.08;419
F6T0X5_CIOIN_2.fasta;3.93;4100
A0A158NBF3_ATTCE_4.fasta;13.79;1218
G3NNG6_GASAC_2.fasta;6.99;1360
W6KMB3_9TRYP_1.fasta;16.3;736
S9U312_9TRYP_1.fasta;86.87;518
G3SZ68_LOXAF_1.fasta;2.18;12648
A4HKB1_LEIBR_3.fasta;14.73;1086
D2VRF8_NAEGR_6.fasta;15.32;1012
G4ZE33_PHYSP_5.fasta;14.95;649
A0A0M9G8H0_9TRYP_1.fasta;13.98;966
A0A0W8BXS2_PHYNI_1.fasta;8.54;1662
A0A067R087_ZOONE_1.fasta;12.83;421
I3JZ61_ORENI_3.fasta;8.96;3080
G1KMJ2_ANOCA_3.fasta;3.64;2197
K7J1K7_NASVI_1.fasta;8.55;760
A0A0M9GA52_9TRYP_7.fasta;11.56;839
B4M537_DROVI_1.fasta;7.3;781
ARL6_DANRE_1.fasta;5.0;1060
A2EQS9_TRIVA_2.fasta;11.4;1167
H2TTM2_TAKRU_3.fasta;16.28;768
A2E557_TRIVA_5.fasta;10.28;545
A0A139APA4_GONPR_6.fasta;7.89;672
A0A0S4IWH2_BODSA_2.fasta;11.09;685
K7IMU7_NASVI_1.fasta;15.74;610
G0NZF3_CAEBE_7.fasta;4.73;761
E7F9Q9_DANRE_1.fasta;2.29;20307
A0A0G4G617_VITBC_1.fasta;3.46;1908
A8IYF1_CHLRE_6.fasta;5.91;1641
A0A0D9QYN2_CHLSB_3.fasta;1.04;2010
F7IFY6_CALJA_1.fasta;3.67;12028
A4HSR6_LEIIN_3.fasta;5.0;1379
E3LQY5_CAERE_3.fasta;38.71;948
T1J8I6_STRMM_9.fasta;6.66;1277
H2LGU6_ORYLA_2.fasta;7.22;1149
A0A067CKY6_SAPPC_3.fasta;14.2;317
F7G484_MACMU_1.fasta;2.06;7273
K7GB43_PELSI_1.fasta;14.15;1385
D6WZ82_TRICA_4.fasta;8.68;1314
J9JNX2_ACYPI_2.fasta;12.13;841
B4G8S5_DROPE_3.fasta;13.81;1130
A0A132AMT7_SARSC_2.fasta;9.64;747
A0A0M9GA52_9TRYP_2.fasta;5.36;1007
H2MHH5_ORYLA_3.fasta;7.24;2499
H2V5Z2_TAKRU_1.fasta;8.16;3762
A2F554_TRIVA_2.fasta;11.97;259
M3XU97_MUSPF_1.fasta;1.38;12387
K7J2U6_NASVI_4.fasta;5.76;2032
A0A067BPT6_SAPPC_6.fasta;7.77;592
W5LRM0_ASTMX_1.fasta;11.14;1248
E9GL43_DAPPU_2.fasta;28.03;1862
F2UQ70_SALR5_7.fasta;6.74;341
G5AEA7_PHYSP_2.fasta;7.14;574
A0A067CXS2_SAPPC_4.fasta;5.99;734
A0A0W8B5F2_PHYNI_3.fasta;7.41;931
W4YQE9_STRPU_1.fasta;5.92;2668
G3W779_SARHA_1.fasta;2.39;15342
W5JX09_ANODA_1.fasta;11.69;522
W4YQA9_STRPU_2.fasta;1.27;2681
B3RIN7_TRIAD_6.fasta;5.25;1048
E3MCR4_CAERE_4.fasta;9.31;494
I3JQB2_ORENI_4.fasta;4.81;1144
A0A0G4J500_PLABS_4.fasta;3.3;727
A8XRG6_CAEBR_6.fasta;8.25;764
H2T0R0_TAKRU_3.fasta;11.95;1163
A9V3H9_MONBE_1.fasta;8.81;976
Q4E4V4_TRYCC_3.fasta;12.38;800
ARL6_CAEEL_3.fasta;10.7;458
G3QMT8_GORGO_1.fasta;2.18;16781
Q28WL3_DROPS_3.fasta;5.29;1020
W6KG70_9TRYP_6.fasta;13.39;732
G3VFR9_SARHA_2.fasta;11.98;1477
K3WFZ0_PYTUL_4.fasta;7.79;912
H2YQF5_CIOSA_2.fasta;4.85;1113
H2RV16_TAKRU_3.fasta;6.02;1844
G3WC39_SARHA_1.fasta;8.53;1008
F6SS62_MONDO_1.fasta;2.96;3037
A0A0L0HHW9_SPIPN_1.fasta;13.48;838
G3S2X3_GORGO_1.fasta;12.56;1178
F4NSL0_BATDJ_9.fasta;8.8;1091
A8X7A4_CAEBR_7.fasta;4.61;564
W5JPA7_ANODA_2.fasta;12.33;1079
A0A0S4IYJ2_BODSA_1.fasta;12.0;883
F5HK34_ANOGA_2.fasta;5.0;680
H3D6A2_TETNG_2.fasta;9.36;1282
F1SKJ7_PIG_1.fasta;1.76;6836
B3M8B7_DROAN_2.fasta;14.75;827
A0A158N997_ATTCE_2.fasta;11.74;2130
A2E557_TRIVA_1.fasta;9.61;760
A0A0G4F9D8_VITBC_4.fasta;8.16;1654
H0V1I4_CAVPO_1.fasta;5.37;9333
A8Y3D5_CAEBR_1.fasta;5.66;2597
A0A0L0HHW9_SPIPN_6.fasta;3.14;606
A2ERA0_TRIVA_6.fasta;10.34;522
A0A0G4ENF0_VITBC_2.fasta;31.56;1676
A0A0D9S9R9_CHLSB_1.fasta;19.17;3704
Q29MT0_DROPS_1.fasta;8.75;2504
G5AEA7_PHYSP_4.fasta;3.54;1411
Q17MR4_AEDAE_1.fasta;56.31;895
V4C0L9_LOTGI_2.fasta;4.38;1095
A9URF3_MONBE_4.fasta;8.27;689
D6WSV9_TRICA_5.fasta;7.16;1550
S9UUW0_9TRYP_1.fasta;15.14;568
G1KX11_ANOCA_2.fasta;11.66;223
H9GKS6_ANOCA_1.fasta;7.27;3246
A9UU67_MONBE_3.fasta;4.79;2048
B4MJU3_DROWI_1.fasta;12.67;1113
H3F5B6_PRIPA_7.fasta;14.04;855
H2SZY5_TAKRU_2.fasta;4.67;535
B4KFI6_DROMO_3.fasta;10.75;707
E0VL22_PEDHC_2.fasta;2.02;1929
G3TIP0_LOXAF_2.fasta;11.2;1321
A0A0G4EPB7_VITBC_2.fasta;12.57;732
G0P085_CAEBE_8.fasta;9.26;1393
V5B464_TRYCR_1.fasta;9.23;650
E9G067_DAPPU_1.fasta;3.43;1194
G1KJQ1_ANOCA_1.fasta;29.67;2238
H9GC07_ANOCA_1.fasta;4.34;1868
A0A096P1E7_PAPAN_2.fasta;4.56;1492
K3WUB9_PYTUL_3.fasta;33.93;1621
A0A067R1E4_ZOONE_1.fasta;13.77;3464
F1QCQ8_DANRE_2.fasta;7.84;1442
A4HN90_LEIBR_2.fasta;10.08;665
W5JDQ4_ANODA_1.fasta;12.02;1215
D2UZG5_NAEGR_1.fasta;10.94;393
A0A024G8A2_9STRA_1.fasta;14.4;625
A4HX34_LEIIN_1.fasta;8.82;431
W6KU64_9TRYP_4.fasta;15.86;227
A0A024G8J4_9STRA_2.fasta;9.84;803
G0MY08_CAEBE_2.fasta;8.63;556
B3SAM9_TRIAD_5.fasta;19.89;1428
G1S9G6_NOMLE_1.fasta;7.78;3444
C5LJ88_PERM5_3.fasta;11.57;363
W5JQZ5_ANODA_6.fasta;8.5;459
A2D7W2_TRIVA_2.fasta;11.79;619
Q7QJD7_ANOGA_1.fasta;14.98;801
A0A139APA4_GONPR_4.fasta;35.01;734
K7IUM7_NASVI_1.fasta;5.17;1199
CH037_MOUSE_1.fasta;1.69;7523
A7S9V7_NEMVE_3.fasta;10.67;1659
G1LVU0_AILME_1.fasta;3.32;7479
B3MUA1_DROAN_2.fasta;7.54;1711
T1JYJ2_TETUR_6.fasta;7.89;621
A0A0G4FM83_VITBC_3.fasta;15.75;438
PTHB1_CAEEL_5.fasta;7.51;1585
H2ZYI3_LATCH_1.fasta;8.38;1086
B4QJX6_DROSI_2.fasta;1.82;606
A0A0N1PFT7_LEPSE_2.fasta;14.02;1177
B3SAM9_TRIAD_3.fasta;15.07;617
V3ZX09_LOTGI_2.fasta;2.61;2110
A0A0G4J0S8_PLABS_5.fasta;6.97;717
H3CFW0_TETNG_4.fasta;9.61;1228
K3X2Y2_PYTUL_1.fasta;11.68;394
K7IUM7_NASVI_7.fasta;6.85;1241
H3DXJ0_PRIPA_5.fasta;5.59;322
B4MMM3_DROWI_2.fasta;23.47;784
H0WTY6_OTOGA_1.fasta;1.47;32293
A0A139APA4_GONPR_8.fasta;14.27;827
G4VQ40_SCHMA_2.fasta;8.42;3775
A0A087YC70_POEFO_2.fasta;5.61;4924
B4IGG4_DROSE_2.fasta;10.74;1034
A0A0G4IXU6_PLABS_1.fasta;6.93;505
W2Z794_PHYPR_1.fasta;13.7;343
T0QGA8_9STRA_3.fasta;5.82;653
G3NM06_GASAC_2.fasta;6.99;1430
W6KEL0_9TRYP_1.fasta;2.04;2545
W6KHM9_9TRYP_2.fasta;8.39;822
E9HBN7_DAPPU_1.fasta;15.12;496
V3ZL20_LOTGI_3.fasta;6.97;2209
TRI32_HUMAN_1.fasta;5.69;4623
H3DXJ0_PRIPA_2.fasta;8.47;649
I3MIT5_ICTTR_1.fasta;1.74;18416
BBS4_CAEEL_1.fasta;14.07;782
H3B555_LATCH_1.fasta;3.15;11051
H2QDI7_PANTR_1.fasta;6.9;4496
W5JIE3_ANODA_1.fasta;7.84;1466
H3DXJ0_PRIPA_7.fasta;18.39;707
J9JV08_ACYPI_2.fasta;21.69;1909
F1N626_BOVIN_1.fasta;1.56;29429
G3VZE5_SARHA_1.fasta;0.82;77473
E3LTH5_CAERE_7.fasta;6.51;1491
H2Y5K1_CIOSA_1.fasta;6.91;5874
B7PGX0_IXOSC_2.fasta;9.14;383
A9UQE8_MONBE_3.fasta;6.88;1425
U3KCY4_FICAL_1.fasta;2.66;12052
T1L0Y2_TETUR_5.fasta;12.77;830
W2ZMB5_PHYPR_3.fasta;16.0;806
I3MEL8_ICTTR_1.fasta;8.95;3641
W5M531_LEPOC_3.fasta;9.71;1731
G4YNA1_PHYSP_5.fasta;9.15;601
F6TUH0_HORSE_2.fasta;57.36;1182
B0WVV4_CULQU_1.fasta;26.82;384
B4GFI4_DROPE_4.fasta;13.85;455
H2MAJ8_ORYLA_2.fasta;10.98;783
BBS2_CAEEL_1.fasta;6.46;1951
M3Y3G7_MUSPF_1.fasta;0.6;86691
A0A0G4GYZ9_VITBC_6.fasta;10.44;795
Q4QEM9_LEIMA_2.fasta;54.01;337
BBS5_CAEEL_2.fasta;15.68;963
L1J7Q0_GUITH_2.fasta;8.76;833
D2VIC7_NAEGR_8.fasta;7.81;1139
E1C569_CHICK_1.fasta;4.89;1962
BBS5_HUMAN_2.fasta;3.99;2055
Q4QGM5_LEIMA_1.fasta;15.35;632
F4PDD1_BATDJ_2.fasta;4.01;1222
E1C569_CHICK_3.fasta;5.12;2205
W4XP81_STRPU_1.fasta;22.87;2575
E7EZE3_DANRE_2.fasta;5.99;2236
B4MW67_DROWI_2.fasta;24.18;1741
E0VP97_PEDHC_4.fasta;7.84;2423
H2V9K1_TAKRU_1.fasta;3.34;2486
T1IN54_STRMM_4.fasta;13.6;956
H2N1F5_ORYLA_2.fasta;10.5;1067
G3QXK4_GORGO_1.fasta;0.61;80372
A0A0N1PCK5_LEPSE_4.fasta;9.15;1158
A0A0D9QYN2_CHLSB_2.fasta;0.77;2455
E1BR95_CHICK_3.fasta;5.78;2301
B3SAM9_TRIAD_6.fasta;8.84;1211
A0A0L0CAS7_LUCCU_1.fasta;9.89;2436
A0A090LBV3_STRRB_6.fasta;6.35;866
A4HP97_LEIBR_2.fasta;12.08;621
I3J4U2_ORENI_1.fasta;2.67;2021
Q7QKB4_ANOGA_4.fasta;11.76;2057
A0A0N0DTJ9_9TRYP_5.fasta;13.47;750
Q4QJ54_LEIMA_3.fasta;5.99;1203
B4HV21_DROSE_2.fasta;13.4;918
E2R962_CANLF_1.fasta;6.45;2636
K2MSG2_TRYCR_3.fasta;10.84;738
F1NGP3_CHICK_3.fasta;5.6;2411
T1J4V7_STRMM_1.fasta;11.41;333
G4YHC7_PHYSP_5.fasta;6.95;748
D0N9B8_PHYIT_3.fasta;11.99;492
F0YAJ5_AURAN_5.fasta;4.8;354
A0A0S4KLB5_BODSA_3.fasta;6.62;589
W6LGD6_9TRYP_4.fasta;14.63;492
F7CDR8_HORSE_1.fasta;0.72;5418
A4HVW2_LEIIN_2.fasta;4.42;951
A0A0G4J0S8_PLABS_6.fasta;12.97;748
A0A158NBF3_ATTCE_1.fasta;14.38;772
F6W3E7_CALJA_1.fasta;0.27;159634
T1J8I6_STRMM_6.fasta;4.21;594
W5KEJ5_ASTMX_2.fasta;13.21;2051
H3CPV7_TETNG_1.fasta;8.27;1886
B7PSD9_IXOSC_4.fasta;3.03;2278
H0V4D2_CAVPO_1.fasta;9.51;536
G3P7I9_GASAC_2.fasta;14.33;649
G1R9L0_NOMLE_2.fasta;5.19;2312
B3M8B7_DROAN_5.fasta;13.69;796
T1IP28_STRMM_3.fasta;8.38;513
B4I7P4_DROSE_4.fasta;10.71;1008
G4ZRE7_PHYSP_4.fasta;5.56;756
J9K409_ACYPI_2.fasta;5.87;562
ARL6_DANRE_3.fasta;4.59;1045
E3LZ78_CAERE_5.fasta;12.04;623
M3ZUZ2_XIPMA_3.fasta;6.43;1990
Q4DNK9_TRYCC_3.fasta;9.58;1294
V4B2U3_LOTGI_4.fasta;10.06;1123
V5DUI8_TRYCR_1.fasta;11.09;622
A2DWY6_TRIVA_2.fasta;11.07;488
W5NE82_LEPOC_1.fasta;2.25;15989
W2YN75_PHYPR_5.fasta;8.27;1402
B4M537_DROVI_3.fasta;8.23;924
H3GA73_PHYRM_2.fasta;15.06;724
V5BJR9_TRYCR_1.fasta;15.45;382
H3A6Z7_LATCH_1.fasta;13.5;637
C5LJ88_PERM5_1.fasta;6.6;1243
A0A0G4GYZ9_VITBC_8.fasta;9.3;828
B0WHK9_CULQU_2.fasta;14.4;507
M3WGL7_FELCA_2.fasta;10.19;1060
S9U239_9TRYP_1.fasta;15.15;812
R1FEM0_EMIHU_3.fasta;16.17;1113
A7S6S2_NEMVE_1.fasta;16.02;1186
E0V980_PEDHC_3.fasta;10.23;1623
T1G3W6_HELRO_1.fasta;8.25;1054
A0A0G4FM83_VITBC_1.fasta;13.65;403
F1Q9F8_DANRE_1.fasta;8.38;1789
T1FAN3_HELRO_1.fasta;3.26;276
F4PEA0_BATDJ_2.fasta;1.53;587
W2Q9Y5_PHYPN_5.fasta;8.95;939
W6L8P3_9TRYP_4.fasta;7.73;1345
T1HX26_RHOPR_5.fasta;16.79;971
A0A0G4GGA2_VITBC_1.fasta;11.35;555
D2A2G0_TRICA_3.fasta;12.19;1099
BBS1_CAEEL_1.fasta;10.33;968
A7S6S2_NEMVE_3.fasta;7.33;559
G7PC93_MACFA_1.fasta;2.08;7154
A8XA77_CAEBR_6.fasta;3.63;578
V9ETD6_PHYPR_3.fasta;5.2;711
V9EKV4_PHYPR_1.fasta;12.58;453
A0A0S4KLB5_BODSA_4.fasta;14.35;230
M3XJ38_LATCH_2.fasta;5.24;534
A0A067RE41_ZOONE_3.fasta;7.99;488
F4NSL0_BATDJ_2.fasta;5.64;461
H2YY40_CIOSA_3.fasta;14.09;859
D2VGV9_NAEGR_2.fasta;10.56;729
W2Q9Y5_PHYPN_9.fasta;2.65;944
T1HIG5_RHOPR_3.fasta;7.3;795
K3X2Y2_PYTUL_2.fasta;4.98;1065
H2XR31_CIOIN_3.fasta;4.33;2334
T0PXD2_9STRA_5.fasta;27.27;594
D0N5X0_PHYIT_1.fasta;9.08;782
A0A0L0HGZ5_SPIPN_1.fasta;15.57;655
A0A0M9GAT6_9TRYP_1.fasta;6.59;592
A0A087XRS7_POEFO_3.fasta;3.06;1697
B4MRQ8_DROWI_5.fasta;5.31;1336
L1I8Y1_GUITH_2.fasta;12.59;691
W5P769_SHEEP_2.fasta;16.03;755
A0A090LLE7_STRRB_4.fasta;14.72;591
BBS5_MOUSE_2.fasta;5.35;1514
B7YZM8_DROME_1.fasta;13.84;1207
T1J4V7_STRMM_7.fasta;6.4;516
M4AKC5_XIPMA_5.fasta;7.06;963
G1P0F6_MYOLU_2.fasta;10.82;536
BBS2_DANRE_3.fasta;6.83;1859
Q4CYP7_TRYCC_1.fasta;16.09;634
L1JKF8_GUITH_1.fasta;10.09;456
K3X8B7_PYTUL_6.fasta;11.8;695
A0A0L0HGZ5_SPIPN_4.fasta;15.77;691
K7FNG7_PELSI_2.fasta;3.97;4181
I3JZ61_ORENI_6.fasta;10.7;673
E9HBN7_DAPPU_2.fasta;6.49;339
T0RY96_9STRA_4.fasta;27.01;759
A0A087XBC5_POEFO_3.fasta;6.32;1171
F2UFD6_SALR5_7.fasta;11.09;685
A0A096LYQ5_POEFO_3.fasta;13.85;2541
T1HMQ0_RHOPR_2.fasta;14.57;741
L1JKF8_GUITH_3.fasta;6.23;1076
B4J623_DROGR_1.fasta;3.88;1289
M3ZSV8_XIPMA_2.fasta;8.92;4124
A8XGG2_CAEBR_4.fasta;13.79;2820
E3LZ78_CAERE_2.fasta;7.74;1021
I3JHX4_ORENI_2.fasta;1.45;54252
W5KEJ5_ASTMX_1.fasta;4.47;2082
A0A024G1W2_9STRA_1.fasta;14.81;837
BBS7_MOUSE_4.fasta;6.38;2146
A2EKF6_TRIVA_3.fasta;9.79;807
A4H5M0_LEIBR_1.fasta;80.82;803
K3WPT3_PYTUL_2.fasta;10.96;1204
H0UVR3_CAVPO_2.fasta;3.5;13392
H3DXJ0_PRIPA_6.fasta;16.14;378
F1NQI6_CHICK_1.fasta;1.59;31506
A4I7U1_LEIIN_1.fasta;10.7;1121
H2Q1F4_PANTR_1.fasta;0.61;80094
E3LTH5_CAERE_2.fasta;11.31;725
E2RQA6_CANLF_2.fasta;8.82;1984
A0A067CXS2_SAPPC_8.fasta;11.11;801
A0A0W8CFM7_PHYNI_4.fasta;13.09;405
F2UKV5_SALR5_5.fasta;11.88;985
R4G9X7_ANOCA_2.fasta;4.36;3441
G0NZF3_CAEBE_4.fasta;17.33;952
H9JGR5_BOMMO_2.fasta;5.22;1762
Q4R679_MACFA_1.fasta;1.07;38384
V4ASP5_LOTGI_2.fasta;7.99;1390
A9UW13_MONBE_5.fasta;11.93;553
F2TWK0_SALR5_3.fasta;2.63;2587
K1RTU4_CRAGI_3.fasta;7.31;3051
M3XWM7_MUSPF_1.fasta;5.44;8878
D2VRF8_NAEGR_8.fasta;5.6;857
B0WLK0_CULQU_3.fasta;8.63;637
K1QJC8_CRAGI_1.fasta;11.17;385
W6KHM9_9TRYP_3.fasta;15.85;984
H0WG94_OTOGA_1.fasta;12.89;1156
T1ELR8_HELRO_2.fasta;5.37;1918
IFT27_BOVIN_1.fasta;1.78;7750
W5J3R5_ANODA_6.fasta;3.18;346
F1MB52_BOVIN_1.fasta;4.25;12239
D0P4B2_PHYIT_3.fasta;11.23;472
F1NGP3_CHICK_2.fasta;10.6;1123
E3LSA6_CAERE_4.fasta;7.47;1218
F4PDD1_BATDJ_7.fasta;5.22;690
B4GFI4_DROPE_2.fasta;25.82;643
U3K0J7_FICAL_1.fasta;8.88;1768
K2NS17_TRYCR_2.fasta;84.2;696
M3WKW0_FELCA_1.fasta;5.42;2714
K3X3B3_PYTUL_6.fasta;8.49;648
F6R3H8_XENTR_3.fasta;1.31;2062
E9G2T4_DAPPU_3.fasta;6.22;1335
G1NWH7_MYOLU_1.fasta;2.17;5110
T0QGA8_9STRA_2.fasta;7.92;543
A8J6H2_CHLRE_5.fasta;6.56;991
Q7PUL7_ANOGA_1.fasta;7.54;783
G0NCM0_CAEBE_4.fasta;7.67;1759
L1JP33_GUITH_1.fasta;11.79;526
H3CQC7_TETNG_4.fasta;7.89;1547
M3ZSV8_XIPMA_4.fasta;8.88;1239
A0A090LTH6_STRRB_1.fasta;20.59;1025
A0A096M5A9_POEFO_1.fasta;5.64;2587
L1JV64_GUITH_1.fasta;7.64;720
A0A067CAA2_SAPPC_1.fasta;5.42;295
H2RJL3_TAKRU_2.fasta;11.79;585
M3YWA6_MUSPF_1.fasta;0.77;73272
A0A0L0TEE4_ALLMA_6.fasta;11.09;884
B3M393_DROAN_1.fasta;9.83;1272
G3P8N2_GASAC_4.fasta;8.58;1666
A9UQE8_MONBE_1.fasta;9.08;1508
BBS1_HUMAN_1.fasta;7.1;2351
W5N2B1_LEPOC_1.fasta;2.53;6362
T1JGE4_STRMM_6.fasta;11.11;999
A0A0W8DLD4_PHYNI_2.fasta;7.98;1478
A4I587_LEIIN_4.fasta;13.67;907
G1K9Z0_ANOCA_1.fasta;7.76;6056
A4I587_LEIIN_2.fasta;15.26;1193
A0A0N1I7W9_LEPSE_4.fasta;85.6;986
A4IBV8_LEIIN_3.fasta;72.49;818
W5M4M4_LEPOC_1.fasta;8.33;1789
J3QMK2_MOUSE_2.fasta;0.78;2578
A0A0L0CIR6_LUCCU_2.fasta;28.73;616
H3FPW8_PRIPA_2.fasta;5.45;1046
U3KGN2_FICAL_3.fasta;11.25;1333
D0MT71_PHYIT_1.fasta;12.66;719
BBS1_CAEEL_4.fasta;21.15;1565
H2YKL4_CIOSA_4.fasta;11.69;838
F6YUF2_XENTR_5.fasta;3.95;4837
A0A096M5A9_POEFO_2.fasta;7.08;2217
B7YZM8_DROME_5.fasta;9.1;1044
M4AKC5_XIPMA_2.fasta;4.87;2301
D6WZ82_TRICA_7.fasta;8.77;1254
K7IZ19_NASVI_4.fasta;10.31;1086
BBS10_HUMAN_2.fasta;13.99;1108
A4HX34_LEIIN_3.fasta;2.97;1380
B4LHK4_DROVI_3.fasta;8.69;610
D2CG54_TRICA_1.fasta;7.18;2716
A8IYF1_CHLRE_3.fasta;9.37;961
F6XU90_ORNAN_1.fasta;4.54;11207
T0SBE3_9STRA_4.fasta;9.41;457
A0A0M9G8H0_9TRYP_4.fasta;80.48;1127
B3MGG0_DROAN_7.fasta;11.32;486
