Filename;Sensibility;Specificity;F1_score;TP;FP;TN;FN
G1PDK6_MYOLU.gar;0.999;0.224;0.366;1712;5943;0;1
K1P4M1_CRAGI.gar;1.0;0.113;0.203;1500;11817;0;0
F2TWK2_SALR5.gar;1.0;0.384;0.555;1737;2781;0;0
F7B2E3_MACMU.gar;1.0;0.083;0.153;891;9800;0;0
A0A096NE45_PAPAN.gar;1.0;0.5;0.667;1962;1962;0;0
F4PEA0_BATDJ.gar;0.959;0.631;0.761;1668;974;187;72
U6LV11_9EIME.gar;1.0;0.486;0.654;609;644;0;0
B3MEQ1_DROAN.gar;0.611;0.466;0.529;1540;1766;2072;980
H0Y2B1_OTOGA.gar;1.0;0.5;0.667;1962;1962;0;0
G3WC39_SARHA.gar;1.0;0.5;0.667;2088;2088;0;0
A7SR08_NEMVE.gar;0.861;0.071;0.131;478;6253;1395;77
M3YBL1_MUSPF.gar;0.674;0.043;0.081;793;17813;0;383
F1Q6W8_DANRE.gar;1.0;0.16;0.276;2997;15775;0;0
W5P6M8_SHEEP.gar;0.768;0.037;0.071;801;20807;0;242
W5JIE3_ANODA.gar;1.0;0.573;0.729;1473;1096;0;0
Q9I7P3_DROME.gar;1.0;0.842;0.914;1228;231;0;0
BBS4_CAEEL.gar;1.0;0.529;0.692;1389;1235;0;0
A6QNT9_BOVIN.gar;1.0;0.5;0.667;2127;2127;0;0
A0A0D9RAF2_CHLSB.gar;1.0;0.01;0.02;2398;243094;0;0
G0NR21_CAEBE.gar;1.0;0.673;0.805;1881;914;0;0
A0A0D9RBM3_CHLSB.gar;0.991;0.043;0.082;5190;115240;0;46
E3LSA6_CAERE.gar;1.0;0.774;0.873;1389;405;0;0
B4MRQ8_DROWI.gar;1.0;0.767;0.868;600;182;0;0
F6QP01_XENTR.gar;0.139;0.003;0.006;297;93892;8000;1842
H2PQU8_PONAB.gar;0.605;0.027;0.052;690;25134;8000;450
Q5PR92_DANRE.gar;0.79;0.287;0.421;667;1661;0;177
T1FZD8_HELRO.gar;0.869;0.289;0.434;826;2032;543;125
J9I6R2_9SPIT.gar;0.0;0.0;0.0;0;1752;0;1752
T1JMT6_STRMM.gar;1.0;0.856;0.922;1767;297;0;0
F7FNJ0_MACMU.gar;0.908;0.013;0.026;3319;246477;192;335
G3SQS4_LOXAF.gar;1.0;0.143;0.25;1671;10012;0;0
E2RIJ8_CANLF.gar;1.0;0.125;0.222;2147;15064;0;0
E1BN34_BOVIN.gar;0.976;0.136;0.239;1942;12342;74;47
A0A0G4ITJ7_PLABS.gar;0.0;0.0;0.0;0;164;0;555
Q3SCX0_PARTE.gar;0.0;0.0;0.0;0;981;0;981
H2QX35_PANTR.gar;0.879;0.019;0.037;1900;97034;8707;262
H0XPD1_OTOGA.gar;1.0;0.093;0.17;1782;17318;0;0
K7FLU5_PELSI.gar;0.376;0.037;0.067;1240;32727;0;2056
A0A067C4C7_SAPPC.gar;0.004;1.0;0.008;7;0;884;1773
W4Z3R7_STRPU.gar;1.0;0.168;0.288;1109;5500;0;0
A0A0S4JJZ6_BODSA.gar;0.54;0.5;0.519;1164;1164;993;993
B4QJX6_DROSI.gar;1.0;0.881;0.937;2175;293;0;0
G5C8Q6_HETGA.gar;0.878;0.075;0.138;1247;15435;0;174
F1SP83_PIG.gar;0.989;0.047;0.09;3784;76343;4831;44
E2RG29_CANLF.gar;1.0;0.034;0.066;2742;78734;2;0
G1LIU7_AILME.gar;1.0;0.836;0.911;2178;426;0;0
B3RJT2_TRIAD.gar;1.0;0.357;0.526;1500;2705;0;0
M3YMG3_MUSPF.gar;0.954;0.069;0.129;1258;17095;0;61
G3RBR0_GORGO.gar;0.788;0.117;0.204;2639;19910;0;711
Q0VCP5_BOVIN.gar;1.0;0.268;0.423;3120;8535;0;0
H3CQC7_TETNG.gar;1.0;0.503;0.669;1886;1867;0;0
A0A0L0D1H0_THETB.gar;0.0;0.0;0.0;0;1848;0;1848
K2NW30_TRYCR.gar;1.0;0.5;0.667;2283;2283;0;0
A0A0G4IMV6_PLABS.gar;0.049;0.787;0.092;63;17;414;1233
W5P8L3_SHEEP.gar;1.0;0.009;0.018;2148;238948;1;0
ARL6_DANRE.gar;0.963;0.127;0.224;2284;15758;11951;88
A0A0L0S8P6_ALLMA.gar;0.0;0.0;0.0;0;0;401;718
W5Q7L6_SHEEP.gar;1.0;0.021;0.041;609;28858;0;0
M3YV76_MUSPF.gar;1.0;0.151;0.262;1680;9425;0;0
H2MJA1_ORYLA.gar;1.0;0.377;0.548;2157;3569;0;0
H2PS04_PONAB.gar;0.717;0.037;0.07;4353;111919;9268;1717
A0A096MWX4_PAPAN.gar;1.0;0.85;0.919;2157;382;0;0
A0A0N1PED7_LEPSE.gar;0.274;0.5;0.354;403;403;1070;1070
A0A0H5S235_BRUMA.gar;1.0;0.369;0.539;1743;2983;0;0
B0X8D9_CULQU.gar;1.0;0.949;0.974;1071;57;0;0
F6ZUB8_MACMU.gar;1.0;0.272;0.428;3721;9962;0;0
H2QXS4_PANTR.gar;1.0;0.5;0.667;3086;3086;0;0
G1LHM7_AILME.gar;1.0;0.055;0.104;2148;36959;0;0
K1PBA9_CRAGI.gar;1.0;0.5;0.667;567;567;0;0
A3QK09_DANRE.gar;0.866;0.088;0.16;1790;18613;7499;276
E3LTH5_CAERE.gar;0.999;0.732;0.845;1520;556;0;1
A0A067R100_ZOONE.gar;0.0;0.0;0.0;0;0;2582;579
A0A087Y1G8_POEFO.gar;1.0;0.343;0.511;5233;10043;0;0
A0A067RJQ2_ZOONE.gar;1.0;0.14;0.246;948;5836;1;0
A0A067RE41_ZOONE.gar;0.894;0.171;0.287;1271;6141;0;151
Q4DFM2_TRYCC.gar;0.0;0.0;0.0;0;1788;0;1788
F6QFV2_MONDO.gar;1.0;0.5;0.667;2118;2118;0;0
IFT74_MOUSE.gar;0.996;0.027;0.053;2130;76600;0;9
B4H6C3_DROPE.gar;1.0;0.509;0.675;1452;1399;0;0
F1SMI2_PIG.gar;1.0;0.5;0.667;1959;1959;0;0
T1J8I6_STRMM.gar;0.948;0.679;0.791;2107;997;0;115
G3QXK4_GORGO.gar;0.873;0.009;0.018;2268;252136;3086;331
W5K4L0_ASTMX.gar;0.4;0.121;0.186;1090;7899;281;1638
D6WSV9_TRICA.gar;1.0;0.875;0.933;2194;314;0;0
A0A067C533_SAPPC.gar;0.0;0.0;0.0;0;246;0;1336
A0A158NPL4_ATTCE.gar;1.0;0.966;0.983;1968;70;0;0
T1HX26_RHOPR.gar;0.996;0.348;0.516;2703;5070;1;11
Q4CTS4_TRYCC.gar;0.393;0.5;0.44;217;217;335;335
A2D7W2_TRIVA.gar;0.796;0.5;0.614;1246;1246;320;320
BBS12_HUMAN.gar;0.999;0.265;0.419;3240;8998;0;4
M3XU97_MUSPF.gar;0.532;0.015;0.029;562;36347;8000;494
H0UVR3_CAVPO.gar;1.0;0.052;0.099;2148;39477;0;0
G3TCL0_LOXAF.gar;1.0;0.5;0.667;1965;1965;0;0
B4GFI4_DROPE.gar;1.0;0.81;0.895;1149;270;0;0
BBS2_HUMAN.gar;0.921;0.077;0.142;2729;32936;0;234
H0WGM3_OTOGA.gar;1.0;0.027;0.053;558;20335;0;0
F6W3B7_ORNAN.gar;1.0;0.061;0.115;692;10742;0;0
M3YWA6_MUSPF.gar;1.0;0.009;0.018;2162;227061;0;0
A0A0M9G178_9TRYP.gar;1.0;0.5;0.667;669;669;0;0
K3WTZ6_PYTUL.gar;0.0;0.0;0.0;0;0;93;1281
F1SBK4_PIG.gar;0.975;0.168;0.287;2999;14816;55;76
A0A087YHA2_POEFO.gar;0.876;0.176;0.293;1801;8453;9354;255
F7AYF5_MONDO.gar;1.0;0.106;0.192;201;1693;0;0
A0A139WED1_TRICA.gar;0.846;0.977;0.907;2294;54;861;417
B4LHK4_DROVI.gar;1.0;0.91;0.953;1848;183;0;0
I3KYV4_ORENI.gar;1.0;0.5;0.667;2043;2043;0;0
F1N4X0_BOVIN.gar;0.999;0.027;0.053;1588;57099;0;1
H2PE85_PONAB.gar;1.0;0.049;0.093;2172;42479;0;0
J9K271_ACYPI.gar;0.969;0.596;0.738;3092;2092;0;98
F6R3H8_XENTR.gar;0.829;0.2;0.322;452;1813;0;93
H3CW16_TETNG.gar;1.0;0.251;0.401;1581;4709;0;0
PTHB1_HUMAN.gar;0.843;0.007;0.014;3394;456135;16375;633
M3ZW06_XIPMA.gar;1.0;0.584;0.737;1777;1268;0;0
H2RJL3_TAKRU.gar;0.982;0.798;0.88;1674;423;0;30
S9UYL4_9TRYP.gar;1.0;0.5;0.667;1737;1737;0;0
G3QKV3_GORGO.gar;0.943;0.167;0.284;2268;11320;0;137
A0A0D9R698_CHLSB.gar;1.0;0.053;0.101;952;16978;0;0
E1C569_CHICK.gar;0.875;0.196;0.32;2077;8531;0;298
F7HY94_CALJA.gar;0.769;0.06;0.111;2842;44893;279;852
F6YCR4_HORSE.gar;0.035;0.013;0.019;80;6082;3406;2208
G5BWY4_HETGA.gar;0.925;0.171;0.289;3183;15408;0;257
A0A0W8CGX9_PHYNI.gar;0.403;0.669;0.503;242;120;191;358
G3Q0Q9_GASAC.gar;1.0;0.305;0.467;637;1450;0;0
A0A158NSS3_ATTCE.gar;0.0;0.0;0.0;0;16632;7588;1014
W5PZP5_SHEEP.gar;0.0;0.0;0.0;0;579;0;2172
H3DN21_TETNG.gar;1.0;0.5;0.667;2022;2022;0;0
L1JV64_GUITH.gar;0.0;0.0;0.0;0;0;450;2238
A0A024G196_9STRA.gar;0.0;0.0;0.0;0;56;0;1236
V9G0L5_PHYPR.gar;0.0;0.0;0.0;0;0;1180;1180
B4J623_DROGR.gar;0.654;0.795;0.718;670;173;0;355
T1ELR8_HELRO.gar;0.589;0.469;0.522;881;999;1347;616
F6SNQ4_MONDO.gar;0.368;0.073;0.122;1600;20406;689;2752
A0A067CLP2_SAPPC.gar;0.0;0.0;0.0;0;0;1131;1131
A0A0D9RQB1_CHLSB.gar;0.458;0.006;0.012;2115;359155;8000;2506
W4FS53_9STRA.gar;0.0;0.0;0.0;0;0;1663;1984
D4A4U2_RAT.gar;0.906;0.21;0.341;3776;14186;0;390
F7B395_MACMU.gar;0.999;0.036;0.069;1634;43491;1;1
A0A0D9QYK6_CHLSB.gar;0.946;0.078;0.144;2714;32055;0;156
F6U8K2_HORSE.gar;0.988;0.031;0.06;1500;47542;0;18
V9EXZ9_PHYPR.gar;0.78;0.962;0.861;1865;73;0;526
F6QE09_CIOIN.gar;0.0;0.0;0.0;0;0;978;767
A0A044U854_ONCVO.gar;1.0;0.419;0.591;1515;2103;0;0
A8HWI3_CHLRE.gar;0.992;0.508;0.672;1834;1775;0;14
I3K8F9_ORENI.gar;1.0;0.054;0.102;558;9702;0;0
V9F0Z3_PHYPR.gar;0.0;0.0;0.0;0;0;90;736
B4QVM9_DROSI.gar;0.81;0.893;0.849;2105;252;0;494
W5PYR9_SHEEP.gar;0.726;0.029;0.056;2948;97011;0;1115
F7HDG7_MACMU.gar;0.973;0.005;0.01;2675;487084;54;74
B7YZM8_DROME.gar;1.0;0.81;0.895;2946;690;0;1
F7D8D3_MONDO.gar;0.847;0.065;0.121;2368;34345;0;429
A0A087YB91_POEFO.gar;0.994;0.567;0.722;3850;2946;0;22
F1RRP3_PIG.gar;1.0;0.188;0.316;2224;9628;1152;1
J9JSR9_ACYPI.gar;1.0;0.18;0.305;1620;7375;0;0
F6YBY1_CALJA.gar;1.0;0.874;0.933;2685;386;0;0
U3JJ17_FICAL.gar;0.775;0.185;0.299;1966;8669;0;572
A4IIF7_XENTR.gar;1.0;0.257;0.409;3062;8835;0;0
G5E7D8_LOXAF.gar;1.0;0.114;0.205;1782;13905;0;0
I3KSH0_ORENI.gar;1.0;0.443;0.614;1791;2252;0;0
I3JVB4_ORENI.gar;1.0;0.259;0.411;2151;6147;0;0
B3S5T1_TRIAD.gar;1.0;0.302;0.464;2157;4994;0;0
G3PWM5_GASAC.gar;1.0;0.459;0.629;2913;3429;0;0
B3RQQ8_TRIAD.gar;1.0;0.235;0.381;1038;3370;0;0
A0A0D9RJ69_CHLSB.gar;0.827;0.038;0.073;810;20272;0;170
J9EVV2_9SPIT.gar;0.0;0.0;0.0;0;267;0;843
MKKS_HUMAN.gar;0.448;0.102;0.166;3009;26500;0;3705
H2QMG1_PANTR.gar;0.82;0.335;0.476;2768;5483;9339;608
M3WGL7_FELCA.gar;0.962;0.192;0.32;2383;10014;0;93
M3ZIL2_XIPMA.gar;0.736;0.321;0.447;2787;5904;0;1001
G3T3M9_LOXAF.gar;1.0;0.854;0.921;2154;368;0;0
H2NNP4_PONAB.gar;1.0;0.034;0.066;1711;49035;0;0
G1K9Z0_ANOCA.gar;0.82;0.217;0.343;3494;12595;0;767
A4I4C4_LEIIN.gar;1.0;0.5;0.667;2568;2568;0;0
G1TDC1_RABIT.gar;1.0;0.084;0.155;2378;25942;0;0
S9VIN4_9TRYP.gar;1.0;0.5;0.667;1077;1077;0;0
A0A0D9QVJ6_CHLSB.gar;0.979;0.855;0.913;2233;379;0;47
A0A0N0P3E7_LEPSE.gar;1.0;0.5;0.667;1791;1791;0;0
B4KRF7_DROMO.gar;1.0;0.783;0.878;3105;859;0;0
ARL6_CAEBR.gar;1.0;0.692;0.818;671;299;0;0
BBS5_CAEEL.gar;1.0;0.39;0.561;1086;1701;0;0
B3MBX5_DROAN.gar;1.0;0.809;0.894;2921;690;0;0
I3NHG2_ICTTR.gar;1.0;0.118;0.211;1782;13283;0;0
A0A0G4IR91_PLABS.gar;0.0;0.0;0.0;0;327;0;1515
Q3SCY0_PARTE.gar;0.0;0.0;0.0;0;981;0;981
I3NAS8_ICTTR.gar;1.0;0.071;0.133;838;10899;0;0
T1JYJ2_TETUR.gar;1.0;0.83;0.907;1851;380;0;0
V5DUI8_TRYCR.gar;1.0;0.5;0.667;1761;1761;0;0
G1LSZ3_AILME.gar;1.0;0.032;0.062;561;17215;0;0
SDCG8_HUMAN.gar;1.0;0.011;0.022;2567;241470;0;0
G1TL09_RABIT.gar;1.0;0.5;0.667;1965;1965;0;0
F6XYK3_HORSE.gar;0.996;0.5;0.666;2137;2137;8;8
H2MAJ8_ORYLA.gar;1.0;0.183;0.309;1130;5050;0;0
G1S9G6_NOMLE.gar;1.0;0.5;0.667;2133;2133;0;0
A0A0N1IJK5_LEPSE.gar;1.0;0.5;0.667;1779;1779;0;0
H2QQ46_PANTR.gar;0.061;0.05;0.055;208;3922;7837;3225
A0A087YK02_POEFO.gar;1.0;0.031;0.06;3145;98388;0;0
A0A158NS39_ATTCE.gar;1.0;0.5;0.667;222;222;0;0
D3ZYF7_RAT.gar;1.0;0.5;0.667;2514;2514;0;0
T0R6X7_9STRA.gar;0.0;0.0;0.0;0;0;1170;1170
BBS4_BOVIN.gar;0.936;0.046;0.088;2114;43850;0;145
E1BHJ5_BOVIN.gar;0.824;0.006;0.012;2521;450009;2665;540
FRITZ_HUMAN.gar;0.329;0.005;0.01;1116;245428;218597;2276
D2CG54_TRICA.gar;0.729;0.212;0.328;2967;11015;91;1105
M3WA02_FELCA.gar;1.0;0.078;0.145;2470;29128;0;1
TTC8_HUMAN.gar;0.973;0.042;0.081;2267;51217;297;62
H3CI58_TETNG.gar;0.999;0.067;0.126;2500;35067;0;2
G3NXV8_GASAC.gar;1.0;0.476;0.645;2068;2274;0;0
M3W6J9_FELCA.gar;0.953;0.09;0.164;1424;14432;0;70
W6L264_9TRYP.gar;0.872;0.5;0.636;749;749;110;110
E2RRS0_CANLF.gar;0.967;0.021;0.041;752;35075;1567;26
A0A0G4GYZ9_VITBC.gar;1.0;0.502;0.668;1023;1014;1;0
T1L460_TETUR.gar;0.988;0.5;0.664;721;721;9;9
D0MXK6_PHYIT.gar;0.0;0.0;0.0;0;0;65;1316
F7CDR8_HORSE.gar;1.0;0.028;0.054;429;14861;0;0
E1BXI4_CHICK.gar;1.0;0.172;0.294;2472;11931;0;0
H2Q6I5_PANTR.gar;0.922;0.976;0.948;3301;80;294;281
H0UU32_CAVPO.gar;1.0;0.137;0.241;1677;10555;0;0
M3ZUB6_XIPMA.gar;1.0;0.984;0.992;2007;33;0;0
H0WRS7_OTOGA.gar;1.0;0.203;0.337;1728;6781;0;0
G4ZE33_PHYSP.gar;0.035;1.0;0.068;53;0;101;1477
Q5XIR2_RAT.gar;0.992;0.023;0.045;2092;87458;0;16
M4A7P2_XIPMA.gar;0.963;0.185;0.31;3063;13469;0;118
G0MCB1_CAEBE.gar;1.0;0.263;0.416;2166;6061;0;0
F6QF28_MONDO.gar;0.421;0.052;0.093;1148;20767;7719;1580
B5DUR3_DROPS.gar;1.0;0.795;0.886;754;194;0;0
F6QM11_MONDO.gar;1.0;0.019;0.037;1563;78702;0;0
T0Q4Q9_9STRA.gar;0.0;0.0;0.0;0;237;0;1375
A4HP97_LEIBR.gar;0.0;0.0;0.0;0;0;1479;1479
A7RIW9_NEMVE.gar;0.935;0.081;0.149;1403;15816;0;97
W5P7J1_SHEEP.gar;1.0;0.113;0.203;1782;14032;37;0
W4XN65_STRPU.gar;1.0;0.047;0.09;904;18250;0;0
G1LJ46_AILME.gar;1.0;0.007;0.014;2661;402373;0;0
G3T3V8_LOXAF.gar;1.0;0.049;0.093;2148;42072;0;0
B4HPG5_DROSE.gar;1.0;0.773;0.872;606;178;0;0
G4ZI86_PHYSP.gar;0.059;0.5;0.106;113;113;1816;1816
G3SHD1_GORGO.gar;0.975;0.085;0.156;2465;26619;1;63
I3MFB6_ICTTR.gar;1.0;0.5;0.667;2133;2133;0;0
B4IZI2_DROGR.gar;1.0;0.886;0.94;1920;247;0;0
H2QB48_PANTR.gar;0.725;0.057;0.106;2097;34727;2123;796
Q2M0T4_DROPS.gar;1.0;0.889;0.941;1875;234;0;0
E3LQY5_CAERE.gar;1.0;0.772;0.871;1887;556;0;0
U3KJC2_FICAL.gar;1.0;0.5;0.667;1944;1944;0;0
W5M5Q7_LEPOC.gar;0.796;0.062;0.115;1856;28102;307;476
G1SIY1_RABIT.gar;1.0;0.045;0.086;2154;45212;0;0
F6SS62_MONDO.gar;0.2;0.08;0.114;769;8811;12331;3085
G3N118_BOVIN.gar;0.0;0.0;0.0;0;1039;0;1039
B3RPI2_TRIAD.gar;0.98;0.261;0.412;911;2584;421;19
Q23PP7_TETTS.gar;0.0;0.0;0.0;0;1355;0;2095
E2RER8_CANLF.gar;0.917;0.135;0.235;1600;10210;215;144
G1MMT5_AILME.gar;1.0;0.5;0.667;1968;1968;0;0
F6UB70_HORSE.gar;1.0;0.023;0.045;630;26440;0;0
A0A067RIH6_ZOONE.gar;1.0;0.222;0.363;570;2000;2;0
B3RRG2_TRIAD.gar;1.0;0.344;0.512;2565;4889;0;0
S9U239_9TRYP.gar;1.0;0.5;0.667;1770;1770;0;0
H9GKS6_ANOCA.gar;0.518;0.137;0.217;1406;8889;0;1308
F6SUK4_MACMU.gar;1.0;0.343;0.511;6966;13332;0;0
M4AFV4_XIPMA.gar;0.976;0.029;0.056;2772;91740;784;67
F7C4T0_CALJA.gar;0.755;0.006;0.012;3033;465983;8000;986
M3ZSV8_XIPMA.gar;1.0;0.337;0.504;5164;10171;0;0
D0N9B8_PHYIT.gar;0.291;0.698;0.411;187;81;250;455
Q17LJ5_AEDAE.gar;0.359;0.954;0.522;1305;63;0;2335
BBS7_HUMAN.gar;0.991;0.081;0.15;3717;42306;0;35
J9JV08_ACYPI.gar;0.957;0.346;0.508;3483;6594;0;157
F2TWH2_SALR5.gar;0.997;0.355;0.524;2340;4258;0;7
D6WZ82_TRICA.gar;0.78;0.89;0.831;1848;228;0;522
V5BKF4_TRYCR.gar;1.0;0.5;0.667;2280;2280;0;0
B4I3T5_DROSE.gar;1.0;0.819;0.9;1146;253;0;0
G1KMJ2_ANOCA.gar;0.506;0.12;0.194;2470;18199;0;2409
G3SY59_LOXAF.gar;1.0;0.005;0.01;2631;488115;0;0
G3S2X3_GORGO.gar;0.815;0.886;0.849;2919;374;0;661
J9K409_ACYPI.gar;0.613;0.21;0.313;1233;4650;6747;778
H2SDM2_TAKRU.gar;1.0;0.719;0.837;1719;671;0;0
LZTL1_HUMAN.gar;0.81;0.551;0.656;3298;2688;12090;775
B2RZ48_RAT.gar;1.0;0.065;0.122;1368;19654;0;0
G1ME56_AILME.gar;1.0;0.08;0.148;2166;25067;0;0
A0A158NUR8_ATTCE.gar;1.0;0.183;0.309;1356;6043;7;0
G1SF71_RABIT.gar;1.0;0.027;0.053;2906;105308;0;0
G4YN09_PHYSP.gar;1.0;0.946;0.972;1284;74;0;0
BBS1_CAEEL.gar;1.0;0.392;0.563;1912;2965;0;0
H2P7R4_PONAB.gar;1.0;0.064;0.12;1832;26650;0;0
F6Q1R3_CALJA.gar;1.0;0.042;0.081;1805;41496;0;0
W2QE22_PHYPN.gar;1.0;0.969;0.984;2247;73;0;0
G1M0S6_AILME.gar;1.0;0.084;0.155;900;9856;0;0
A0A096NMN0_PAPAN.gar;1.0;0.027;0.053;1560;56509;0;0
G3T996_LOXAF.gar;1.0;0.022;0.043;1803;79394;0;0
I3NC55_ICTTR.gar;0.903;0.039;0.075;528;12958;0;57
J9I6B1_9SPIT.gar;0.0;0.0;0.0;0;241;0;1785
B1H1F4_XENTR.gar;0.0;0.0;0.0;0;0;15393;2018
A0A024TXS0_9STRA.gar;0.0;0.0;0.0;0;239;0;718
W6KG70_9TRYP.gar;1.0;0.5;0.667;1530;1530;0;0
G1T9Q2_RABIT.gar;0.774;0.034;0.065;1957;55212;0;572
G1SYN3_RABIT.gar;0.517;0.1;0.168;1524;13704;0;1421
IFT27_CHLRE.gar;1.0;0.688;0.815;1108;502;0;0
W4G1M5_9STRA.gar;0.0;0.0;0.0;0;0;332;609
W5MN19_LEPOC.gar;1.0;0.225;0.367;1026;3533;0;0
A4I446_LEIIN.gar;0.0;0.0;0.0;0;0;561;561
B3RWQ3_TRIAD.gar;1.0;0.298;0.459;546;1287;0;0
Q4D247_TRYCC.gar;1.0;0.5;0.667;2283;2283;0;0
F6RWY1_CIOIN.gar;1.0;0.36;0.529;1432;2542;0;0
F4PDV5_BATDJ.gar;1.0;0.514;0.679;582;550;0;0
A4HH78_LEIBR.gar;1.0;0.5;0.667;2577;2577;0;0
H2N1F5_ORYLA.gar;0.455;0.266;0.336;885;2441;268;1059
U6G3P0_9EIME.gar;1.0;0.48;0.649;609;659;0;0
A0A024TEN6_9STRA.gar;0.0;0.0;0.0;0;0;922;1884
B4JSV3_DROGR.gar;1.0;0.802;0.89;1287;318;0;0
A0A087YC70_POEFO.gar;1.0;0.153;0.265;2237;12355;0;0
A0A067CXS2_SAPPC.gar;0.324;0.827;0.466;743;155;483;1552
R1DSD8_EMIHU.gar;1.0;0.93;0.964;1548;116;0;0
A6QLF9_BOVIN.gar;0.933;0.062;0.116;1279;19454;174;92
G3W852_SARHA.gar;1.0;0.041;0.079;2169;50448;0;0
A2FQ75_TRIVA.gar;1.0;0.5;0.667;1698;1698;0;0
K2NS17_TRYCR.gar;1.0;0.5;0.667;1761;1761;0;0
H2MRS1_ORYLA.gar;1.0;0.281;0.439;1029;2630;0;0
W6KIA6_9TRYP.gar;1.0;0.5;0.667;1749;1749;0;0
