File;%_similarity;Len_prot
A0A0W8BYL7_PHYNI_3.fasta;16.11;1142
T1IN54_STRMM_3.fasta;14.32;950
V9F6J5_PHYPR_1.fasta;16.95;584
A2EVS0_TRIVA_7.fasta;7.21;569
T1IEA4_RHOPR_3.fasta;12.5;768
B3RPI2_TRIAD_3.fasta;7.03;882
A8XRG6_CAEBR_1.fasta;10.5;1352
H2Y3Y0_CIOSA_1.fasta;6.53;643
B7Q560_IXOSC_2.fasta;3.23;589
M3ZIL2_XIPMA_3.fasta;10.09;1338
T1IN54_STRMM_5.fasta;4.81;686
B3MUH4_DROAN_2.fasta;8.67;577
A0A087YNL7_POEFO_2.fasta;7.97;1481
H2T1G8_TAKRU_3.fasta;5.69;1160
M3X7G4_FELCA_3.fasta;7.11;717
I3KYQ8_ORENI_1.fasta;8.89;1406
K1QDK8_CRAGI_2.fasta;18.79;1788
F6UBH2_MONDO_2.fasta;5.98;2459
F6T0X5_CIOIN_2.fasta;5.63;1846
G3NNG6_GASAC_2.fasta;17.2;1308
S9U312_9TRYP_1.fasta;15.48;633
G3SZ68_LOXAF_1.fasta;2.76;12736
A4HKB1_LEIBR_3.fasta;14.86;1036
D2VRF8_NAEGR_6.fasta;2.81;854
G4ZE33_PHYSP_5.fasta;10.55;749
A0A0M9G8H0_9TRYP_1.fasta;12.59;1342
A0A0W8BXS2_PHYNI_1.fasta;8.57;1657
A0A067R087_ZOONE_1.fasta;6.16;1461
I3JZ61_ORENI_3.fasta;5.8;3088
K7J1K7_NASVI_1.fasta;6.22;1639
B4M537_DROVI_1.fasta;7.44;390
ARL6_DANRE_1.fasta;6.12;996
A2EQS9_TRIVA_2.fasta;54.2;1380
H2TTM2_TAKRU_3.fasta;5.92;1605
A2E557_TRIVA_5.fasta;14.27;701
A0A0S4IWH2_BODSA_2.fasta;16.41;585
K7IMU7_NASVI_1.fasta;11.24;1014
G0NZF3_CAEBE_7.fasta;5.93;792
E7F9Q9_DANRE_1.fasta;2.25;25632
A0A0G4G617_VITBC_1.fasta;5.68;1249
F7IFY6_CALJA_1.fasta;3.67;12030
A4HSR6_LEIIN_3.fasta;5.2;1326
E3LQY5_CAERE_3.fasta;6.53;1454
T1J8I6_STRMM_9.fasta;10.15;601
H2LGU6_ORYLA_2.fasta;6.51;1305
A0A067CKY6_SAPPC_3.fasta;12.84;436
F7G484_MACMU_1.fasta;2.1;7278
K7GB43_PELSI_1.fasta;0.45;166753
D6WZ82_TRICA_4.fasta;8.08;1312
J9JNX2_ACYPI_2.fasta;5.91;5282
B4G8S5_DROPE_3.fasta;13.9;1122
A0A132AMT7_SARSC_2.fasta;10.22;724
A0A0M9GA52_9TRYP_2.fasta;14.37;661
H2MHH5_ORYLA_3.fasta;7.45;1852
H2V5Z2_TAKRU_1.fasta;9.89;3762
A2F554_TRIVA_2.fasta;13.75;291
M3XU97_MUSPF_1.fasta;1.1;12471
K7J2U6_NASVI_4.fasta;11.24;881
W5LRM0_ASTMX_1.fasta;52.88;1216
E9GL43_DAPPU_2.fasta;10.84;1909
F2UQ70_SALR5_7.fasta;9.89;475
G5AEA7_PHYSP_2.fasta;8.03;598
A0A067CXS2_SAPPC_4.fasta;6.78;738
A0A0W8B5F2_PHYNI_3.fasta;11.6;543
W4YQE9_STRPU_1.fasta;4.29;2702
G3W779_SARHA_1.fasta;2.43;15214
W5JX09_ANODA_1.fasta;13.3;436
E3MCR4_CAERE_4.fasta;11.02;508
I3JQB2_ORENI_4.fasta;8.61;534
H2T0R0_TAKRU_3.fasta;13.52;1117
A9V3H9_MONBE_1.fasta;9.43;1209
ARL6_CAEEL_3.fasta;23.24;581
G3QMT8_GORGO_1.fasta;1.91;16689
Q28WL3_DROPS_3.fasta;10.16;1004
W6KG70_9TRYP_6.fasta;10.57;558
K3WFZ0_PYTUL_4.fasta;8.84;961
G3WC39_SARHA_1.fasta;8.63;1008
F6SS62_MONDO_1.fasta;2.93;3001
A0A0L0HHW9_SPIPN_1.fasta;14.36;822
G3S2X3_GORGO_1.fasta;59.63;1137
F4NSL0_BATDJ_9.fasta;9.34;482
A8X7A4_CAEBR_7.fasta;3.72;564
W5JPA7_ANODA_2.fasta;12.14;1096
A0A0S4IYJ2_BODSA_1.fasta;12.86;1423
F5HK34_ANOGA_2.fasta;5.25;686
H3D6A2_TETNG_2.fasta;13.17;1230
F1SKJ7_PIG_1.fasta;2.14;6910
B3M8B7_DROAN_2.fasta;65.84;805
A0A158N997_ATTCE_2.fasta;13.44;2016
A2E557_TRIVA_1.fasta;13.93;603
A0A0G4F9D8_VITBC_4.fasta;13.74;779
H0V1I4_CAVPO_1.fasta;5.37;9332
A8Y3D5_CAEBR_1.fasta;7.46;2051
A2ERA0_TRIVA_6.fasta;11.46;541
A0A0G4ENF0_VITBC_2.fasta;14.25;807
A0A0D9S9R9_CHLSB_1.fasta;4.99;3069
Q29MT0_DROPS_1.fasta;6.08;2138
G5AEA7_PHYSP_4.fasta;4.51;1418
Q17MR4_AEDAE_1.fasta;28.21;950
V4C0L9_LOTGI_2.fasta;4.2;1096
A9URF3_MONBE_4.fasta;10.58;359
S9UUW0_9TRYP_1.fasta;15.41;571
G1KX11_ANOCA_2.fasta;14.17;240
H9GKS6_ANOCA_1.fasta;5.28;3217
A9UU67_MONBE_3.fasta;10.04;448
B4MJU3_DROWI_1.fasta;10.41;1700
H2SZY5_TAKRU_2.fasta;6.44;699
B4KFI6_DROMO_3.fasta;8.99;690
E0VL22_PEDHC_2.fasta;3.2;1936
A0A0G4EPB7_VITBC_2.fasta;10.58;652
E9G067_DAPPU_1.fasta;5.68;616
G1KJQ1_ANOCA_1.fasta;4.12;2551
H9GC07_ANOCA_1.fasta;3.92;9138
A0A096P1E7_PAPAN_2.fasta;6.68;1751
K3WUB9_PYTUL_3.fasta;12.32;1047
A0A067R1E4_ZOONE_1.fasta;13.58;3490
F1QCQ8_DANRE_2.fasta;10.94;1252
A4HN90_LEIBR_2.fasta;9.74;1170
W5JDQ4_ANODA_1.fasta;2.28;789
D2UZG5_NAEGR_1.fasta;5.58;789
A0A024G8A2_9STRA_1.fasta;7.96;1306
A4HX34_LEIIN_1.fasta;48.79;373
W6KU64_9TRYP_4.fasta;97.34;188
G0MY08_CAEBE_2.fasta;13.24;914
B3SAM9_TRIAD_5.fasta;13.31;601
G1S9G6_NOMLE_1.fasta;24.22;2932
A2D7W2_TRIVA_2.fasta;11.68;591
Q7QJD7_ANOGA_1.fasta;14.88;968
A0A139APA4_GONPR_4.fasta;6.7;731
K7IUM7_NASVI_1.fasta;5.37;1211
CH037_MOUSE_1.fasta;1.81;7549
A7S9V7_NEMVE_3.fasta;9.63;1671
G1LVU0_AILME_1.fasta;2.77;7608
B3MUA1_DROAN_2.fasta;21.37;1399
T1JYJ2_TETUR_6.fasta;9.35;620
A0A0G4FM83_VITBC_3.fasta;8.85;859
PTHB1_CAEEL_5.fasta;11.68;942
H2ZYI3_LATCH_1.fasta;36.41;1777
B4QJX6_DROSI_2.fasta;13.65;806
A0A0N1PFT7_LEPSE_2.fasta;13.51;992
B3SAM9_TRIAD_3.fasta;8.72;895
V3ZX09_LOTGI_2.fasta;3.97;1538
H3CFW0_TETNG_4.fasta;11.53;1101
K3X2Y2_PYTUL_1.fasta;5.65;1062
K7IUM7_NASVI_7.fasta;6.87;1251
H3DXJ0_PRIPA_5.fasta;11.54;416
B4MMM3_DROWI_2.fasta;73.52;725
H0WTY6_OTOGA_1.fasta;1.12;32308
G4VQ40_SCHMA_2.fasta;8.78;3680
A0A087YC70_POEFO_2.fasta;5.83;4665
B4IGG4_DROSE_2.fasta;14.57;817
W2Z794_PHYPR_1.fasta;5.97;1408
G3NM06_GASAC_2.fasta;8.02;1135
W6KEL0_9TRYP_1.fasta;4.38;1323
W6KHM9_9TRYP_2.fasta;7.18;905
E9HBN7_DAPPU_1.fasta;26.01;592
V3ZL20_LOTGI_3.fasta;10.03;1585
TRI32_HUMAN_1.fasta;5.66;4628
H3DXJ0_PRIPA_2.fasta;8.88;687
I3MIT5_ICTTR_1.fasta;1.87;18295
BBS4_CAEEL_1.fasta;11.49;1027
H3B555_LATCH_1.fasta;2.34;19174
H2QDI7_PANTR_1.fasta;7.98;4613
W5JIE3_ANODA_1.fasta;5.45;1652
H3DXJ0_PRIPA_7.fasta;18.44;705
J9JV08_ACYPI_2.fasta;21.69;1909
F1N626_BOVIN_1.fasta;1.36;29242
G3VZE5_SARHA_1.fasta;0.86;77745
H2Y5K1_CIOSA_1.fasta;8.93;4835
B7PGX0_IXOSC_2.fasta;11.05;389
A9UQE8_MONBE_3.fasta;8.56;1425
U3KCY4_FICAL_1.fasta;2.59;11653
T1L0Y2_TETUR_5.fasta;16.9;639
W2ZMB5_PHYPR_3.fasta;9.88;1063
I3MEL8_ICTTR_1.fasta;8.95;3641
G4YNA1_PHYSP_5.fasta;10.16;630
F6TUH0_HORSE_2.fasta;47.21;1434
B0WVV4_CULQU_1.fasta;27.76;371
BBS2_CAEEL_1.fasta;7.6;1933
M3Y3G7_MUSPF_1.fasta;0.52;93477
Q4QEM9_LEIMA_2.fasta;4.42;927
BBS5_CAEEL_2.fasta;10.29;1468
L1J7Q0_GUITH_2.fasta;9.08;815
D2VIC7_NAEGR_8.fasta;11.44;367
E1C569_CHICK_1.fasta;5.21;1400
BBS5_HUMAN_2.fasta;3.8;2078
Q4QGM5_LEIMA_1.fasta;12.96;795
F4PDD1_BATDJ_2.fasta;11.16;242
E1C569_CHICK_3.fasta;6.59;1336
W4XP81_STRPU_1.fasta;9.11;1591
E7EZE3_DANRE_2.fasta;8.3;1530
B4MW67_DROWI_2.fasta;25.89;1773
E0VP97_PEDHC_4.fasta;14.73;957
H2V9K1_TAKRU_1.fasta;6.48;1512
T1IN54_STRMM_4.fasta;8.96;848
H2N1F5_ORYLA_2.fasta;8.1;1407
G3QXK4_GORGO_1.fasta;0.61;80365
A0A0D9QYN2_CHLSB_2.fasta;2.11;1372
E1BR95_CHICK_3.fasta;6.69;1810
B3SAM9_TRIAD_6.fasta;16.26;615
A0A0L0CAS7_LUCCU_1.fasta;18.62;2863
G4Z0F4_PHYSP_3.fasta;9.36;951
A4HP97_LEIBR_2.fasta;12.98;778
I3J4U2_ORENI_1.fasta;4.16;1322
Q7QKB4_ANOGA_4.fasta;10.86;1722
A0A0N0DTJ9_9TRYP_5.fasta;12.84;740
Q4QJ54_LEIMA_3.fasta;5.59;1359
B4HV21_DROSE_2.fasta;13.29;918
E2R962_CANLF_1.fasta;6.22;2426
T1J4V7_STRMM_1.fasta;11.15;323
D0N9B8_PHYIT_3.fasta;10.47;296
F0YAJ5_AURAN_5.fasta;10.7;187
F7CDR8_HORSE_1.fasta;1.2;5397
A4HVW2_LEIIN_2.fasta;8.92;527
A0A158NBF3_ATTCE_1.fasta;15.41;1025
F6W3E7_CALJA_1.fasta;0.32;159884
T1J8I6_STRMM_6.fasta;5.89;594
W5KEJ5_ASTMX_2.fasta;7.27;2091
H3CPV7_TETNG_1.fasta;9.08;1321
B7PSD9_IXOSC_4.fasta;8.4;810
H0V4D2_CAVPO_1.fasta;3.34;7635
G3P7I9_GASAC_2.fasta;13.34;622
G1R9L0_NOMLE_2.fasta;7.01;1711
T1IP28_STRMM_3.fasta;8.02;511
B4I7P4_DROSE_4.fasta;10.86;1004
J9K409_ACYPI_2.fasta;5.89;543
ARL6_DANRE_3.fasta;6.93;1039
E3LZ78_CAERE_5.fasta;7.87;1156
M3ZUZ2_XIPMA_3.fasta;12.83;834
Q4DNK9_TRYCC_3.fasta;15.53;1024
V5DUI8_TRYCR_1.fasta;12.18;665
A2DWY6_TRIVA_2.fasta;10.96;438
W5NE82_LEPOC_1.fasta;3.42;16182
B4M537_DROVI_3.fasta;39.48;656
H3GA73_PHYRM_2.fasta;9.54;975
V5BJR9_TRYCR_1.fasta;13.66;432
H3A6Z7_LATCH_1.fasta;3.13;10848
S9U239_9TRYP_1.fasta;12.26;791
A7S6S2_NEMVE_1.fasta;17.88;1236
E0V980_PEDHC_3.fasta;8.35;1593
T1G3W6_HELRO_1.fasta;5.61;677
A0A0G4FM83_VITBC_1.fasta;10.14;631
F1Q9F8_DANRE_1.fasta;8.38;1790
T1FAN3_HELRO_1.fasta;7.63;603
F4PEA0_BATDJ_2.fasta;11.72;717
W2Q9Y5_PHYPN_5.fasta;10.89;937
W6L8P3_9TRYP_4.fasta;9.89;627
A0A0G4GGA2_VITBC_1.fasta;17.12;660
D2A2G0_TRICA_3.fasta;10.5;781
BBS1_CAEEL_1.fasta;6.02;648
A7S6S2_NEMVE_3.fasta;7.51;559
G7PC93_MACFA_1.fasta;2.15;7132
A8XA77_CAEBR_6.fasta;14.12;503
V9ETD6_PHYPR_3.fasta;6.27;606
V9EKV4_PHYPR_1.fasta;9.19;642
H2Y5K1_CIOSA_4.fasta;12.18;1199
A0A067RE41_ZOONE_3.fasta;5.42;1180
F4NSL0_BATDJ_2.fasta;13.95;473
D2VGV9_NAEGR_2.fasta;16.26;812
W2Q9Y5_PHYPN_9.fasta;2.06;922
T1HIG5_RHOPR_3.fasta;4.27;773
K3X2Y2_PYTUL_2.fasta;6.24;817
D0N5X0_PHYIT_1.fasta;12.47;409
A0A0L0HGZ5_SPIPN_1.fasta;12.05;689
A0A0M9GAT6_9TRYP_1.fasta;14.81;763
A0A087XRS7_POEFO_3.fasta;5.28;1080
B4MRQ8_DROWI_5.fasta;6.26;878
L1I8Y1_GUITH_2.fasta;6.02;565
W5P769_SHEEP_2.fasta;16.4;756
A0A090LLE7_STRRB_4.fasta;7.23;595
BBS5_MOUSE_2.fasta;11.48;540
B7YZM8_DROME_1.fasta;9.35;2021
M4AKC5_XIPMA_5.fasta;9.26;875
G1P0F6_MYOLU_2.fasta;11.02;472
BBS2_DANRE_3.fasta;13.55;819
L1JKF8_GUITH_1.fasta;10.25;400
K3X8B7_PYTUL_6.fasta;9.37;822
A0A0L0HGZ5_SPIPN_4.fasta;7.65;1620
K7FNG7_PELSI_2.fasta;3.23;4151
E9HBN7_DAPPU_2.fasta;7.11;970
A0A096LYQ5_POEFO_3.fasta;13.9;2533
L1JKF8_GUITH_3.fasta;7.42;701
B4J623_DROGR_1.fasta;7.92;644
M3ZSV8_XIPMA_2.fasta;5.43;2873
A8XGG2_CAEBR_4.fasta;16.49;1122
E3LZ78_CAERE_2.fasta;7.31;1039
I3JHX4_ORENI_2.fasta;1.27;54178
T0RDB9_9STRA_6.fasta;6.51;553
W5KEJ5_ASTMX_1.fasta;4.38;1484
A0A024G1W2_9STRA_1.fasta;32.05;1142
A2EKF6_TRIVA_3.fasta;8.47;614
K3WPT3_PYTUL_2.fasta;12.22;1211
H0UVR3_CAVPO_2.fasta;3.5;13390
H3DXJ0_PRIPA_6.fasta;14.01;314
F1NQI6_CHICK_1.fasta;1.85;31444
A4I7U1_LEIIN_1.fasta;10.36;946
H2Q1F4_PANTR_1.fasta;0.73;80459
E3LTH5_CAERE_2.fasta;11.41;920
E2RQA6_CANLF_2.fasta;9.36;1443
A0A158NWD1_ATTCE_5.fasta;8.2;561
A0A0W8CFM7_PHYNI_4.fasta;12.91;635
F2UKV5_SALR5_5.fasta;9.82;845
R4G9X7_ANOCA_2.fasta;4.14;3452
G0NZF3_CAEBE_4.fasta;20.28;868
H9JGR5_BOMMO_2.fasta;6.97;932
Q4R679_MACFA_1.fasta;1.15;38294
V5DCK5_TRYCR_1.fasta;95.09;489
F2TWK0_SALR5_3.fasta;3.7;2052
K1RTU4_CRAGI_3.fasta;10.35;2425
M3XWM7_MUSPF_1.fasta;5.39;8965
D2VRF8_NAEGR_8.fasta;7.64;877
K1QJC8_CRAGI_1.fasta;10.88;386
W6KHM9_9TRYP_3.fasta;9.61;1009
H0WG94_OTOGA_1.fasta;46.09;1497
T1ELR8_HELRO_2.fasta;7.57;1401
IFT27_BOVIN_1.fasta;1.91;7791
W5J3R5_ANODA_6.fasta;14.11;560
F1MB52_BOVIN_1.fasta;4.25;12233
D0P4B2_PHYIT_3.fasta;10.94;466
F1NGP3_CHICK_2.fasta;10.06;1541
E3LSA6_CAERE_4.fasta;6.97;1277
B4GFI4_DROPE_2.fasta;23.66;596
U3K0J7_FICAL_1.fasta;34.98;1744
K2NS17_TRYCR_2.fasta;9.29;829
M3WKW0_FELCA_1.fasta;7.26;2025
K3X3B3_PYTUL_6.fasta;9.27;464
E9G2T4_DAPPU_3.fasta;9.63;675
G1NWH7_MYOLU_1.fasta;1.91;6018
T0QGA8_9STRA_2.fasta;8.33;216
A8J6H2_CHLRE_5.fasta;6.67;990
Q7PUL7_ANOGA_1.fasta;11.13;719
G0NCM0_CAEBE_4.fasta;10.66;1135
L1JP33_GUITH_1.fasta;18.97;680
H3CQC7_TETNG_4.fasta;7.88;1549
A0A090LTH6_STRRB_1.fasta;19.76;1098
A0A096M5A9_POEFO_1.fasta;11.57;4038
L1JV64_GUITH_1.fasta;7.81;704
A0A067CAA2_SAPPC_1.fasta;6.4;547
H2RJL3_TAKRU_2.fasta;8.46;1690
M3YWA6_MUSPF_1.fasta;0.71;73446
B3M393_DROAN_1.fasta;21.43;2487
G3P8N2_GASAC_4.fasta;14.42;929
B7Q560_IXOSC_4.fasta;5.33;4619
A9UQE8_MONBE_1.fasta;12.82;1607
BBS1_HUMAN_1.fasta;8.05;1677
W5N2B1_LEPOC_1.fasta;3.25;6404
T1JGE4_STRMM_6.fasta;8.56;981
A0A0W8DLD4_PHYNI_2.fasta;7.97;1480
G1K9Z0_ANOCA_1.fasta;7.76;6059
A4I587_LEIIN_2.fasta;16.73;1076
A4IBV8_LEIIN_3.fasta;9.77;645
W5M4M4_LEPOC_1.fasta;8.32;1851
J3QMK2_MOUSE_2.fasta;1.02;1962
A0A0L0CIR6_LUCCU_2.fasta;36.58;596
H3FPW8_PRIPA_2.fasta;7.97;853
D0MT71_PHYIT_1.fasta;15.63;710
BBS1_CAEEL_4.fasta;18.68;1692
F6YUF2_XENTR_5.fasta;4.63;4021
A0A096M5A9_POEFO_2.fasta;8.66;1639
B7YZM8_DROME_5.fasta;4.3;1164
M4AKC5_XIPMA_2.fasta;5.53;1699
K7IZ19_NASVI_4.fasta;15.54;965
B4LHK4_DROVI_3.fasta;7.95;616
D2CG54_TRICA_1.fasta;9.99;1741
A8IYF1_CHLRE_3.fasta;8.7;1127
F6XU90_ORNAN_1.fasta;3.87;11163
T0SBE3_9STRA_4.fasta;10.78;436
A0A0M9G8H0_9TRYP_4.fasta;13.44;1257
E1BN34_BOVIN_2.fasta;6.86;5202
B4IGG4_DROSE_1.fasta;15.29;850
T0RT93_9STRA_3.fasta;11.13;719
A0A132AED3_SARSC_3.fasta;4.07;908
I3MKM9_ICTTR_2.fasta;6.99;272
F0Y179_AURAN_1.fasta;9.58;783
F7E5E6_ORNAN_1.fasta;5.71;2769
V4AFV8_LOTGI_3.fasta;13.67;1083
F0YAJ5_AURAN_2.fasta;10.24;459
W6L219_9TRYP_1.fasta;10.58;832
J9K271_ACYPI_2.fasta;3.58;726
J9K271_ACYPI_1.fasta;23.99;1467
G3STK5_LOXAF_1.fasta;7.5;1920
F1S1T9_PIG_1.fasta;4.46;7906
B4KME7_DROMO_2.fasta;9.54;503
G1SYD7_RABIT_1.fasta;8.36;4809
M4AFV4_XIPMA_1.fasta;6.58;5043
W2QE22_PHYPN_4.fasta;9.08;760
A0A0N0DVH7_9TRYP_4.fasta;10.03;1366
A2FHN7_TRIVA_1.fasta;25.58;2631
Q7Q1T6_ANOGA_3.fasta;16.56;1945
A0A096MMY7_PAPAN_2.fasta;5.98;8127
K7JKG6_NASVI_2.fasta;5.47;1664
B4HV21_DROSE_3.fasta;5.17;619
G4ZE33_PHYSP_3.fasta;15.37;592
T1IEA4_RHOPR_4.fasta;7.57;1374
G4V987_SCHMA_1.fasta;8.47;543
T1HX26_RHOPR_2.fasta;17.41;2636
H2QX35_PANTR_1.fasta;1.29;32891
J9K409_ACYPI_5.fasta;8.71;815
H2QXS4_PANTR_1.fasta;7.97;3224
E9H9T3_DAPPU_2.fasta;35.71;1162
A0A0M9G178_9TRYP_4.fasta;7.71;519
A0A0W8CKJ4_PHYNI_5.fasta;9.45;963
H9JGR5_BOMMO_1.fasta;7.4;2366
Q4E5P7_TRYCC_2.fasta;34.71;435
F2USB8_SALR5_2.fasta;15.35;1550
T1JH94_STRMM_1.fasta;13.05;498
G3T996_LOXAF_2.fasta;8.29;1616
K1QYL7_CRAGI_1.fasta;15.38;2464
V9FJ70_PHYPR_3.fasta;12.2;877
F6RDQ7_CIOIN_2.fasta;9.24;3452
B3RJ12_TRIAD_4.fasta;10.91;486
W6L8P3_9TRYP_2.fasta;85.77;710
A0A0N0P4P7_LEPSE_2.fasta;4.21;1259
A0A0H5S6V4_BRUMA_3.fasta;14.31;615
K1QJC8_CRAGI_4.fasta;2.78;1150
T1HIG5_RHOPR_2.fasta;4.2;976
F6QP01_XENTR_1.fasta;7.25;3832
B4KFI6_DROMO_5.fasta;8.99;634
K7IMU7_NASVI_2.fasta;13.33;780
A0A0M9G178_9TRYP_2.fasta;5.37;689
K7FYE3_PELSI_1.fasta;2.98;16465
E1BXI4_CHICK_1.fasta;8.56;1776
W5PLE6_SHEEP_2.fasta;0.95;1690
K3WRX6_PYTUL_1.fasta;7.29;2223
D0MSD3_PHYIT_3.fasta;14.69;946
B4M537_DROVI_5.fasta;14.04;413
A0A0N1IJK5_LEPSE_5.fasta;17.51;668
H9GCQ3_ANOCA_1.fasta;5.19;8018
G3PWE1_GASAC_1.fasta;8.08;1769
A7RHF6_NEMVE_3.fasta;3.6;1665
V4AJL1_LOTGI_2.fasta;6.02;897
G1T913_RABIT_1.fasta;8.5;1965
B4MMM3_DROWI_5.fasta;10.59;982
A9UTD3_MONBE_2.fasta;7.52;1131
Q7PUL7_ANOGA_2.fasta;14.62;465
V5D873_TRYCR_1.fasta;14.79;1197
H0V4D2_CAVPO_2.fasta;9.43;1060
T1KWA3_TETUR_1.fasta;4.92;773
I3IZ50_ORENI_3.fasta;2.84;3522
B3MBX5_DROAN_4.fasta;7.06;978
G0P085_CAEBE_3.fasta;30.06;1244
B4HLG5_DROSE_3.fasta;11.79;882
G0NZF3_CAEBE_3.fasta;17.33;952
G3P8N2_GASAC_2.fasta;11.02;2650
E3MCR4_CAERE_5.fasta;4.68;941
E3NJN3_CAERE_1.fasta;8.28;2972
A0A061J9H1_TRYRA_1.fasta;94.82;483
B3MUH4_DROAN_4.fasta;4.93;649
V9DZZ4_PHYPR_3.fasta;14.93;690
T1JMT6_STRMM_5.fasta;13.07;949
E2RER8_CANLF_2.fasta;13.99;915
A8IYF1_CHLRE_2.fasta;10.96;1926
G0MCB1_CAEBE_1.fasta;12.86;739
G4VQ40_SCHMA_1.fasta;4.95;4244
G3T822_LOXAF_1.fasta;1.01;14498
W2R2K8_PHYPN_3.fasta;13.04;790
Q4R679_MACFA_2.fasta;6.46;1439
A0A087YK02_POEFO_2.fasta;1.85;33000
M3ZSV8_XIPMA_1.fasta;8.91;4128
B7QBS1_IXOSC_2.fasta;27.91;301
H9GC07_ANOCA_2.fasta;8.32;1574
W2Q403_PHYPN_2.fasta;11.44;1294
A0A0K0J7N8_BRUMA_2.fasta;17.6;2028
