Filename;Sensibility;Specificity;F1_score;TP;FP;TN;FN
G3QKV3_GORGO.gar;1.0;0.175;0.298;2405;11320;0;0
A0A0D9R698_CHLSB.gar;1.0;0.053;0.101;952;16978;0;0
E1C569_CHICK.gar;0.87;0.195;0.319;2067;8531;0;308
F7HY94_CALJA.gar;0.777;0.06;0.111;2869;44893;279;825
F6YCR4_HORSE.gar;0.035;0.015;0.021;80;5115;4373;2208
G5BWY4_HETGA.gar;0.973;0.178;0.301;3346;15408;0;94
A0A0W8CGX9_PHYNI.gar;0.332;0.765;0.463;199;61;250;401
G3Q0Q9_GASAC.gar;1.0;0.305;0.467;637;1450;0;0
A0A158NSS3_ATTCE.gar;0.0;0.0;0.0;0;18639;5581;1014
W5PZP5_SHEEP.gar;1.0;0.79;0.883;2172;579;0;0
H3DN21_TETNG.gar;1.0;0.5;0.667;2022;2022;0;0
L1JV64_GUITH.gar;0.0;0.0;0.0;0;0;450;2238
A0A024G196_9STRA.gar;0.908;0.952;0.929;1122;56;0;114
V9G0L5_PHYPR.gar;0.9;0.5;0.643;1062;1062;118;118
B4J623_DROGR.gar;0.648;0.793;0.713;664;173;0;361
T1ELR8_HELRO.gar;0.575;0.522;0.547;861;789;1557;636
F6SNQ4_MONDO.gar;0.368;0.073;0.122;1600;20381;714;2752
A0A067CLP2_SAPPC.gar;0.0;0.0;0.0;0;1131;0;1131
A0A0D9RQB1_CHLSB.gar;0.458;0.006;0.012;2116;367155;0;2505
W4FS53_9STRA.gar;0.0;0.0;0.0;0;1663;0;1984
D4A4U2_RAT.gar;0.904;0.21;0.341;3765;14186;0;401
F7B395_MACMU.gar;1.0;0.036;0.069;1635;43491;1;0
A0A0D9QYK6_CHLSB.gar;0.946;0.078;0.144;2716;32055;0;154
F6U8K2_HORSE.gar;1.0;0.031;0.06;1518;47542;0;0
V9EXZ9_PHYPR.gar;0.041;1.0;0.079;97;0;73;2294
F6QE09_CIOIN.gar;0.0;0.0;0.0;0;0;978;767
A0A044U854_ONCVO.gar;1.0;0.419;0.591;1515;2103;0;0
A8HWI3_CHLRE.gar;0.991;0.508;0.672;1831;1775;0;17
I3K8F9_ORENI.gar;1.0;0.054;0.102;558;9702;0;0
V9F0Z3_PHYPR.gar;0.0;0.0;0.0;0;0;90;736
B4QVM9_DROSI.gar;0.811;0.893;0.85;2108;252;0;491
W5PYR9_SHEEP.gar;0.733;0.03;0.058;2979;97011;0;1084
F7HDG7_MACMU.gar;0.973;0.005;0.01;2675;487083;55;74
B7YZM8_DROME.gar;1.0;0.81;0.895;2946;690;0;1
F7D8D3_MONDO.gar;0.956;0.072;0.134;2673;34345;0;124
A0A087YB91_POEFO.gar;1.0;0.568;0.724;3872;2946;0;0
F1RRP3_PIG.gar;0.95;0.195;0.324;2113;8696;2084;112
J9JSR9_ACYPI.gar;1.0;0.18;0.305;1620;7375;0;0
F6YBY1_CALJA.gar;0.903;0.863;0.883;2424;386;0;261
U3JJ17_FICAL.gar;0.77;0.184;0.297;1953;8669;0;585
A4IIF7_XENTR.gar;1.0;0.257;0.409;3062;8835;0;0
G5E7D8_LOXAF.gar;1.0;0.114;0.205;1782;13905;0;0
I3KSH0_ORENI.gar;1.0;0.443;0.614;1791;2252;0;0
I3JVB4_ORENI.gar;1.0;0.259;0.411;2151;6147;0;0
B3S5T1_TRIAD.gar;1.0;0.302;0.464;2157;4994;0;0
G3PWM5_GASAC.gar;1.0;0.459;0.629;2913;3429;0;0
B3RQQ8_TRIAD.gar;1.0;0.235;0.381;1038;3370;0;0
A0A0D9RJ69_CHLSB.gar;0.828;0.038;0.073;811;20272;0;169
J9EVV2_9SPIT.gar;0.0;0.0;0.0;0;267;0;843
MKKS_HUMAN.gar;0.426;0.097;0.158;2857;26500;0;3857
H2QMG1_PANTR.gar;0.82;0.336;0.477;2768;5468;9354;608
M3WGL7_FELCA.gar;0.947;0.19;0.316;2346;10010;4;130
M3ZIL2_XIPMA.gar;0.732;0.32;0.445;2774;5904;0;1014
G3T3M9_LOXAF.gar;1.0;0.854;0.921;2154;368;0;0
H2NNP4_PONAB.gar;1.0;0.034;0.066;1711;49035;0;0
G1K9Z0_ANOCA.gar;0.82;0.217;0.343;3496;12595;0;765
A4I4C4_LEIIN.gar;1.0;0.5;0.667;2568;2568;0;0
G1TDC1_RABIT.gar;1.0;0.084;0.155;2378;25942;0;0
S9VIN4_9TRYP.gar;1.0;0.5;0.667;1077;1077;0;0
A0A0D9QVJ6_CHLSB.gar;0.99;0.856;0.918;2257;379;0;23
A0A0N0P3E7_LEPSE.gar;1.0;0.5;0.667;1791;1791;0;0
B4KRF7_DROMO.gar;1.0;0.783;0.878;3105;859;0;0
ARL6_CAEBR.gar;1.0;0.692;0.818;671;299;0;0
BBS5_CAEEL.gar;1.0;0.39;0.561;1086;1701;0;0
B3MBX5_DROAN.gar;1.0;0.809;0.894;2921;690;0;0
I3NHG2_ICTTR.gar;1.0;0.118;0.211;1782;13283;0;0
A0A0G4IR91_PLABS.gar;0.0;0.0;0.0;0;327;0;1515
Q3SCY0_PARTE.gar;0.0;0.0;0.0;0;981;0;981
I3NAS8_ICTTR.gar;1.0;0.071;0.133;838;10899;0;0
T1JYJ2_TETUR.gar;1.0;0.83;0.907;1851;380;0;0
V5DUI8_TRYCR.gar;1.0;0.5;0.667;1761;1761;0;0
G1LSZ3_AILME.gar;1.0;0.032;0.062;561;17215;0;0
SDCG8_HUMAN.gar;1.0;0.011;0.022;2567;241470;0;0
G1TL09_RABIT.gar;1.0;0.5;0.667;1965;1965;0;0
F6XYK3_HORSE.gar;0.996;0.5;0.666;2137;2137;8;8
H2MAJ8_ORYLA.gar;1.0;0.183;0.309;1130;5050;0;0
G1S9G6_NOMLE.gar;1.0;0.5;0.667;2133;2133;0;0
A0A0N1IJK5_LEPSE.gar;1.0;0.5;0.667;1779;1779;0;0
H2QQ46_PANTR.gar;0.061;0.034;0.044;208;5922;5837;3225
A0A087YK02_POEFO.gar;1.0;0.031;0.06;3145;98388;0;0
A0A158NS39_ATTCE.gar;1.0;0.5;0.667;222;222;0;0
D3ZYF7_RAT.gar;1.0;0.5;0.667;2514;2514;0;0
T0R6X7_9STRA.gar;0.0;0.0;0.0;0;0;1170;1170
BBS4_BOVIN.gar;0.937;0.046;0.088;2116;43850;0;143
E1BHJ5_BOVIN.gar;0.824;0.006;0.012;2521;450327;2347;540
FRITZ_HUMAN.gar;0.329;0.005;0.01;1116;245459;218566;2276
D2CG54_TRICA.gar;0.722;0.242;0.362;2940;9200;1906;1132
M3WA02_FELCA.gar;1.0;0.078;0.145;2471;29127;1;0
TTC8_HUMAN.gar;0.973;0.042;0.081;2267;51215;299;62
H3CI58_TETNG.gar;0.999;0.067;0.126;2500;35067;0;2
G3NXV8_GASAC.gar;1.0;0.476;0.645;2068;2274;0;0
M3W6J9_FELCA.gar;0.954;0.09;0.164;1425;14432;0;69
W6L264_9TRYP.gar;0.783;0.5;0.61;673;673;186;186
E2RRS0_CANLF.gar;0.967;0.021;0.041;752;35057;1585;26
A0A0G4GYZ9_VITBC.gar;1.0;0.502;0.668;1023;1014;1;0
T1L460_TETUR.gar;1.0;0.5;0.667;730;730;0;0
D0MXK6_PHYIT.gar;0.0;0.0;0.0;0;65;0;1316
F7CDR8_HORSE.gar;1.0;0.028;0.054;429;14861;0;0
E1BXI4_CHICK.gar;1.0;0.172;0.294;2472;11931;0;0
H2Q6I5_PANTR.gar;0.922;0.962;0.942;3301;130;244;281
H0UU32_CAVPO.gar;1.0;0.137;0.241;1677;10555;0;0
M3ZUB6_XIPMA.gar;1.0;0.984;0.992;2007;33;0;0
H0WRS7_OTOGA.gar;1.0;0.203;0.337;1728;6781;0;0
G4ZE33_PHYSP.gar;0.086;1.0;0.158;131;0;101;1399
Q5XIR2_RAT.gar;0.993;0.023;0.045;2094;87458;0;14
M4A7P2_XIPMA.gar;0.964;0.186;0.312;3068;13469;0;113
G0MCB1_CAEBE.gar;1.0;0.263;0.416;2166;6061;0;0
F6QF28_MONDO.gar;0.421;0.048;0.086;1148;22767;5719;1580
B5DUR3_DROPS.gar;1.0;0.795;0.886;754;194;0;0
F6QM11_MONDO.gar;1.0;0.019;0.037;1563;78702;0;0
T0Q4Q9_9STRA.gar;0.0;0.0;0.0;0;237;0;1375
A4HP97_LEIBR.gar;0.0;0.0;0.0;0;0;1479;1479
A7RIW9_NEMVE.gar;1.0;0.087;0.16;1500;15783;33;0
W5P7J1_SHEEP.gar;1.0;0.112;0.201;1782;14068;1;0
W4XN65_STRPU.gar;1.0;0.047;0.09;904;18250;0;0
G1LJ46_AILME.gar;1.0;0.007;0.014;2661;402373;0;0
G3T3V8_LOXAF.gar;1.0;0.049;0.093;2148;42072;0;0
B4HPG5_DROSE.gar;1.0;0.773;0.872;606;178;0;0
G4ZI86_PHYSP.gar;0.0;0.0;0.0;0;0;1929;1929
G3SHD1_GORGO.gar;0.977;0.085;0.156;2470;26620;0;58
I3MFB6_ICTTR.gar;1.0;0.5;0.667;2133;2133;0;0
B4IZI2_DROGR.gar;1.0;0.886;0.94;1920;247;0;0
H2QB48_PANTR.gar;0.721;0.057;0.106;2085;34729;2121;808
Q2M0T4_DROPS.gar;0.999;0.889;0.941;1874;234;0;1
E3LQY5_CAERE.gar;1.0;0.772;0.871;1887;556;0;0
U3KJC2_FICAL.gar;1.0;0.5;0.667;1944;1944;0;0
W5M5Q7_LEPOC.gar;0.848;0.065;0.121;1978;28409;0;354
G1SIY1_RABIT.gar;1.0;0.045;0.086;2154;45212;0;0
F6SS62_MONDO.gar;0.184;0.075;0.107;711;8759;12383;3143
G3N118_BOVIN.gar;0.614;0.5;0.551;638;638;401;401
B3RPI2_TRIAD.gar;0.98;0.263;0.415;911;2548;457;19
Q23PP7_TETTS.gar;0.0;0.0;0.0;0;1355;0;2095
E2RER8_CANLF.gar;0.917;0.136;0.237;1600;10207;218;144
G1MMT5_AILME.gar;1.0;0.5;0.667;1968;1968;0;0
F6UB70_HORSE.gar;1.0;0.023;0.045;630;26440;0;0
A0A067RIH6_ZOONE.gar;1.0;0.222;0.363;570;2001;1;0
B3RRG2_TRIAD.gar;1.0;0.344;0.512;2565;4889;0;0
S9U239_9TRYP.gar;1.0;0.5;0.667;1770;1770;0;0
H9GKS6_ANOCA.gar;0.524;0.138;0.218;1422;8889;0;1292
F6SUK4_MACMU.gar;0.724;0.753;0.738;5046;1659;11673;1920
M4AFV4_XIPMA.gar;0.963;0.029;0.056;2735;91707;817;104
F7C4T0_CALJA.gar;0.755;0.006;0.012;3033;467983;6000;986
M3ZSV8_XIPMA.gar;1.0;0.337;0.504;5164;10171;0;0
D0N9B8_PHYIT.gar;0.291;0.647;0.401;187;102;229;455
Q17LJ5_AEDAE.gar;0.36;0.954;0.523;1310;63;0;2330
BBS7_HUMAN.gar;0.991;0.081;0.15;3718;42306;0;34
J9JV08_ACYPI.gar;0.945;0.343;0.503;3438;6594;0;202
F2TWH2_SALR5.gar;0.997;0.355;0.524;2339;4258;0;8
D6WZ82_TRICA.gar;0.765;0.888;0.822;1812;228;0;558
V5BKF4_TRYCR.gar;1.0;0.5;0.667;2280;2280;0;0
B4I3T5_DROSE.gar;1.0;0.819;0.9;1146;253;0;0
G1KMJ2_ANOCA.gar;0.511;0.12;0.194;2492;18199;0;2387
G3SY59_LOXAF.gar;1.0;0.005;0.01;2631;488115;0;0
G3S2X3_GORGO.gar;0.833;0.889;0.86;2983;374;0;597
J9K409_ACYPI.gar;0.677;0.123;0.208;1362;9713;1684;649
H2SDM2_TAKRU.gar;1.0;0.719;0.837;1719;671;0;0
LZTL1_HUMAN.gar;0.81;0.55;0.655;3298;2702;12076;775
B2RZ48_RAT.gar;1.0;0.065;0.122;1368;19654;0;0
G1ME56_AILME.gar;1.0;0.08;0.148;2166;25067;0;0
A0A158NUR8_ATTCE.gar;1.0;0.183;0.309;1356;6050;0;0
G1SF71_RABIT.gar;0.736;0.02;0.039;2140;105308;0;766
G4YN09_PHYSP.gar;1.0;0.946;0.972;1284;74;0;0
BBS1_CAEEL.gar;1.0;0.392;0.563;1912;2965;0;0
H2P7R4_PONAB.gar;0.781;0.051;0.096;1431;26650;0;401
F6Q1R3_CALJA.gar;1.0;0.042;0.081;1805;41496;0;0
W2QE22_PHYPN.gar;1.0;0.969;0.984;2247;73;0;0
G1M0S6_AILME.gar;1.0;0.084;0.155;900;9856;0;0
A0A096NMN0_PAPAN.gar;1.0;0.027;0.053;1560;56509;0;0
G3T996_LOXAF.gar;1.0;0.022;0.043;1803;79394;0;0
I3NC55_ICTTR.gar;0.897;0.039;0.075;525;12958;0;60
J9I6B1_9SPIT.gar;0.0;0.0;0.0;0;241;0;1785
B1H1F4_XENTR.gar;0.0;0.0;0.0;0;0;15393;2018
A0A024TXS0_9STRA.gar;0.0;0.0;0.0;0;239;0;718
W6KG70_9TRYP.gar;1.0;0.5;0.667;1530;1530;0;0
G1T9Q2_RABIT.gar;0.775;0.034;0.065;1959;55212;0;570
G1SYN3_RABIT.gar;0.517;0.1;0.168;1523;13704;0;1422
IFT27_CHLRE.gar;1.0;0.688;0.815;1108;502;0;0
W4G1M5_9STRA.gar;0.0;0.0;0.0;0;332;0;609
W5MN19_LEPOC.gar;1.0;0.225;0.367;1026;3533;0;0
A4I446_LEIIN.gar;1.0;0.5;0.667;561;561;0;0
B3RWQ3_TRIAD.gar;0.685;0.353;0.466;374;684;603;172
Q4D247_TRYCC.gar;1.0;0.5;0.667;2283;2283;0;0
F6RWY1_CIOIN.gar;1.0;0.36;0.529;1432;2542;0;0
F4PDV5_BATDJ.gar;1.0;0.514;0.679;582;550;0;0
A4HH78_LEIBR.gar;1.0;0.5;0.667;2577;2577;0;0
H2N1F5_ORYLA.gar;0.455;0.262;0.333;885;2499;210;1059
U6G3P0_9EIME.gar;1.0;0.48;0.649;609;659;0;0
A0A024TEN6_9STRA.gar;0.0;0.0;0.0;0;922;0;1884
B4JSV3_DROGR.gar;1.0;0.802;0.89;1287;318;0;0
A0A087YC70_POEFO.gar;1.0;0.153;0.265;2237;12355;0;0
A0A067CXS2_SAPPC.gar;0.067;1.0;0.126;154;0;638;2141
R1DSD8_EMIHU.gar;1.0;0.93;0.964;1548;116;0;0
A6QLF9_BOVIN.gar;0.933;0.062;0.116;1279;19461;167;92
G3W852_SARHA.gar;1.0;0.041;0.079;2169;50448;0;0
A2FQ75_TRIVA.gar;1.0;0.5;0.667;1698;1698;0;0
K2NS17_TRYCR.gar;1.0;0.5;0.667;1761;1761;0;0
H2MRS1_ORYLA.gar;1.0;0.281;0.439;1029;2630;0;0
W6KIA6_9TRYP.gar;1.0;0.5;0.667;1749;1749;0;0
